sentence_lemma	target_index	cluster	lemma	sentence_token	identifier
bränna och mala gips $ fin tegelmjöl $ grof dito till ssritfot $ mal $ obränd smärgel $ mal e $ sicktad krita $ alldeles lik den holländsk $ flammad dito $ fin mala och flammad benswärta $ samt male $ senap $ $ finna till salu uti hus nio 6 wid kapitensgatan ä ladugärdslandet $	22	0	krita	Bränd och malen Gips , fint Tegelmjöl , groft dito till ssritfot , malen , obränd Smärgel , malen e » sicktad Krita , alldeles lik den Holländska , flammad dito , fin malen och flammad Benswärta , samt male » Senap , etc. finnaS till salu uti Huset Nio 6 wid KapitenSgatan ä Ladugärdslandet . 	bib13506739_18240526_144030_121_0011_alto.xml-19-22
penninssa berg ätstilliga marmor $ art $ och lcmnar en gansta ssön alabaster $ $ $ $ $ $ slipsten $ gips $ alun $ ätstilliga lera och krita $ bergsalt och lazursten $ jemte ätstilsiga metall $ hwariblsnd den redan i horners tid bekant koprarn $ $ med all denna alster $ kunna inan utan öfwerdrist pästä $ alt calabrien icke eftergifwer någon italiensk provins i fruktbarhet $ och att den till rch med öfwcrträffar mänga $ i denna affeenke ryktbar $	28	0	krita	penninssa bergen ätstilliga marmor , arter , och lcmnar en gansta ssön alabaster , , qwarnstenar^ , ^ , slipstenar , gips , alun , ätstilliga leror och krita , bergsalt och lazursten , jemte ätstilsiga metaller , hwariblsnd den redan i Horners tid bekanta koprarn .. Försed.t med alla dessa alster , kan inan utan öfwerdrist pästä , alt Calabrien icke eftergifwer någon Italiensk provins i fruktbarhet , och att den till rch med öfwcrträffar mänga , i detta affeenke ryktbara . 	bib11653828_18210223_144028_45_0003_alto.xml-12-28
lädor med fin enselsta och franssa sastsärgor $ all sort fin penstar $ blyartspennor $ fransk swart $ röd och hwit krita $ estamper af kork och läder $ pergament $ färgor till pastell miniatur och $ $ all sort sträng $ skrifpenna $ $ och canariefrö m $ m $	21	0	krita	Lädor med fina Enselsta och Franssa Sastsärgor , alla sorter fina Penstar , Blyartspennor , Fransk swart , röd och hwit Krita , Estamper af Kork och Läder , Pergament , Färgor till Pastells Miniatur- och Gouache-malning , alla sorter Strängar , Skrifpennor , Rof- och Canariefrö m . m . 	bib19225772_18241217_148004_146_0003_alto.xml-1-21
swart och röd krita $ fin $ $ flere sort c hine sist swart tusch $ stor och liten pensel $ samt swart märkfärg $ m $ m $ silwén riri färgmagaffnet emotta till grawering i kopp tillika nied aiirockning deraf $ karta $ samt afla sort plancher och tabell $ titelblad och vifltkvrt nied watkra stil $ som all fcrmt och wäl crpedicras $	3	0	krita	swart och röd Krita , fina Blyarts-pennor , flere sorter C hine sist swart Tusch , större och mindre Penslar , samt swart märkfärg , m . m . Silwén riri FärgMagaffnet emottages till Grawering i Koppar tillika nied aiirockning deraf , Kartor , samt afla sorter Plancher och Tabeller , Titelblad och VifltKvrt nied watkra stilar , som allt fcrmt och wäl crpedicraS . 	bib11653823_18241129_144010_278_0008_alto.xml-1-3
han stjäla $ ta han en stycke krita och strö pä bord deus $	7	0	krita	hans stal , tog han ett stycke krita och stres pä bordet Deus . 	bib19223423_18281210_145063_99_0002_alto.xml-4-7
fpänad $ och den will jag göra $ fä länge denna stycke krita räcka $	12	0	krita	fpänad , och det will jag göra , fä länge detta stycke krita räcker . 	bib11653828_18081209_144028_287_0002_alto.xml-16-12
dragten hwari en fri akhenienfist medborgare synas pä gata $ war en hwit pallium af fin ylletyg $ som ofta rengöra med krita och watt af wifie deri kunnig person $	22	0	krita	dragten hwari en fri Akhenienfist medborgare syntes pä gatorna , war en hwit pallium af fint ylletyg , som ofta rengjordes med krita och watten af wifie deri kunnige personer . 	bib19225772_18091013_148004_117_0001_alto.xml-10-22
sill af lipa fäugften samt hwit krita och alun i tunna finna hos pet $	6	0	krita	Sill af lipa fäugften samt hwit Krita och Alun i Tunnor finnes hos Pet . 	bib19225772_17940923_148003_76_0004_alto.xml-4-6
hos kindberg i östra flygel af vårhallen finna till falu $ tapet och lista af diverse sort $ rifna färgor $ fernitza $ mengel $ mineralgrönt $ kuglack och fin krita till billig pris $	30	0	krita	HoS Kindberg i östra flygeln af Vårhallen finnes till falu : Tapeter och Listor af diverse sorter , rifna Färgor , Fernitza , Mengel , Mineralgrönt , Kuglack och fin Krita till billigt pris . 	bib19225772_18070605_148004_62_0003_alto.xml-5-30
piplera osti mal krita $ krita i styck $ ira sort swafwel $ färdiggöra och	3	0	krita	Piplera osti malen Krita , Krita i stycken , ira sort Swafwel , färdiggjorde och 	bib19225772_18280812_148004_91_0004_alto.xml-9-3
hos $ a $ lincke finna till salut fin franstäjarger och $ $ livart $ lod och hwit $ krita $ $ krita $ stockholm $ och carlshamns spelkort $ all sort skri ock pvitraprer frän stjernarps bruk $ äkta romanista sträng för all instrument $ förstling af $ dunckel $ 1 ridt $ memoircs du gen $	19	0	krita	Hos F. A . Lincke finnes till salut Fina FranstäJarger och Lyonefer-Penstar , livart , lod och hwit ' krita , ' krita , Stockholms Camffo- och Carlshamns Spelkort , alla sorter Skris- ock Pvitraprer frän Stjernarps Bruk , äkta Romanista Strängar för alla instrumentet , Förstlingar af D. Dunckel , 1 Ridt , Memoircs du Gen . 	bib19225772_18240622_148004_70_0003_alto.xml-3-19
re dela hwit bolus $ en del krita och halfannan den inolja $ $ gifwa en förl $ äffligl papp $ bra än nw tillsätta nied liten berljnerblätt $ anta delta en ngenäni $ blägrön krör $	7	0	krita	re delar hwit Bolus ; en del krita och halfannan det Inolja , — gifwa ett förl / äffligl papp , bättre än Nw Tillsatt nied litet berljnerblätt , antager delta en ngenäni , blägrön kRör . 	bib19223423_18300807_145063_63_0003_alto.xml-6-7
stor $ medelsort och smä gräfidor $ $ och rundfist $ jutsk sill bdfe of hösta och sommarfängst uti bokkäril $ ypperlig god cabilliou i fjerding $ utsökt god och fristo rutzln i lädor $ en stor parti $ $ holtzträd i styck $ bra sort krita tunnetals $ fin ostindist canchl i bunt $	46	0	krita	Stora , medelsort och smä Gräfidor , Blanklängi-r och Rundfist , Jutsk Sill bdfe of Höst- och Sommarfängst uti Bokkäril , ypperlig god Cabilliou i Fjerdingar , Utsökt goda och fristo Rutzln i Lädor , ett större parti Eber&gt ; holtzträd i stycken , bästa sort Krita tunnetals , fin Ostindist Canchl i buntar . 	bib15650837_18240306_146391_19_0004_alto.xml-1-46
$ eller i dch ställe ungefär dubbel säga mycket flammad krita $ all etter sem anstrvkuiiiheii fat blifwa bwit eller af andra sarg $	10	0	krita	^ Eller i dch ställe ungefär dubbelt sa mycket flammad krita , allt etter sem anstrvkuiiiHeii faT blifwa bwit eller af andra sarger . 	bib11653806_18070918_145120_107_0001_alto.xml-5-10
eng $ blvhwilt $ 4 $ dito mal hwit krita $ st tilo röd krita $ 20 dittl hwit stocka krita $ st dito mefinlgsträd $ 8 est prof $ sto kanna halländsk linolja $ st $ $ st bisp $	20	0	krita	Eng . Blvhwilt , 4 » dito malen hwit krita , st tilo röd krita , 20 dittl hwit stocke krita , st dito Mefinlgsträd N:o 8 ester prof , sto kannor Halländsk Linolja , st dito.Skältran , st bisp . 	bib11653823_18260810_144010_183_0002_alto.xml-15-20
under körande fran kornhamn till mana bnlnn $ förlora af en fattia arbetskarl en tunna inolcn krita $ med wigten $ 9 sigp $	16	0	krita	Under körandet fran Kornhamn till Mana Bnlnn , förlorades af en fattia Arbetskarl en tunna inolcn Krita , med wigten pa^rifwen 9 Sigp . 	bib13506739_18131030_144030_252_0004_alto.xml-15-16
kamfert $ borak $ indigo $ fin kamel och kanindär $ diverse sort ta och grot kardustobak i lada $ weyde uti enkel och sabla fat $ hwit krita i tunna $ franck wal $ kardemiimmor $ reglikor $ muffo och dito blomma $ nied en fleste wanlige soeceriwa $ ro och färgflofrer $ försälja i parti till fasila pris af chr $	28	0	krita	Kamfert , Borak , Indigo , fina Kamel och Kanindär , diverse sorter ta och grot Kardustobak i lador , Weyde uti enkla och Sabla fat , hwit Krita i tunnor , Franck wal , Kardemiimmor , Reglikor , Muffot och dito Blomma , nied de fleste wanlige Soeceriwa » ror och Färgflofrer , försäljes i parti till fasila priser af Chr . 	bib19225772_18050710_148004_77_0003_alto.xml-10-28
efter denna tid vara stärkelse förwandlad till socker $ swafwclspran mätta nied krita $ lösckingen sila och afdunsta till $ $ hwarcftor den i 3 dag lemnäs i fälla runi $ under hwilken tid den anfljuter i kornig kristall $ lika de af rätt socker $	12	0	krita	Efter denna tid är stärkelsen förwandlad till socker , swafwclspran mättas nied krita , lösckingen silas och afdunstas till syrups-consistance , hwarcftor den i 3 dagar lemnäs i fällt runi , under hwilken tid den anfljuter i korniga kristaller , lika dem af rätt socker . 	bib11653806_18120515_145120_55_0001_alto.xml-1-12
lngelff och holländsk $ $ $ god holläudss sill af bra fort $ hwitt och torrtengeli $ krok $ socker $ eng mal senap $ fransk $ $ hwita waxljus $ rosa och hampolja pä liten fastager $ samt maleii holländst hwit krita $ finna till salu uti carl hatzell $ so kryddbod wid drottning $ gata $	42	0	krita	Lngelff och Holländsk Sitmjölks-Ost , , god Holläudss Sill af bästa forten , hwitt och torrtEngeli ?t Krok » Socker , Eng malen Senap , Fransk Win«Atticka , hwita Waxljus , Ros- och Hampolja pä mindre Fastager , samt maleii Holländst hwit Krita , finnas till salu uti Carl Hatzell & Sons Kryddbod wid Drottning » gatan . 	bib13506739_18200502_144030_100_0007_alto.xml-4-42
frän new castle och william halson frän sunderiand nied stenkol $ george sinclair frän portseton och jon lorn frän alloway nied fyrkol $ samt han isberg frän dower med krita $	29	0	krita	frän New Castle och William Halson frän Sunderiand nied Stenkol ; George Sinclair frän Portseton och Jon Lorn frän Alloway nied Fyrkol , samt Hans Isberg frän Dower med Krita . 	bib19225792_17940322_147359_12_0005_alto.xml-1-29
lera l klimpa $ $ torr mål krita $ veritabel eng $ mal se $	7	0	krita	Lera l klimpa » , torr målen Krita , veritabel Eng . malen Se » 	bib13506739_18181207_144030_283_0012_alto.xml-8-7
fin eng $ hwit krita $ newcastle god stenkol $ eng $ och gottlands slipsten $ llands golfflisor $ dylta öst falun rödfärg $ fluss tjära $ beckolja $ näfwer $ $ $ perlsand $ fin och grof kimrök $ dref $ victriol $ bomull och ullkarder $ patent blyhagel $ maculatur och förbydningsvapper $ sorteradt lager af borstarbete $ jemte wanlige sort fin och gröfre jernsmideu försälja af olof bronander $ son $	4	0	krita	Fin Eng . hwit Krita , Newcastle goda Stenkol , Eng , och Gottlands Slipstenar , Llands Golfflisor , Dylta öst Faluns Rödfärg , Fluss Tjära , Beckolja , Näfwer , Wermlands-Plogar , Perlsand , fin och grof Kimrök , Dref , Victriol , Bomulls- och Ullkarder , Patent Blyhagel , Maculatur och FörbydningSvapper , sorteradt lager af Borstarbete , jemte wanlige sorter finare och gröfre Jernsmideu försäljas af Olof Bronander & Son . 	bib19225772_18250426_148004_47_0003_alto.xml-7-4
ssinst approbera $ $ finna till salu uti nordlanders magasin i brunnegränd wid skeppsbron wid rörstrands $ sälja till billig prls flammad krita $ eldfast lera och smaltz $ t stor och mlrivre parti $	22	0	krita	ssinst approberad Utsades-Rag , finnes till salu uti Nordlanders Magasin i Brunnegränd wid Skeppsbron Wid Rörstrands Pofllins-Fabrik säljeS till billigt prlS flammad Krita , eldfasta Leror och Smaltz , t större och mlrivre partier . 	bib13506739_18200703_144030_150_0006_alto.xml-1-22
gifwer $ bestämma lika lätt hiva land stor kungm stulle $ lt $ i eller afse $ som han krita $ tärning af en mantel $ och sticka med $ lt $ $ wink af sig allwäld en myriad landsman att upossras pä sicilien eller ltärling att hämta eit werktyg $ och mähända till en stor förödmjukelchammanwred en gistel af en rem $ de han ffulle fasta i de $ $ ng $	19	0	krita	gifwer , bestämde lika lätt hivad länder Stora Kungm stulle & lt ; ina eller afsta , som han kritade ( tärningen af en Mantel , och stickade med & lt ; » wink af sitt allwäld en myriad Landsmän att upossras pä Sicilien eller ltärling att hämta eit werktyg , och mähända till de Storas förödmjukelchammanwred en gistel af de remmar , dem han ffulle fastat i deras sko&lt ; ng . 	bib19225772_18100815_148004_92_0003_alto.xml-2-19
fara en ritning uti swart sch hwit krita $ föreställa den hisiorista ämne kongl $	7	0	krita	For en ritning uti swart sch hwit krita , föreställande det hisiorista ämne Kongl . 	bib11653823_18230207_144010_31_0003_alto.xml-5-7
fin krita $ swenstt kaffe af herr löfgren tillwerknlng $ raffineradt	1	0	krita	fin Krita , Swenstt Kaffe af Herr Löfgrens tillwerknlng , raffineradt 	bib13506739_18201106_144030_258_0011_alto.xml-3-1
alf $ i $ sjöberg frän norrköping nied mjöl och diverse $ $ grundberg frän göteborg med sall $ fijkwaror och metualier $ $ norberg frän kalmar nied ekcstäf och specerier $ i $ hammarqwist frän dito nied alun och diverse $ zandelia frän carlscrona med flvttningssakcr $ och tobak $ n $ christensson frän christianstad med krita $ bly och hafre $ m $ fäaetfröin frän norrköping med gallmeja $ sära $ ost och mjöl $ p $ prttersson frän dito nied mjöl cch mrtualier $ m $ bergström frän sölfwitslorg med tobak $ p $ scherling fran carlshamn $ ned sarker och bomull $ n $	57	0	krita	Alfer ; I . Sjöberg frän Norrköping nied Mjöl och Diverse ; T. Grundberg frän Göteborg med Sall , Fijkwaror och Metualier ; F. Norberg frän Kalmar nied Ekcstäf och Specerier ; I . Hammarqwist frän dito nied Alun och Diverse ; Zandelia frän Carlscrona med Flvttningssakcr ' och Tobak ; N . Christensson frän Christianstad med Krita , Bly och Hafre ; M . Fäaetfröin frän Norrköping med Gallmeja , Sära , Ost och Mjöl ; P . Prttersson frän dito nied Mjöl cch Mrtualier ; M . Bergström frän SölfwitSLorg med Tobak ; P . Scherling fran Carlshamn » ned Sarker och Bomull ; N . 	bib11653806_18111113_145120_131_0002_alto.xml-0-57
risgryn $ fink domingo och batavia $ kaffe och cacao $ socker $ torr gul ostindlsst och havana $ kanel $ rotting $ peppar $ bengal och twenue sort americansk bomull $ röd turkisk garn $ turkisk safflor $ engelsk och venediff t ival $ hwit krita i tunna och norrköping stärkelse i sjerdingar $ hwit island ull $ walfisstran $ bomolja $ flir matolja $ bra gulr och $ $ länga $ gråsik $ fransk swiskon $ m $ fl $	46	0	krita	Risgryn , fink Domingo och Batavia , Kaffe och Cacao , Socker , torrt gult Ostindlsst och Havana , Kanel , Rotting , Peppar , Bengal och twenue sorter Americansk Bomull , rödt Turkiskt Garn , Turkiskt Safflor , Engelsk och Venediff T ival , hwit krita i tunnor och Norrköpings Stärkelse i sjerdingar , hwit Islands Ull , Walfisstran , Bomolja , flir Matolja , bästa gulr och blätt.Bresiljeträd , Längor , Gråsik , Franska Swiskon , m . fl . 	bib19225792_18230405_147359_13_0005_alto.xml-1-46
pettersson $ som nu aswen war häkta $ ätersördes derest uti rädhnsfängclset $ hwarest han wid waktens ankomst tisdag morgon sann hafwa sönderbryta en i fängelserum mena bord $ sastgjcrt den deraf erhålla na trädstycke emellan kakelugn och tak $ af ena lakan ta en remsa och deruti hänga sig $ samt sälunda afhändt sig lifwet $ efter att detzförinnan pä bord hafwa med krita teckna förklaring om sig oskuld till den brott $ sör hwilket han warit tilltala och häkta $	64	0	krita	Pettersson , som nu aswen war häktad , ätersördes derester uti Rädhnsfängclset , hwarest han wid waktens ankomst Tisdags morgon sanns hafwa sönderbrutit ett i fängelserummet Mende bord , sastgjcrt det deraf erhåll na trädstycket emellan kakelugnen och taket , af ena lakanet tagit en remsa och deruti hängt sig / samt sälunda afhändt sig lifwet , efter att detzförinnan pä bordet hafwa med krita tecknat förklaring om sin oskuld till det brott , sör hwilket han warit tilltalad och häktad . 	bib19227306_18300421_147700_16_0001_alto.xml-10-64
