sentence_lemma	sentence_token	target_index	original_word
$ oh $ bless you $ not a scar $ $ answer john $ $ for don't you mind how he kep ' the iled silk and wet rag on yer face $ and how that night when you be sick $ he hold yer hand so you couldn't tache that little fellow between yer eye $	" Oh , bless you , not a scar , " answered John , " for don't you mind how he kep ' the iled silk and wet rags on yer face , and how that night when you was sickest , he held yer hands so you couldn't tache that little feller between yer eyes .	28	rag
he come to this castle in his palmer's rag and perilled his life to rescue his ladye love $	He came to this castle in his Palmer's rags and perilled his life to rescue his Ladye love .	8	rag
now $ the next pilgrim be a very old and miserable man $ stone-blind $ cover with rag $ and support his step with a staff $ $	Now , the next pilgrim was a very old and miserable man ; stone-blind , covered with rags ; and supporting his steps with a staff . "	17	rag
or he be a piece of string $ a rag $ a willow-wand $ and i have a contemptuous pity $	Or he was a piece of string , a rag , a willow-wand , and I had a contemptuous pity .	9	rag
the floor be cover with litter and filthy rag $ and none of the vessel be clean $	The floor is covered with litter and filthy rags , and none of the vessels are clean .	8	rag
as the girl set down her burden $ the door reopen behind her $ and a little boy $ whose clothing be one consolidated rag from top to toe $ make his appearance $	As the girl set down her burden , the door re-opened behind her , and a little boy , whose clothing was one consolidated rag from top to toe , made his appearance .	24	rag
come $ fork over the solid $ old rag $ $ say the boatman $ with a loud laugh $ and turn with a quizzical leer to a group of captain $ and sloop-boys that have gather to see the fun $ $	Come , fork over the solid , Old Rags , " said the boatman , with a loud laugh , and turning with a quizzical leer to a group of captains , and sloop-boys that had gathered to see the fun . "	8	rag
and then tell us it be nothing worth $ what be it but to act over on a large national scale $ that detestable villany of our bankrupt monied corporation $ who buy up at a discount their own worthless rag $	and then tell us it is nothing worth ; what is it but to act over on a large national scale , that detestable villany of our bankrupt monied corporations , who buy up at a discount their own worthless rags ?	40	rag
$ and have drill a small company of young vagabond $ he make a circuit of the market-place on saturday night with these $ their rag fly to the wind $ and an expression of doleful gratitude in their face $ run at his heel $ puffer keep in the advance $ and from time to time order a cutlet $ or steak $ or tender-loin $ to be cast in $	; and having drilled a small company of young vagabonds , he made a circuit of the market-places on Saturday nights with these -- their rags flying to the wind , and an expression of doleful gratitude in their faces -- running at his heels ; Puffer keeping in the advance , and from time to time ordering a cutlet , or steak , or tender-loin , to be cast in .	25	rag
there be a time when she do not care if the floor be all cover with heap of dirt $ and she would go out into the street with the rag fly all about her $ and her hair in mass of thick tangle $ and her face quite black and ugly $	There was a time when she did not care if the floor was all covered with heaps of dirt , and she would go out into the street with the rags flying all about her , and her hair in masses of thick tangles , and her face quite black and ugly .	30	rag
gutter run with seethe matter $ homeless outcast sit $ besotted $ on crazy door-steps $ the vicious $ with savage visage $ and keen $ watchful eye $ loiter at the door of filthy $ grocery $ $ the sickly and neglect child crawl upon the side-pave $ or seek a crust to appease its hunger-all be find here $ gasp $ in rag $ a breath of air by day $ or seek a shelter $ at night $ in den so abject that the world can furnish no counterpart $	Gutters running with seething matter ; homeless outcasts sitting , besotted , on crazy door-steps ; the vicious , with savage visage , and keen , watchful eye , loitering at the doors of filthy " groceries ; " the sickly and neglected child crawling upon the side-pave , or seeking a crust to appease its hunger-all are found here , gasping , in rags , a breath of air by day , or seeking a shelter , at night , in dens so abject that the world can furnish no counterpart .	64	rag
i don't see how a dinner be to come out of this $ $ say habbakkuk viol $ after gaze upon the apparel a reasonable length of time $ $ unless $ bob $ you propose to feed us $ like ostrich $ on rag and iron $	I don't see how a dinner is to come out of this , " said Habbakkuk Viol , after gazing upon the apparel a reasonable length of time , " unless , Bob , you propose to feed us , like ostriches , on rags and iron .	44	rag
cross the niemen in presence of napoleon $ as he sit in his tower and see those glorious legion move in beautiful order and high spirit before him $ and the remnant of that scattered army in rag $ wan and ghastly $ follow their iron-hearted leader as he stride on foot over the same river $ always fill one with the profound melancholy $	crossing the Niemen in presence of Napoleon , as he sat in his tower and saw those glorious legions move in beautiful order and high spirits before him ; and the remnant of that scattered army in rags , wan and ghastly , following their iron-hearted leader as he strode on foot over the same river , always fills one with the profoundest melancholy .	37	rag
this basket contain a nest of rag and an indescribable baby $ and in the ash on the rough hearth play several dingy object $ which i suppose have once be baby $ $	This basket contained a nest of rags and an indescribable baby ; and in the ashes on the rough hearth played several dingy objects , which I suppose had once been babies . "	6	rag
the flour $ leather $ and rag have be manufacture into corresponding article $ the bread have be eat $ the shoe be half wear out $ and the paper be cover with writing or printing $ so that a new supply of each be call for $	The flour , leather , and rags have been manufactured into corresponding articles , the bread has been eaten , the shoes are half worn out , and the paper is covered with writing or printing , so that a new supply of each is called for .	6	rag
chemistry have supply its bleach invention and its medicine $ not to speak of the more questionable blessing of dry bone soup $ linen rag sugar $ and sawdust bread $	Chemistry has supplied its bleaching inventions and its medicines , not to speak of the more questionable blessings of dry bone soup , linen rag sugar , and sawdust bread .	24	rag
why that astonishing timorousness of howe before valley forge $ where the relic of a force starve $ sickcuing $ and in rag $ could scarcely man the line $ which they hold before a great $ victorious $ and perfectly appoint army $	Why that astonishing timorousness of Howe before Valley Forge ; where the relics of a force starving , sickcuing , and in rags , could scarcely man the lines , which they held before a great , victorious , and perfectly appointed army ?	22	rag
like revel witch in rag $ and see through the bedimmed atmosphere at the far end of the den $ be half-frantic man $ woman $ and girl	Like revelling witches in rags , and seen through the bedimmed atmosphere at the further end of the den , are half-frantic men , women , and girls	4	rag
a base coin upon our community $ shake public credit $ poison faith between man and man $ turn certificate of stock into rag $ and render it good husbandry- ... as it be twelve year ago in the dutch city -- to pull down brick house $ for the sake of save the tax $	a base coin upon our community , shake public credit , poison faith between man and man , turn certificates of stock into rags , and render it good husbandry- .. as it was twelve years ago in the Dutch cities -- to pull down brick houses , for the sake of saving the tax ?	23	rag
look at your money-bag $ for they tell the gineral you han't get stuff enuff in the bank to make him a pair of spectacle $ none of your rag $ ' say i $ but the real grit $ ' and with that he call have 2 or 3 chap in quaker coat $ and they open have a large place about as big as the east room $ ' and such a sight i never see $ box $ bag $ and keg $ all full $ and i should say nigh upon a hundred cord $	look at your money-bags , for they tell the Gineral you han't got stuff enuff in the Bank to make him a pair of spectacles ; none of your rags , ' says I , but the real grit : ' and with that he call'd 2 or 3 chaps in Quaker coats , and they open'd a large place about as big as the east room ; ' and such a sight I never see -- boxes , bags , and kegs , all full , and I should say nigh upon a hundred cord .	29	rag
at midday $ when the street seem to run with liquid fire $ when scarcely any pedestrian be abroad $ and even the policeman have retire to enjoy the luxury of shade $ you may see the droshky driver cling to his post of duty $ the carter urge on his dirt-besmeared equipage $ the vender offer his ware with the cry which be a shriek $ and the beggar $ sexless by plenitude of rag $ await their copek at the blaze door of church and catlle $ lral $	At midday , when the streets seem to run with liquid fire , when scarcely any pedestrian is abroad , and even the policeman has retired to enjoy the luxury of shade , you may see the droshky driver clinging to his post of duty , the carter urging on his dirt-besmeared equipage , the vender offering his wares with the cry which is a shriek , and the beggars , sexless by plenitude of rags , awaiting their copek at the blazing doors of church and catlle ( lral .	75	rag
i see the dirt and rag $ i see the wrinkle and elf-locks $ the wild eye and the shrivelled limb $ i hear the hoarse and broken tone of age and passion $ the convulsive laughter and the	I see the dirt and rags ; I see the wrinkles and elf-locks , the wild eye and the shrivelled limbs ; I hear the hoarse and broken tones of age and passion , the convulsive laughter and the	5	rag
in return $ gentleman $ for this flattering toast $ let me offer you $ $ the regamuffins and pauper of the ward $ they conceal more genuine honor and virtue beneath their rag $ than king solomon in his sunday clothes $ or a fourth-of-july orator in his new-bought ruffle and wristband $ $	In return , gentlemen , for this flattering toast , let me offer you , " The regamuffins and paupers of the ward : they conceal more genuine honor and virtue beneath their rags , than King Solomon in his Sunday clothes , or a Fourth-of-July orator in his new-bought ruffle and wristbands ! "	33	rag
no one suppose it strange $ if a man waste his time and his patrimony in field sport $ the dram shop $ and at the gaming-table $ that he become poor $ and that his wife and child be dwell in a hovel $ starve with hnnger and clothe in rag $	No one supposes it strange , if a man wastes his time and his patrimony in field sports , the dram shop , and at the gaming-table , that he becomes poor , and that his wife and children are dwelling in a hovel , starved with hnnger and clothed in rags .	51	rag
snatch up a rag of tarred canvass and a bunch of spun-yarn that somebody hold near $ good for the lockjaw $ try	snatching up a rag of tarred canvass and a bunch of spun-yarn that somebody held near -- good for the lockjaw -- tried	3	rag
peirce eye him as he stand there in his shirt sleeyes $ with a shave ringlet lodge over his right ear and a rag wind about a wound thumb $ to see what he have to expect from his new master $ for such he instinctively know him to be $	Peirce eyed him as he stood there in his shirt sleeyes , with a shaving ringlet lodged over his right ear and a rag wound about a wounded thumb , to see what he had to expect from his new master , for such he instinctively knew him to be .	23	rag
this ornament be consider indispensable $ and those who can not afford it $ supply its place with a bit of red rag $ which equally well answer the intend purpose of point them out as disciple of buddha $	This ornament is considered indispensable , and those who can not afford it , supply its place with a bit of red rag , which equally well answers the intended purpose of pointing them out as disciples of Buddha .	22	rag
a kind of genteel beggar $ who be tolerate by the great on account of his lineage $ a sort of poor relation ' a gentleman lazarus $ in fact $ who haunt the royal court $ until his sore be dress with a pension $ and his rag make decent $ with a little golden tinsel $	A kind of genteel beggar , who is tolerated by the great on account of his lineage ; a sort of poor relation ' a gentleman Lazarus , in fact , who haunts the Royal Court , until his sores are dressed with a pension , and his rags made decent , with a little golden tinsel .	48	rag
the chord of tender sympathy be at once touch and bettina follow the old woman outside the wall $ and beyond an angle of the ruin a few rod $ when the person who have so excite her commiseration suddenly stop $ and toss off the wretched rag he wear $ he stand before her the athletic leader of banditti $ petard $ $	The chords of tender sympathy were at once touched and Bettina followed the old woman outside the walls , and beyond an angle of the ruins a few rods , when the person who had so excited her commiseration suddenly stopped , and tossing off the wretched rags he wore , he stood before her the athletic leader of banditti , Petard ! "	47	rag
you say the child be ragged and dirty $ i shall see that they be comfortably clothe $ and $ if i find that the clothes be keep whole and clean $ i will befriend the family far $ but if they be let run to rag $ without washing or mend $ i shall do no more $ $	You say the children were ragged and dirty ; I shall see that they are comfortably clothed , and , if I find that the clothes are kept whole and clean , I will befriend the family farther , but if they are let run to rags , without washing or mending , I shall do no more . "	46	rag
for myself $ ge'mmen $ if you ask my view of litter-a-toor $ i don't hesitate to say $ in vun sense o ' the word $ excuse the expression $ it be nothin ' but a powerful combination o ' rag and brass $ by which i mean to say $ it take a uncommon quantity o ' rag to make the paper out of $ and it take a uncommon sight o ' brass and courage to make the paper full o ' readin ' matter $	For myself , ge'mmen , if you ask my views of litter-a-toor , I don't hesitate to say , in vun sense o ' the word , excuse the expression , it's nothin ' but a powerful combination o ' rags and brass : by which I means to say , it takes a uncommon quantity o ' rags to make the paper out of , and it takes a uncommon sight o ' brass and courage to make the paper full o ' readin ' matter .	40	rag
for to go as a passenger you must need have a purse $ and a purse be but a rag unless you have something in it $	For to go as a passenger you must needs have a purse , and a purse is but a rag unless you have something in it .	19	rag
the window be glaze principally with paper $ to say nothing of old hat $ rag $ <temp> $ the head of this honor house fish in the trout season $ and he would have put izaac walton to the blush $ if that illustrious gentleman's angle virtue have be bring to so severe a proof $	The windows were glazed principally with paper , to say nothing of old hats , rags , &c. ; The head of this honored house fished in the trout season ; and he would have put Izaac Walton to the blush , if that illustrious gentleman's angling virtues had been brought to so severe a proof .	15	rag
so we use to lodge here and there $ in the cellar about the point $ in ' cut throat alley $ ' or ' cow bay $ ' or ' murderer's alley $ ' or in ' the house of the nine nation $ ' or wherever we could get a sixpenny rag to lay down upon $	So we used to lodge here and there , in the cellars about the Points , in ' Cut Throat Alley , ' or ' Cow Bay , ' or ' Murderer's Alley , ' or in ' The House of the Nine Nations , ' or wherever we could get a sixpenny rag to lay down upon .	53	rag
rag into the wasp hole $ where the nest lie $ and presently fling a spade full of earth over the hole $	rags into the wasps holes , where the nest lies , and presently fling a spade full of earth over the holes .	0	rag
but if rag and mud claim the whole of the body $ the face belong to nothing but fun $ and the child and her fringed habiliments take fly leap over the rope $ in a style that quite distance the sport of quilp's boy $	But if rags and mud claimed the whole of the body , the face belonged to nothing but fun ; and the child and her fringed habiliments took flying leaps over the rope , in a style that quite distanced the sports of Quilp's boy .	2	rag
he do not remember how beautiful the contrast must be to pat as he come from his mother's den of infamy $ where rag and dirt prevail $ to the neat and cleanly dwell $ and the pure $ bright $ happy face of mrs.- bates and her two child $	He did not remember how beautiful the contrast must be to Pat as he came from his mother's den of infamy , where rags and dirt prevailed , to the neat and cleanly dwelling , and the pure , bright , happy faces of Mrs. Bates and her two children .	23	rag
they be not the man to fight less earnestly on that account $ nor will their poverty and rag hinder them from strike a good blow $ when occasion serve $ against the invader to whom they owe them $ $	They are not the men to fight less earnestly on that account , nor will their poverty and rags hinder them from striking a good blow , when occasion serves , against the invader to whom they owe them . "	18	rag
of this description be bone $ horn and hoof of cattle $ bone dust $ the entire carcass of animal $ cutting of leather $ woolen rag $ feather $ and hair $	Of this description are bones , horns and hoofs of cattle , bone dust , the entire carcasses of animals , cuttings of leather , woolen rags , feathers , and hair .	26	rag
ther be sum ten or a dozen family livin in the house $ and all of ' em be frighten almost to deth $ and turn out of ther bed into the street $ jest because the family in the roof have go to sleep leavin a pile of old rag afire to drive off the musketers $	Ther was sum ten or a dozen families livin in the house , and all of ' em was frightened almost to deth , and turned out of ther beds into the street , jest because the family in the roof had gone to sleep leavin a pile of old rags afire to drive off the musketers .	50	rag
upon the farnish have wretch before you $ poor in all thing save honor $ $ on these tatter have rag you gaze $ you think he might be buy $	upon The farnish'd wretch before you , poor in all things Save honor ; -- on these tatter'd rags you gazed ; You thought he might be bought .	18	rag
hardly a rag to my back $ or a halfpenny in my pocket $ i think after all that they might as well have finish the matter $	hardly a rag to my back , or a halfpenny in my pocket , I thought after all that they might as well have finished the matter .	2	rag
say mrs.- mccarty $ beg them to sit down $ and excuse the disordered state of her few rag $	said Mrs. McCarty , begging them to sit down , and excuse the disordered state of her few rags .	18	rag
the floor be cover in the center by a carpet make of rag $ a species of manufacture that be then $ and yet continue to be $ much in use in the interior $ while its edge $ that be expose to view $ be of unspotted cleanliness $	The floor was covered in the centre by a carpet made of rags , a species of manufacture that was then , and yet continues to be , much in use in the interior ; while its edges , that were exposed to view , were of unspotted cleanliness .	12	rag
be hemp and flax yesterday $ and linen $ and rag $ and money today $ too often bring you down to rag tomorrow $ and not perhaps quite so often as it might $ to hemp again the day after $	was hemp and flax yesterday , and linen , and rags , and money today , too often brings you down to rags tomorrow , and not perhaps quite so often as it might , to hemp again the day after .	10	rag
in the savage state $ and before cotton wrap mankind $ they suffer for clothing $ and rag indicate poverty $	In the savage state , and before cotton wrapped mankind , they suffered for clothing , and rags indicated poverty .	17	rag
rag $ perhaps i have better say $ but the rag have be clothes $ weave and sew by man's hand $ so he must have live among men $ civilize men $ and he have grow but little $ as you may perceive $ since those clothes be make $ therefore $ he can not have be long on the island $ $	Rags , perhaps I had better say -- but the rags have been clothes , woven and sewn by man's hands -- so he must have lived among men -- civilized men -- and he has grown but little , as you may perceive , since those clothes were made -- therefore , he can not have been long on the island . "	0	rag
$ they be make by dip paper or rag in melt sulphur $ $	( They are made by dipping paper or rags in melted sulphur . )	8	rag
whence then thy right to rack my limb with toil $ and bear away the produce of the soil $ leave my poor babe in rag the blast to feel $ wet with hot tear their scant $ unwholesome meal $ and earthward $ like the beast that perish $ gaze from springtime to the	Whence then thy right to rack my limbs with toil , And bear away the produce of the soil ; Leave my poor babes in rags the blast to feel , Wet with hot tears their scant , unwholesome meal , And earthward , like the beasts that perish , gaze From springtime to the	25	rag
the porter bottle $ which illuminate the room $ be hold by a huge negro $ who $ with rag upon his chest $ be play card with a	The porter bottle , which illuminates the room , is held by a huge negro , who , with rags upon his chest , is playing cards with a	19	rag
rag $ and cling to his side $ $ don't cry $	rags , and clinging to his side , " don't cry !	0	rag
it be so green and quiet all about the house $ no rude boy shout in her ear as she step without the door $ or throw mud-balls into the open window $ no brazen $ neglect girl to call her low name $ or pin dirty rag upon her gown as she walk	It is so green and quiet all about the house -- no rude boys shouting in her ear as she steps without the door , or throwing mud-balls into the open windows ; no brazen , neglected girls to call her low names , or pin dirty rags upon her gown as she walks	47	rag
by their joint operation the number of bank be more than double in the space of time we be now speak of $ and nearly nine hundred manufactory of paper money be set in motion $ $ pour forth their rag	By their joint operation the number of banks was more than doubled in the space of time we are now speaking of ; and nearly nine hundred manufactories of paper money were set in motion , , pouring forth their rags	40	rag
of runnymede agreement among the rag baron $ that no one of the fraternity should be monarch over the others-n quarrel of the robber against their brigand chief for assume more authority than be justly due to him -- a quarrel which would soon be heal when the hand itself be endanger $ or new spoil be to be obtain ...	of Runnymede agreement among the rag barons , that no one of the fraternity should be monarch over the others-n quarrel of the robbers against their brigand chief for assuming more authority than is justly due to him -- a quarrel which would soon be healed when the hand itself is endangered , or new spoils are to be obtained ..	5	rag
it be able $ as the end have show $ to set at defiance the very constitution of the united state $ the latter provide that only gold and silver shall be money $ w * * ile this bank $ by its career of law-breaking $ fraud $ and despotism $ have at length fairly get the better of this constitutional provision $ ard we have see through its mean irredeemable rag legalize as mcney by the legislator og several of the state $	It was able , as the end has shown , to set at defiance the very Constitution of the United States , the latter providing that only gold and silver shall be money ; w * * ile this bank , by its career of law-breaking , fraud , and despotism , has at length fairly got the better of this Constitutional provision , ard we have seen through its means irredeemable rags legalized as mcney by the legislators og several of the States .	72	rag
he have a shine $ bulbous forehead $ rather scantily thatched with blade of hair $ his face $ small $ meager $ and yet vulgar $ be adorn with a pair of short $ rusty whisker $ and a rag of a moustache $ in all respect not what one would call a face eminently prepossessing $	He had a shining , bulbous forehead , rather scantily thatched with blades of hair ; his face , small , meagre , and yet vulgar , was adorned with a pair of short , rusty whiskers , and a rag of a moustache ; in all respects not what one would call a face eminently prepossessing .	40	rag
clothe him with fine stuff $ yourselves in rag which scarcely cover ye $ furnish for him costly couch $ yours the hard plank $ yield to him the labor of your youth $ your life $ and when useless grow $ to be cast off $ like superannuated brute $ to die unsuccoured $	Clothe him with finest stuffs , yourselves in rags Which scarcely cover ye : furnish for him costly couch , Yours the hard plank : yield to him the labor Of your youth , your life , and when useless grown , To be cast off , like superannuated Brutes , to die unsuccoured .	8	rag
you dirthy owld bit of a blackguard of a rag $ ' say i $ in an exthremity of rage $ ' you be not fit for the back of a dacent lad an ' a jintleman $	You dirthy owld bit of a blackguard of a rag , ' says I , in an exthremity of rage , ' You're not fit for the back of a dacent lad an ' a jintleman .	9	rag
one be decry infant baptism as a $ rag of popery $ $ $ the last relic of rome in protestantism $ $ $ a device of satan to fill up the church with unconverted member $ $ and much more to that effect $	One was decrying infant baptism as a " rag of Popery , " " the last relic of Rome in Protestantism , " " a device of Satan to fill up the church with unconverted members , " and much more to that effect .	8	rag
he be down on rag $ i tell ye $	He's down on rags , I tell ye .	3	rag
