sentence_lemma	sentence_token	index_lemma	index_token	lemma
sein du Verney Beobachtung gründen $ dass zwischen d Schenkel d Steigbügel eine Haut ausspannen sein $ die mit d Membran d eyförmigen Fenster zusammenhängen $ so werden jene ebenfalls von d Schallschwingung d Luft d Trommelhöhle rühren und diese Haut ihr Vibration mitteilen können $ Carlisle $ Philos. Transact. Y. 1805. P. 202. $ finden aber duverney's Wahrnehmung nicht bestätigen $	Wäre Du Verney’s Beobachtung gegründet , dass zwischen den Schenkeln des Steigbügels eine Haut ausgespannt ist , die mit der Membran des eyförmigen Fensters zusammenhängt , so würde jene ebenfalls von den Schallschwingungen der Luft der Trommelhöhle gerührt und dieser Haut ihre Vibrationen mittheilen können . Carlisle ( Philos. Transact. Y. 1805. p. 202. ) fand aber Duverney’s Wahrnehmung nicht bestätigt .	14	14	ausspannen
es sein diese Flosse stets von Strahl stützen $ zwischen welchen eine dünn $ aber fest Haut ausspannen werden können $ nur bei einige Familie finden sich auf d Rücken eine klein Flosse $ die keine Strahl besitzen und d Fettflosse $ pinna adiposa $ nennen werden $	Es sind diese Flossen stets von Strahlen gestützt , zwischen welchen eine dünne , aber feste Haut ausgespannt werden kann ; nur bei einigen Familien findet sich auf dem Rücken eine kleine Flosse , die keine Strahlen besitzt und die Fettflosse ( Pinna adiposa ) genannt wird .	17	17	ausspannen
selbstverständlich werden d Beobachtung nicht unmittelbar $ nachdem d Draht ausspannen werden $ vornehmen $ sondern mindestens eine halb Tag spät $ so dass voraussetzen werden können $ dass d Draht sich nicht mehr weiter dehnen und dass auch d Holzarme eine bestimmt Spannungszustand annehmen haben $	Selbstverständlich wurden die Beobachtungen nicht unmittelbar , nachdem der Draht ausgespannt wurde , vorgenommen , sondern mindestens einen halben Tag später , so dass vorausgesetzt werden konnte , dass der Draht sich nicht mehr weiter dehnt und dass auch die Holzarme einen bestimmten Spannungszustand angenommen haben .	10	10	ausspannen
oben stehen wunderlich Gestalt $ mit mehlig bestäubt Angesicht $ d widerlich Haupt d weiß Eule nicht unähnlich $ sie sein in faltig Mantel von zottig Wolle kleiden $ und halten Regenschirm von seltsam Haut ausspannen über sich $ mit Fledermausflügel $ die abenteuerlich neben d Rockelor hervor starren $ wehen und fächeln sie unablässig $	Oben standen wunderliche Gestalten , mit mehligen bestäubten Angesichtern , den widerlichen Häuptern der weißen Eulen nicht unähnlich ; sie waren in faltigen Mänteln von zottiger Wolle gekleidet , und hielten Regenschirme von seltsamen Häuten ausgespannt über sich ; mit Fledermausflügeln , die abentheuerlich neben dem Rokkelor hervor starrten , wehten und fächelten sie unablässig .	35	35	ausspannen
wenn eine d letztere z. B. durch Hemmung d Blutstrom oder Insuffizienz d Klappe dauernd sehr ausspannen werden $ so treten an d am meiste gespannt Teil konstant eine fettig Degeneration d Muskelfleisch ein $	Wenn eine der letzteren z. B. durch Hemmung des Blutstromes oder Insufficienz der Klappen dauernd sehr ausgespannt wird , so tritt an dem am meisten gespannten Theile constant eine fettige Degeneration des Muskelfleisches ein .	16	16	ausspannen
aus d heilig See in d Havel $ an Sacrow vorüber $ steuern er an heiter Nachmittag $ umgeben von d Dame seine Hof $ die er lieb geworden Insel zu $ auf die schön Waldwiese d reich orientalisch Zelt $ die er irgend eine Selim oder Mahmud schenken haben $ bereits vorher ausspannen werden sein $	Aus dem Heiligen See in die Havel , an Sacrow vorüber , steuerte er an heiteren Nachmittagen , umgeben von den Damen seines Hofes , der ihm lieb gewordenen Insel zu , auf deren schönster Waldwiese die reichen orientalischen Zelte , die ihm irgend ein Selim oder Mahmud geschenkt hatte , bereits vorher ausgespannt worden waren .	53	53	ausspannen
in d Gestalt eine Schlauch $ über welche eine elastisch Haut ausspannen sein $ zeigen sich d Ohr d krebsartig Crustaceen. J. C. Fabricius und Minasi entdecken diese Organ bei Cancer Maenas L. und Cancer Pagurus L. Cavolini finden nach sie dasselbe bei cancer phalangium fabr $	In der Gestalt eines Schlauchs , über welchem eine elastische Haut ausgespannt ist , zeigt sich das Ohr der krebsartigen Crustaceen. J. C. Fabricius und Minasi entdeckten dieses Organ bey Cancer Maenas L. und Cancer Pagurus L. Cavolini fand nach ihnen dasselbe bey Cancer Phalangium Fabr .	11	11	ausspannen
alle Fessel zu lösen brauchen man nur in d Nacht vom Gründonnerstag auf Karfreitag eine Jiboya-Schlange $ boa cenchria $ zu fangen und zwischen zwei Baum ausspannen $	Alle Fesseln zu lösen braucht man nur in der Nacht vom Gründonnerstag auf Charfreitag eine Jiboya-Schlange ( Boa Cenchria ) zu fangen und zwischen zwei Bäumen auszuspannen .	26	26	ausspannen
d Finger d Vorderfuß sein $ d Daumen ausnehmen $ lang als d ganz Körper diese Tier $ und zwischen dieselbe sein d zart Flatterhaut ausspannen $ $ 43. $ $	Die Finger der Vorderfüße sind , den Daumen ausgenommen , länger als der ganze Körper dieser Thiere ; und zwischen denselben ist die zarte Flatterhaut ausgespannt ( §. 43. ) .	25	25	ausspannen
bei d Betrachtung d Ventrikel gehen wir von d Zeitpunkt aus $ in welche sie durch d Vorhofskontraktion in d Maximum ihr Anfüllung bringen sein und in welchem zugleich d Klappe d venös Mündung horizontal von dieselbe ausspannen sein $ so dass d winkelförmig gebiegen Sehnen $ welche aus d Papillarmuskel in d Klappensegel treten $ ausspannen sein $	Bei der Betrachtung der Ventrikel gehen wir von dem Zeitpunkt aus , in welchem sie durch die Vorhofskontraktion in das Maximum ihrer Anfüllung gebracht waren und in welchem zugleich die Klappen der venösen Mündung horizontal von derselben ausgespannt sind , so dass die winkelförmig gebogenen Sehnen , welche aus den Papillarmuskeln in das Klappensegel treten , ausgespannt sind .	37	37	ausspannen
fast auffallend noch Coiffirten sich damals d englisch Dame $ auf dick Wulst ruhen eine Drahtgestell $ welche eine Schleier oder eine leicht farbig Tuch nach beide Seite weit ausspannen halten $	Fast auffallender noch coiffirten sich damals die englischen Damen : auf dicken Wülsten ruhte ein Drahtgestell , welches einen Schleier oder ein leichtes farbiges Tuch nach beiden Seiten weit ausgespannt hielt .	29	29	ausspannen
behufs eine mehr orientierend und nur qualitativ Voruntersuchung werden zwischen zwei Scheibe $ die ursprünglich an Stelle d beide Arme A mit d Säule K fest verbinden sein $ einige drehen nacheinander ausspannen $ parallel d Achse d Säule K. beim Drehen d Schwungrad entstehen eine ziemlich klar pfeifend Ton $ die $ bei klein Drehungsgeschwindigkeit schwach und tief $ beim Anwachsen dieselbe allmählich stark und hoch werden $ in d Weise $ dass sowohl die Stärke als die Höhe mit d Drehungsgeschwindigkeit kontinuierlich zunehmen $	Behufs einer mehr orientirenden und nur qualitativen Voruntersuchung wurden zwischen zwei Scheiben , die ursprünglich an Stelle der beiden Arme A mit der Säule K fest verbunden waren , einige Drähte nacheinander ausgespannt , parallel der Axe der Säule K. Beim Drehen des Schwungrades entstand ein ziemlich klarer pfeifender Ton , der , bei kleinerer Drehungsgeschwindigkeit schwächer und tiefer , beim Anwachsen derselben allmählich stärker und höher wurde , in der Weise , dass sowohl dessen Stärke als dessen Höhe mit der Drehungsgeschwindigkeit continuirlich zunahm .	32	32	ausspannen
Jungfer Rose haben mit beide Hand ihr Rock ergreifen und solch an d Seite weit ausspannen $ daß sie ansehen sein $ wie eine groß weit Faß $	Jungfer Rose hatte mit beiden Händen ihren Rock ergriffen und solchen an den Seiten weit ausgespannt , daß sie anzusehen war , wie ein großes weites Faß .	15	15	ausspannen
als er d ander Tag hingehen $ um d Garn abermals ausspannen $ kommen eben eine Reiter daher $ welche eine schwer Mantelsack hinter sich haben $ in diese sein eine Loch $ aus welche von Zeit zu Zeit eine Goldstück auf d Erde fallen $	Als er des andern Tages hinging , um das Garn abermals auszuspannen , kam eben ein Reiter daher , welcher einen schweren Mantelsack hinter sich hatte ; in diesem war ein Loch , aus welchem von Zeit zu Zeit ein Goldstück auf die Erde fiel .	11	11	ausspannen
über eine tief Spalte eine dick Baumstamm sein eine fest $ weiß Gewebe ausspannen $ in die zerreißen unter Teil zwei klein Vogel $ Finken $ hangen $	Ueber einer tiefen Spalte eines dicken Baumstammes war ein festes , weißes Gewebe ausgespannt , in dessen zerrissenem unteren Theile zwei kleine Vögel ( Finken ) hingen .	13	13	ausspannen
d ober Rand sein d kurz und scharf $ und haben mehrenteils an seine äußer und unter Ende $ gleichsam an d Wurzel d processus coracoides $ eine tief halbmondförmig Ausschnitt $ in welche eine sehnig Band $ d ligamentum scapulae proprium posterius $ ausspannen sein $ die aber auch zuweilen verknöchern $ und dann bloß mit eine klein Öffnung durchbohren sein $	Der obere Rand ist der kürzeste und schärfste , und hat mehrentheils an seinem äußern und untern Ende ( gleichsam an der Wurzel des processus coracoides ) einen tiefen halbmondförmigen Ausschnitt , in welchem ein sehnichtes Band ( das ligamentum scapulae proprium posterius ) ausgespannt ist , das aber auch zuweilen verknöchert , und dann bloß mit einer kleinen Oeffnung durchbohrt ist .	44	44	ausspannen
diese sein vollkommen behaaren $ dick $ nur von d Handwurzel bis zu d Fußwurzel und zwischen d beide Hinterfuß und d Schwanz ausspannen und dienen weit häufig als Fallschirm $ denn als Flughaut $	Diese ist vollkommen behaart , dick , nur von der Handwurzel bis zu der Fußwurzel und zwischen den beiden Hinterfüßen und dem Schwanze ausgespannt und dient weit häufiger als Fallschirm , denn als Flughaut .	23	23	ausspannen
von hier aus werden d Leinenware auf d Bleichwiese bringen $ jedoch nicht ausspannen $ sondern in d Breite legen $ auch beständig naß erhalten $ dann nach 2 Tag und gehörig Ausspülen gelangen sie wieder ins Chlorbad $	Von hier aus wird die Leinenware auf die Bleichwiese gebracht , jedoch nicht ausgespannt , sondern in die Breite gelegt , auch beständig naß erhalten , dann nach 2 Tagen und gehörigem Ausspülen gelangt sie wieder ins Chlorbad .	13	13	ausspannen
d Zwerchfell $ $ von Zwerg $ d hauptsächlich Respirationsmuskel $ liegen zwischen d Eingeweide d Brust $ Lunge $ Herz $ und d Bauch $ Magen $ Leber $ Milz $ ausspannen und trennen d beide Höhle von einander $	Das Zwerchfell , ( von zwerchen ) der hauptsächlichste Respirationsmuskel , liegt zwischen den Eingeweiden der Brust ( Lungen , Herz ) und des Bauches ( Magen , Leber , Milz ) ausgespannt und trennt die beiden Höhlen von einander .	32	32	ausspannen
seine neu Maschine umspinnen zu gleich Zeit 6 Saite $ welche $ parallel neben einander waagerecht ausspannen $ durch eine Schnurrad schnell um ihr Achse drehen werden und d Draht von eine Rahmen bekommen $ in welche d Drahtspule anbringen sein $	Seine neue Maschine umspinnt zu gleicher Zeit 6 Saiten , welche , parallel neben einander wagrecht ausgespannt , durch ein Schnurrad schnell um ihre Axe gedreht werden und den Draht von einem Rahmen bekommen , in welchem die Drahtspulen angebracht sind .	16	16	ausspannen
d Finger d Vorderfuß sein $ d Daumen ausnehmen $ lang als d ganz Körper diese Tier $ und zwischen dieselbe sein d florähnlich Flatterhaut ausspannen $ $ 43. $ $	Die Finger der Vorderfüße sind , den Daumen ausgenommen , länger als der ganze Körper dieser Thiere ; und zwischen denselben ist die florähnliche Flatterhaut ausgespannt ( §. 43. ) .	25	25	ausspannen
d Singeikade bringen ihr unleidlich sogenannt Gesang mittels eine trocken Trommelhaut hervor $ welche an d erst Hinterleibsring in ähnlich Weise $ wie d Fell eine Tamburin in eine rund Ring ausspannen sein $ durch eine eigen Muskel gespannt und plötzlich wieder losschnellen werden $	Die Singeikaden bringen ihren unleidlichen sogenannten Gesang mittelst einer trockenen Trommelhaut hervor , welche an dem ersten Hinterleibsringe in ähnlicher Weise , wie das Fell eines Tamburins in einem runden Ringe ausgespannt ist , durch einen eigenen Muskel gespannt und plötzlich wieder losgeschnellt wird .	31	31	ausspannen
in d Regenzone d NiederRhein und d nordwestlich Deutschland tragen d ehrbar Frau auch d Mantel wie eine groß Schirmdach mit Fischbein oder Draht über d Kopf ausspannen $	In der Regenzone des Niederrheins und des nordwestlichen Deutschlands trugen die ehrbaren Frauen auch den Mantel wie ein großes Schirmdach mit Fischbein oder Draht über den Kopf ausgespannt .	27	27	ausspannen
bei d Fledermaus sein d an d Vorderfuß ungemein lang und dünne $ und zwischen sie sein eine zart Haut ausspannen $ die zum Flattern dienen $	Bey den Fledermäusen sind die an den Vorderfüßen ungemein lang und dünne ; und zwischen ihnen ist eine zarte Haut ausgespannt , die zum Flattern dient .	20	20	ausspannen
2. jede Gelenk $ mit Ausnahme d sehr nahe zusammengeliegen carpal- und d beide letzte Phalanxgelenk sein durch Muskelfleisch beweglich $ welche sich nur über dasselbe ausspannen $ zugleich aber sein es mit Muskel überziehen $ welche bei ihr Zusammenziehung jedesmal gleichzeitig d Nächstvorhergehende oder Folgende in Bewegung setzen $	2. Jedes Gelenk , mit Ausnahme der sehr nahe zusammengelegenen Carpal- und der beiden letzten Phalangengelenke ist durch Muskelfleisch beweglich , welches sich nur über dasselbe ausspannt ; zugleich aber ist es mit Muskeln überzogen , welche bei ihrer Zusammenziehung jedesmal gleichzeitig das Nächstvorhergehende oder Folgende in Bewegung setzen .	26	26	ausspannen
und d Rhein $ die sein Netz ausspannen $ um d Bild seine paradiesisch Ufer drin auffangen $ die sein wie diese Lebensflamme $ die von Spiegelung d unerreichbar sich nähren $	Und der Rhein , der sein Netz ausspannt , um das Bild seiner paradiesischen Ufer drinn aufzufangen , der ist wie diese Lebensflamme , die von Spiegelungen des Unerreichbaren sich nährt .	7	7	ausspannen
d horizontal Faden $ welche man in d Brennpunkt d astronomisch Fernröhre ausspannen finden $ gehören zu d fein $ welche d Natur oder auch d Kunst hervorbringen können $	Die horizontalen Fäden , welche man in dem Brennpunkte der astronomischen Fernröhre ausgespannt findet , gehören zu den feinsten , welche die Natur oder auch die Kunst hervorbringen kann .	12	12	ausspannen
da sein Preußen $ eine Riesenharfe $ ausspannen im Garten Gott um d Weltchoral zu leiten $ $ d preußisch Recht d Frucht d Selbstbewußtsein von Europa $ d Verkörperung d göttlich Wort $ zum Schluß d Weissagung $	Da war Preußen „ eine Riesenharfe , ausgespannt im Garten Gottes um den Weltchoral zu leiten “ , das preußische Recht die Frucht des Selbstbewußtseins von Europa , die Verkörperung des göttlichen Wortes ; zum Schluß die Weissagung :	7	7	ausspannen
einige von sie nähern sich auch noch dadurch d Vogel $ daß sie durch d lang Haut $ welche $ wie bei d Fledermaus von d vorder und hinter Fuß ausspannen sein $ noch vom Baum zu Baum zu flattern vermögen $	Einige von ihnen nähern sich auch noch dadurch den Vögeln , daß sie durch die lange Haut , welche , wie bey den Fledermäusen von den vordern und hintern Füßen ausgespannt ist , noch vom Baum zu Baum zu flattern vermögen .	30	30	ausspannen
eine Kupferdraht von eine Durchmesser d = 1,258 Mm werden in eine Entfernung l = 0,340 M von d Achse d Holzsäule ausspannen und zwar betragen die Länge bei d beide erstere Beobachtungsreihe l = 0,75 M $ dagegen bei d beide letztere l = 0,37 M $ also ungefähr d Hälfte $	Ein Kupferdraht von einem Durchmesser D = 1,258 mm wurde in einer Entfernung L = 0,340 m von der Axe der Holzsäule ausgespannt und zwar betrug dessen Länge bei den beiden ersteren Beobachtungsreihen l = 0,75 m , dagegen bei den beiden letzteren l = 0,37 m , also ungefähr die Hälfte .	22	22	ausspannen
bei ausgebildet Trommelhöhle sehen man auf d Außenfläche d Kopf gewöhnlich fast unmittelbar hinter d Auge d rund Trommelfell $ welche in eine kreisförmig Ring ausspannen sein und an d inner Fläche mit drei Gehörknöchelchen in Verbindung stehen $	Bei ausgebildeter Trommelhöhle sieht man auf der Außenfläche des Kopfes gewöhnlich fast unmittelbar hinter dem Auge das runde Trommelfell , welches in einem kreisförmigen Ringe ausgespannt ist und an der inneren Fläche mit drei Gehörknöchelchen in Verbindung steht .	25	25	ausspannen
d Draht müssen zunächst zwischen zwei scharf Kanten $ am gut Metallkanten $ ausspannen sein und zwar d Drehungsachse möglichst parallel $	Der Draht muss zunächst zwischen zwei scharfen Kanten , am besten Metallkanten , ausgespannt sein und zwar der Drehungsaxe möglichst parallel .	13	13	ausspannen
so verlängern sich bei d Basilisk d Dornfortsatz d rücken- und Schwanzwirbel $ um d Rückenkamm zu stützen $ und bei d fliegend Drachen wachsen d falsch Rippe horizontal aus und werden Stütze eine breit Fallschirm $ welche zu beide Seite d Leib $ zwischen d Bein ausspannen sein $	So verlängern sich bei den Basilisken die Dornfortsätze der Rücken- und Schwanzwirbel , um den Rückenkamm zu stützen , und bei dem fliegenden Drachen wachsen die falschen Rippen horizontal aus und werden Stützen eines breiten Fallschirmes , welcher zu beiden Seiten des Leibes , zwischen den Beinen ausgespannt ist .	47	47	ausspannen
die an Pulcinell und Harlekin erinnernd Kostüm beweisen auch hier szenisch Darstellung $ die indes noch mehr in d bekannt Vasengemälde d Asttea in d Auge springen $ wo man eine Skurren von mehrere dieselbe Art auf eine Lager $ offenbar d Bett d Skiron-Prokrustes $ ausspannen sehen $	Das an Pulcinell und Harlekin erinnernde Costüm beweist auch hier scenische Darstellung , die indeß noch mehr in dem bekannten Vasengemälde des Asteas in die Augen springt , wo man einen Skurren von mehrern derselben Art auf ein Lager , offenbar das Bett des Skiron-Prokrustes , ausgespannt sieht .	46	46	ausspannen
sollen auch eine solch Beutel augenblicklich fehlen $ so bedienen man sich zur Aushilfe eine Serviette $ welche auf eine umgekehrt Stuhl ausspannen und fest binden werden $	Sollte auch ein solcher Beutel augenblicklich fehlen , so bediene man sich zur Aushülfe einer Serviette , welche auf einem umgekehrten Stuhle ausgespannt und fest gebunden wird .	22	22	ausspannen
indem d Ballon hoch steigen $ erreichen er eine dünn $ wenige drückend Luft $ sein er also schon unten vollkommen füllen $ so werden d Elastizität d inner Luft er in groß Höhe stark ausspannen und zu zersprengen drohen $ d Luftschiffer müssen daher mit Hilfe eine am Ballon angebracht Ventil $ die er mit eine Seil regieren $ etwas Luft ausströmen lassen $ und auf diese Weise erhalten sich d Verhältnis d Gewicht d inner Luft und d aus d Stelle getreiben äußer ziemlich ungeändert $ aber da jen sowohl als diese in groß Höhe dünn sein $ so nehmen d Steigekraft d Ballon immer mehr ab $	Indem der Ballon höher steigt , erreicht er eine dünnere , weniger drückende Luft ; war er also schon unten vollkommen gefüllt , so wird die Elasticität der innern Luft ihn in größerer Höhe stark ausspannen und zu zersprengen drohen ; der Luftschiffer muß daher mit Hülfe eines am Ballon angebrachten Ventils , das er mit einem Seile regiert , etwas Luft ausströmen lassen , und auf diese Weise erhält sich das Verhältniß des Gewichts der innern Luft und der aus der Stelle getriebenen äußern ziemlich ungeändert ; aber da jene sowohl als diese in größern Höhen dünner ist , so nimmt die Steigekraft des Ballons immer mehr ab .	35	35	ausspannen
zwischen Marksuhl und Vach $ an d Leipziger Straße nach Frankfurt $ geben es bei d hessisch Dorf Dönges eine klein See $ d man $ Hautsee $ nennen $ weil eine klein Insekt $ gleich eine Haut $ auf seine Oberfläche in groß Menge wie ausspannen liegen $	Zwischen Marksuhl und Vach , an der Leipziger Straße nach Frankfurt , giebt es bei dem hessischen Dorfe Dönges einen kleinen See , den man „ Hautsee “ nennt , weil ein kleines Insekt , gleich einer Haut , auf seiner Oberfläche in großer Menge wie ausgespannt liegt .	46	46	ausspannen
sie bestehen einfach darin $ daß man unter d Glasplatte eine schwarz Papier $ und zwischen d Glasplatte $ auf die gefirnißt Seite $ und d Kupferstich eine Rahmen von Pappe bringen $ auf welch letztere zuvor d Kupferstich dergestalt aufleimen werden $ daß dieselbe gut ausspannen sein $	Sie besteht einfach darin , daß man unter die Glasplatte ein schwarzes Papier , und zwischen die Glasplatte , auf deren gefirnißten Seite , und den Kupferstich einen Rahmen von Pappe bringt , auf welch’ letzteren zuvor der Kupferstich dergestalt aufgeleimt wurde , daß derselbe gut ausgespannt ist .	46	46	ausspannen
so bekümmern ich doch d Narre zu wenig $ ja ich können eine $ die frei seine Eitelkeit erklären $ solch nachsehen $ $ $ hingegen eine $ die sie leugnen $ d d Pfauenschweif hinter d Adlersflügel einheften wollen $ die nur an Sonntag schwarz gehen $ weil da d Schornsteinfeger weis gehen $ d sehr ernst sich bloß d Glatze auskämmen $ d wie eine Spinne nächtlich d Gewebe $ womit er d sums- Mücke $ Lob einfangen $ wieder verschlucken und dann wieder ausspannen $ und d d Anspruch d Philosoph und Narre gern verbinden $ und d natürlich noch dabei vollends so egoistisch sein $ $ $ ich sagen egoistisch $	so bekümmern mich doch die Narren zu wenig , ja ich könnte einem , der frei seine Eitelkeit erklärte , solche nachsehen . . . Hingegen einem , der sie läugnet — der den Pfauenschweif hinter den Adlersflügeln einheften will — der nur an Sonntagen schwarz gehet , weil da der Schornsteinfeger weis gehet — der sehr ernst sich blos die Glaze auskämmt — der wie eine Spinne nächtlich das Gewebe , womit er die Sums- Müke , Lob einfängt , wieder verschlukt und dann wieder ausspannt — und der die Ansprüche des Philosophen und Narren gern verbände — und der natürlich noch dabei vollends so egoistisch ist . . . Ich sage egoistisch .	86	86	ausspannen
daraus folgen zweierlei $ einmal nämlich werden d Möglichkeit eine Austausch zwischen d Flüßigkeit geben sein $ die in d Lücke und d Blutgefäß einschließen sein $ zugleich werden aber auch d Blutgefäß vermögen ihr durch d Blutstrom gespannt Inhalt d Schleimhautoberfläche und namentlich d Zottenmantel ausspannen $ Resp. d d Lymphegefäßanfang darstellend Hohlraum offen erhalten $ selbst wenn eine gelind von d Darmhöhle her wirkend Druck sie zusammenpressen suchen $ Brücke $ Donders $ $	Daraus folgt zweierlei ; einmal nemlich wird die Möglichkeit eines Austausches zwischen den Flüssigkeiten gegeben sein , die in den Lücken und den Blutgefässen eingeschlossen sind ; zugleich werden aber auch die Blutgefässe vermöge ihres durch den Blutstrom gespannten Inhaltes die Schleimhautoberfläche und namentlich den Zottenmantel ausspannen , resp. die den Lymphgefässanfang darstellenden Hohlräume offen erhalten , selbst wenn ein gelinder von der Darmhöhle her wirkender Druck sie zusammenzupressen sucht ( Brücke , Donders ) .	46	46	ausspannen
