sentence_lemma	sentence_token	target_index	original_word
darum nicht $ weil diese Einheit von Natur und Geist $ wenn sie im Subjekt und durch dasselbe ihr wahr Wirklichkeit erhalten sollen $ vorher als allgemein Wirklichkeit d Idee metaphysisch begreifen sein müssen und weil $ wenn es sich auch als wahr erweisen werden $ daß d Schönheit durch d Subjekt in d Gegenstand hineintragen werden $ sofern sie Naturschönheit $ und daß sie von er ganz erst schaffen werden $ sofern sie Kunstschönheit sein $ immer noch d Frage vorausgehen $ was denn im Gegenstand es sein $ wodurch d Subjekt zu jen Hineintragen berechtigen und auffordern werden $	Darum nicht , weil diese Einheit von Natur und Geist , wenn sie im Subjecte und durch dasselbe ihre wahre Wirklichkeit erhalten soll , vorher als allgemeine Wirklichkeit der Idee metaphysisch begriffen seyn muß und weil , wenn es sich auch als wahr erweisen wird , daß die Schönheit durch das Subject in den Gegenstand hineingetragen wird , sofern sie Naturschönheit , und daß sie von ihm ganz erst geschaffen wird , sofern sie Kunstschönheit ist , immer noch die Frage vorausgeht , was denn im Gegenstande es sey , wodurch das Subject zu jenem Hineintragen berechtigt und aufgefordert werde ?	60	Naturschnheit
es sein $ als haben hier d Mensch mit tief Gefühl für Naturschönheit d herb $ rauh Charakter d Gegend mild wollen $	Es ist , als hätte hier der Mensch mit tiefem Gefühl für Naturschönheit den herben , rauhen Charakter der Gegend mildern wollen .	12	Naturschnheit
Motz $ über d Empfindung d Naturschönheit bei d Alte $	Motz , Ueber die Empfindung der Naturschönheit bei den Alten .	6	Naturschnheit
diese treten wohl nirgends erkennbar ans Licht $ als in $ 23 $ wo er sagen $ d selbständig Naturschönheit entdecken wir eine Technik d Natur $ wodurch unsere Begriff von dieselbe über d eine bloß Mechanismus zu d Begriff von d Natur als eine Kunst erweitern werden $ $ welches zu tief Untersuchung über d Möglichkeit eine solch Form einladen $ $	Diese tritt wohl nirgends erkennbarer ans Licht , als in §. 23 , wo er sagt , die selbständige Naturschönheit entdecke uns eine Technik der Natur , wodurch unser Begriff von derselben über den eines blosen Mechanismus zu dem Begriff von der Natur als einer Kunst erweitert werde : „ welches zu tiefen Untersuchungen über die Möglichkeit einer solchen Form einladet . “	19	Naturschnheit
daher mögen es wohl auch kommen $ daß schon d Name d Genfersee alle Naturschönheit vor unsere geistig Auge zaubern $	Daher mag es wohl auch kommen , daß schon der Name des Genfersees alle Naturschönheiten vor unser geistiges Auge zaubert .	14	Naturschnheit
alle diese Erinnerung $ mit so viel Naturschönheit vereinigen $ machen eine groß Eindruck $	Alle diese Erinnerungen , mit so viel Naturschönheiten vereinigt , machen einen großen Eindruck .	7	Naturschnheit
endlich müssen außer diese alle erst d groß Unterschied zwischen Naturschönheit und Kunstschönheit zur Lösung jen Streitfrage in Erwägung kommen $	Endlich muß außer diesem Allem erst der große Unterschied zwischen Naturschönheit und Kunstschönheit zur Lösung jener Streitfrage in Erwägung kommen .	10	Naturschnheit
doch geben es d Naturschönheit so viel $ daß diese zeitweise Beschwerde leicht zu ertragen sein $ ja sogar d Reiz d Ganze noch heben $	Doch gab es der Naturschönheiten so viele , daß diese zeitweisen Beschwerden leicht zu ertragen waren , ja sogar den Reiz des Ganzen noch hoben .	4	Naturschnheit
diese mögen es zum Teil erklären $ weshalb eine Punkt unsere heimatlich Mark so völlig unbesucht bleiben $ die Naturschönheit mindestens nicht verächtlich zu behandeln und die historisch Erinnerung allererst Rang sein $	Dies mag es zum Theil erklären , weshalb ein Punkt unserer heimathlichen Mark so völlig unbesucht bleibt , dessen Naturschönheiten mindestens nicht verächtlich zu behandeln und dessen historische Erinnerungen allerersten Ranges sind .	19	Naturschnheit
hier sein wieder eine Punkt $ wo besonders einleuchten $ warum wir von d Naturschönheit in diese Breite reden $ denn jede wissen $ daß diese Gelegenheit ungezwingen Anblick d Künstler unersetzlich sein $	Hier ist wieder ein Punkt , wo besonders einleuchtet , warum wir von der Naturschönheit in dieser Breite reden ; denn jeder weiß , daß diese Gelegenheit ungezwungenen Anblicks dem Künstler unersetzlich ist .	14	Naturschnheit
noch eine Beispiel aus d Plastik $ Thorvaldsen haben eine Modell $ zufällig $ um ausruhen $ setzen sich d müde nackt Junge und halten naiv eine Knie mit beide Hand $ Thorvaldsen heißen er so verbleiben und haben eine Motiv von unnachahmlich glücklich Naturschönheit als Stoff eine ursprünglich gar nicht beabsichtigt selbständig Werk finden $	Noch ein Beispiel aus der Plastik : Thorwaldsen hatte ein Modell ; zufällig , um auszuruhen , setzt sich der müde nackte Junge und hält naiv ein Knie mit beiden Händen ; Thorwaldsen hieß ihn so verbleiben und hatte ein Motiv von unnachahmlich glücklicher Naturschönheit als Stoff eines ursprünglich gar nicht beabsichtigten selbständigen Werks gefunden .	44	Naturschnheit
man müssen ja hierin nicht zu heikel sein $ Künstler sein gern weichlich $ sie müssen schieben werden $ es schaden sie gar nicht $ wenn sie mitunter Invita Minerva ans Werk müssen $ verwerflich und vom Künstlerstolze billig abweisen sein nur Bestellung von Stoff $ welche sie nichts entgegenbringen $ D h. keine Naturschönheit enthalten $ elend sein d Gelegenheitsdichterei im früh Sinn $ d handwerksmäßig Verfertigen von Hochzeits-Tauf-Leichen-Carmen um_das Geld $	Man muß ja hierin nicht zu haikel sein , Künstler sind gern weichlich , sie müssen geschoben werden , es schadet ihnen gar nicht , wenn sie mitunter invita Minerva an’s Werk müssen ; verwerflich und vom Künstlerstolze billig abgewiesen sind nur Bestellungen von Stoffen , welche ihnen nichts entgegenbringen , d h. keine Naturschönheit enthalten , elend war die Gelegenheitsdichterei im früheren Sinne , das handwerksmäßige Verfertigen von Hochzeits-Tauf-Leichen-Carmina um’s Geld .	54	Naturschnheit
zwei Naturschönheit erst Rang sein es $ die unsere Erdeteil zur besondere Zierde gereichen $ d Alpe und d Meer $	Zwei Naturschönheiten ersten Ranges sind es , die unserem Erdtheile zur besonderen Zierde gereichen : die Alpen und das Meer .	1	Naturschnheit
solch eine mit selten Orientierungstalent begabt Führer sein Maduz von Matt im Glarner Kleintal $ eigentlich eine Schwabe $ $ die bei offen warm Sinn für Naturschönheit $ außerordentlich besorgt um seine Klient sein und allenthalben Rat wissen $	Solch ein mit seltenem Orientirungstalent begabter Führer war Maduz von Matt im Glarner Kleinthal ( eigentlich ein Schwabe ) , der bei offenem warmen Sinn für Naturschönheiten , außerordentlich besorgt um seine Klienten war und allenthalben Rath wußte .	26	Naturschnheit
$ nach rückwärts mit d Natur vergleichen erkennen wir hier d Steigerung $ daß d Natur in manche Tier d Häßliche allerdings unmittelbar und positiv hervorbringen $ daß d Mensch aber d er gegeben Naturschönheit von innen heraus durch d Böse zu entstellen und zu verzerren vermögen $ eine Werk d sich selbst vernichtend Freiheit $ die d Tier unfähig sein $	— Nach rückwärts mit der Natur verglichen erkennen wir hier die Steigerung , daß die Natur in manchen Thieren das Häßliche allerdings unmittelbar und positiv hervorbringt , daß der Mensch aber die ihm gegebene Naturschönheit von Innen heraus durch das Böse zu entstellen und zu verzerren vermag , ein Werk der sich selbst vernichtenden Freiheit , dessen das Thier unfähig ist .	34	Naturschnheit
zwischen Ise-No-Umi und d östlich Teil d Binnenmeer bilden d Provinz Isse $ Shima $ iga $ yamato $ Chi $ Kawachi und Idzumi zusammen ebenfalls eine gebirgig und an Naturschönheit sehr reich Halbinsel $ welche nur auf d Seite von Idzumi eine flach $ seicht Küste haben $ sonst aber durch tief Wasser in d viel klein Bucht sich auszeichnen $	Zwischen Ise-no-umi und dem östlichsten Theil des Binnenmeeres bilden die Provinzen Ise , Shima , Iga , Yamato , Kii , Kawachi und Idzumi zusammen ebenfalls eine gebirgige und an Naturschönheiten sehr reiche Halbinsel , welche nur auf der Seite von Idzumi eine flache , seichte Küste hat , sonst aber durch tiefes Wasser in den vielen kleinen Buchten sich auszeichnet .	30	Naturschnheit
wir sollen $ wie es d Gelegenheit bieten $ zuweilen erhebend und heiligend Empfindung einziehen lassen $ aber nur durch Wahrnehmung $ hervorrufen besonders durch sinnig Betrachtung von Naturschönheit alle Art $ von Blume $ Tier $ Wald $ Flur $ von erhebend Bild d Erdeoberfläche und d Himmel $ oder durch passiv Anschauen andere zur Andacht erhebend Szene $ z. B. durch eine kurzdauernd Blick auf eine andächtig Gemeinde u. Dgl. fragen d Kind hier oder da nach d Urquell d Ding $ so nennen wir er Gott als d liebend Weltvater $ brechen aber hier ab und antworten $ wenn es tief eindringen wollen mit seine Frage $ $ d weit sollen du spät erfahren $ $	Wir sollen , wie es die Gelegenheit bietet , zuweilen erhebende und heiligende Empfindungen einziehen lassen , aber nur durch Wahrnehmungen , hervorgerufen besonders durch sinnige Betrachtungen von Naturschönheiten aller Art ( von Blumen , Thieren , Wald , Fluren , von erhebenden Bildern der Erdoberfläche und des Himmels ) oder durch passives Anschauen anderer zur Andacht erhebender Scenen , z. B. durch einen kurzdauernden Blick auf eine andächtige Gemeinde u. dgl. Fragt das Kind hier oder da nach dem Urquelle der Dinge , so nennen wir ihm Gott als den liebenden Weltvater , brechen aber hier ab und antworten , wenn es tiefer eindringen will mit seinen Fragen : „ das Weitere sollst du später erfahren . “	28	Naturschnheit
zu d allgemein $ d Gesundheit mächtig fördernd $ d Gemüt erfrischend und d Sinn für Naturschönheit belebend Einfluß treten noch eine ander Nutzen $ d jung Leute sehr zu statten kommen $	Zu den allgemeinen , die Gesundheit mächtig fördernden , das Gemüth erfrischenden und den Sinn für Naturschönheiten belebenden Einflüssen tritt noch ein anderer Nutzen , der jungen Leuten sehr zu Statten kommt .	16	Naturschnheit
in eine Bai auf d Westseite d See sein eine 55 Meile lang Insel von halbrund Form $ über und über mit prächtig Naturschönheit $ aus d pflanzen- wie aus d Tierreich $ bedecken $	In einer Bai auf der Westseite des Sees ist eine 55 Meilen lange Insel von halbrunder Form , über und über mit prächtigen Naturschönheiten , aus dem Pflanzen- wie aus dem Thierreiche , bedeckt .	23	Naturschnheit
sehen $ Reise durch d Harz und d hessisch Land $ besonders in Hinsicht auf Naturschönheit $ Anbau und Alterthümer. Braunschweig 1797 $ $ 20 gr. $ $	Siehe : Reise durch den Harz und die Hessischen Lande , besonders in Hinsicht auf Naturschönheiten , Anbau und Alterthümer. Braunschweig 1797 . ( 20 gr. ) .	15	Naturschnheit
was er d Art finden $ schreiben er aus $ ordnen und gruppieren d Bruchstück nach seine Sinn $ nehmen d ganz Kollektion mit auf jede seine Reise und versichern $ daß alle Naturszene $ welche d Wirklichkeit er vorführen $ er an diese oder jen Teil seine Sammelung $ und umgekehrt jede Teil dieselbe $ die er zu Haus lesen $ an genießen Naturschönheit in d anregend Weise erinnern $	Was er der Art findet , schreibt er aus , ordnet und gruppirt die Bruchstücke nach seinem Sinne , nimmt die ganze Collection mit auf jede seiner Reisen und versichert , daß alle Naturscenen , welche die Wirklichkeit ihm vorführt , ihn an diesen oder jenen Theil seiner Sammlung , und umgekehrt jeder Theil derselben , den er zu Hause liest , an genossene Naturschönheiten in der anregendsten Weise erinnere .	64	Naturschnheit
durch alle diese Eigenschaft haben endlich d Skalabewegung 4 $ auch vollkommen Naturschönheit $ sie sein eine naturschön $ die man nicht anders haben mögen $ eine naturschön zwar von sehr groß Einfachheit und daher für sich allein nicht befriedigend $ aber darin doch gefällig durch rein $ unmittelbar $ ungekünstelt Objektivität $	Durch alle diese Eigenschaften hat endlich die Scalenbewegung 4 ) auch vollkommenste Naturschönheit , sie ist ein Naturschönes , das man nicht anders haben möchte , ein Naturschönes zwar von sehr großer Einfachheit und daher für sich allein nicht befriedigend , aber darin doch gefällig durch reine , unmittelbare , ungekünstelte Objectivität .	12	Naturschnheit
diese Stoff bleiben ganz passiv $ alle Form gehen vom Künstler aus $ Stoff bedeuten hier bloß Material $ die für ästhetisch Form erst verwenden werden sollen $ wie d Stein vom Baumeister $ wogegen wir d übrig Naturschönheit $ die wir in diese Abschnitt vorliegen $ nach alle übrig Seite eine schon geformt Stoff vor d Auge stellen $ von welche sich nur erst fragen sollen $ ob er so bleiben können oder ob er eine Umschaffung bedürfen $ wenn wahrhaft schön sollen entstehen können $ eine Stoff $ die wir als eine nur noch unreif $ zur Umbildung bestimmt Form erkennen werden $ als eine Stoff im Sinn d Vorlage $ d Vorbild $	Dieser Stoff bleibt ganz passiv , alle Form geht vom Künstler aus ; Stoff bedeutet hier blos Material , das für ästhetische Form erst verwandt werden soll , wie der Stein vom Baumeister , wogegen uns die übrige Naturschönheit , die uns in diesem Abschnitte vorliegt , nach allen übrigen Seiten einen schon geformten Stoff vor das Auge stellt , von welchem sich nur erst fragen soll , ob er so bleiben kann oder ob er einer Umschaffung bedarf , wenn wahrhaft Schönes soll entstehen können , einen Stoff , den wir als eine nur noch unreife , zur Umbildung bestimmte Form erkennen werden , als einen Stoff im Sinne der Vorlage , des Vorbilds .	38	Naturschnheit
auf d grün Insel $ die durch Naturschönheit mancherlei Art interessant $ von eine eigentümlich $ vom angelsächsisch Wesen ganz verschieden Menschenschlage bewohnt Irland begegnen wir eine an Bucht und natürlich Hafen reich Küstenentwicklung $ welche d Bedürfnis d Handel und d Schiffahrt zum Vorteil gereichen $	Auf der grünen Insel , dem durch Naturschönheiten mancherlei Art interessanten , von einem eigenthümlichen , vom angelsächsischen Wesen ganz verschiedenen Menschenschlage bewohnten Irland begegnen wir einer an Buchten und natürlichen Häfen reichen Küstenentwicklung , welche den Bedürfnissen des Handels und der Schiffahrt zum Vortheile gereicht .	7	Naturschnheit
wer Sinn für Naturschönheit haben $ finden auf diese köstlich Insel noch kräftig Heilmittel als d Klima $	Wer Sinn für Naturschönheit hat , findet auf dieser köstlichen Insel noch kräftigere Heilmittel als das Klima .	3	Naturschnheit
mit durstig Zug trinken ich jede Naturschönheit $ jede Frühlingslust $ wie d heiter Sterbende noch begierig d Duft d Blüte und d Strahl d Licht empfangen $	Mit durstigen Zügen trank’ ich jede Naturschönheit , jede Frühlingslust , wie der heitere Sterbende noch begierig den Duft der Blüthen und die Strahlen des Lichts empfängt .	6	Naturschnheit
sie haben keine Gefühl für Naturschönheit $ $ erwidern d Blonde und werfen eine Eierschale so dicht an d Farnkraut vorüber $ daß Tropfchen vor Schreck bald ins Wasser gefallen sein $	Sie haben kein Gefühl für Naturschönheit , “ erwiderte der Blonde und warf eine Eierschale so dicht an dem Farnkraut vorüber , daß Tröpfchen vor Schreck bald ins Wasser gefallen wäre .	5	Naturschnheit
von alle $ was er sehen $ geben er $ für Naturschönheit $ d Insel Madeira d Vorzug $	Von allem , was er gesehen , gab er , für Naturschönheiten , der Insel Madeira den Vorzug .	11	Naturschnheit
er sein da $ er scheinen vorfinden $ d Bewußtsein halten er für geben $ offenbaren $ und so finden d wahrhaft schön Phantasie er vor und greifen hinein $ um sich Stoff daraus zu nehmen $ wie aus d Welt d eigentlich Naturschönheit $	er ist da , er scheint vorgefunden , das Bewußtsein hält ihn für gegeben , geoffenbart ; und so findet die wahrhaft schöne Phantasie ihn vor und greift hinein , um sich Stoffe daraus zu nehmen , wie aus der Welt der eigentlichen Naturschönheit .	43	Naturschnheit
letztere sein eine an Naturschönheit überreichen $ etwa 12 Km lang Schlucht am ober Merced River $ welche von senkrecht Granitwand einfassen werden $ über d zahlreich Wasserfall stürzen $ darunter d Yosemite-Fall $ 2600 Engl. Fuß hoch $ d hoch Wasserfall d Erde $ $	Letzteres ist eine an Naturschönheiten überreiche , etwa 12 km lange Schlucht am oberen Merced River , welche von senkrechten Granitwänden eingefasst wird , über die zahlreiche Wasserfälle stürzen ( darunter der Yosemité-Fall , 2600 engl. Fuss hoch , der höchste Wasserfall der Erde ) .	4	Naturschnheit
d Wirkung d Landschaftmalerei sein $ trotz d Vervielfältigung ihr Erzeugnis durch Kupferstich und durch d neu Vervollkommnung d Lithographie $ doch beschränkt und minder anregend als d Eindruck $ welchen d unmittelbar Anblick exotisch Pflanzengruppe in Gewächshaus und frei Anlage auf d für Naturschönheit empfänglich Gemüt machen $	Die Wirkung der Landschaftmalerei ist , trotz der Vervielfältigung ihrer Erzeugnisse durch Kupferstiche und durch die neueste Vervollkommnung der Lithographie , doch beschränkter und minder anregend als der Eindruck , welchen der unmittelbare Anblick exotischer Pflanzengruppen in Gewächshäusern und freien Anlagen auf die für Naturschönheit empfänglichen Gemüther macht .	44	Naturschnheit
ich fühlen ich sehr drücken und zugleich apathisch $ so daß selbst d Naturschönheit von Anjer $ wo wir behufs Einnehmen von Erfrischung noch einmal eine kurz Aufenthalt nehmen $ mich gleichgültig lassen $	Ich fühlte mich sehr gedrückt und zugleich apathisch , so daß selbst die Naturschönheiten von Anjer , wo wir behufs Einnehmen von Erfrischungen noch einmal einen kurzen Aufenthalt nahmen , mich gleichgiltig ließen .	13	Naturschnheit
d Sache sein aber vorhanden vor d Maler und ohne er und d wissenschaftlich Ausdruck für sie sein zwar erst von d Kunst finden werden $ allein die verstehen sich bei alle Naturschönheit $ daß nicht sie selbst ihr Begriff und ihr Gesetz aussprechen können $	Die Sache ist aber vorhanden vor dem Maler und ohne ihn und der wissenschaftliche Ausdruck für sie ist zwar erst von der Kunst gefunden worden , allein das versteht sich bei aller Naturschönheit , daß nicht sie selbst ihren Begriff und ihre Gesetze aussprechen kann .	32	Naturschnheit
in diese Verlegenheit gedenken man d alt $ verwüstet Reckenburg und da romantisch Naturschönheit so wenig wie fruchtbringend Bodenkultur in d Berechnung liegen $ finden man d erwünscht Gelegenheit $ in d Nähe eine schiffbar Strom eine Waldrevier mit eine Wildbestand $ die d verzweifelnd Bauer trotz gewaltsam Selbsthilfe auf ihr karg Feldstück sich nicht erwehren können $	In dieser Verlegenheit gedachte man der alten , verwüsteten Reckenburg und da romantische Naturschönheit so wenig wie fruchtbringende Bodencultur in der Berechnung lag , fand man die erwünschteste Gelegenheit : in der Nähe eines schiffbaren Stromes ein Waldrevier mit einem Wildbestand , dessen die verzweifelnden Bauern trotz gewaltsamster Selbsthülfe auf ihren kargen Feldstücken sich nicht erwehren konnten .	13	Naturschnheit
genügen es nicht $ daß Einführung einzeln Person $ daß einzeln Szene $ Zug auf Erinnerung an unmittelbar oder $ durch Überlieferung $ mittelbar geschaut Naturschönheit beruhen $	Genügt es nicht , daß Einführung einzelner Personen , daß einzelne Scenen , Züge auf Erinnerung an unmittelbar oder ( durch Ueberlieferung ) mittelbar geschaute Naturschönheit beruhen ?	25	Naturschnheit
ich sein so entzückt über d Fülle d Naturschönheit $ daß ich mich zum erstenmal über mein schläfrig $ langsam dahin wandelnd Ochsengespann freuen $	Ich war so entzückt über die Fülle der Naturschönheiten , daß ich mich zum erstenmale über mein schläfrig , langsam dahin wandelndes Ochsengespann freute .	8	Naturschnheit
