sentence_lemma	sentence_token	index_lemma	index_token	lemma
es erhalten von diese Gesichtspunkt aus d vergleichen $ anatomisch Tatsache eine neu Interesse $ da man sich je lang desto wenige d Einsicht verschließen können $ daß in d zu eine groß Gruppe gehörig Tierform doch eine gewiß Entwickelungsreihe von Form $ welche mehr d Gesamtcharakter d groß Abteilung an sich tragen $ zu immer speziell von einander abweichend vorliegen $	Es erhielten von diesem Gesichtspunkte aus die vergleichend - anatomischen Thatsachen ein neues Interesse , da man sich je länger desto weniger der Einsicht verschließen konnte , daß in den zu einer größern Gruppe gehörigen Thierformen doch eine gewisse Entwickelungsreihe von Formen , welche mehr den Gesammtcharakter der größern Abtheilung an sich trugen , zu immer specieller von einander abweichenden vorliege .	60	60	vorliegen
deshalb tragen er darauf an $ d Nationalversammlung beschließen 1 $ daß keine Deputierte $ wenn er Berichterstatter eine Ausschuß sein $ so lange d Bericht nicht vorliegen $ in eine ander Ausschuß wählen werden können $ 2 $ jede Mitglied $ welche Mitglied mehrere Ausschuß sein $ sollen es freistehen $ sich für Sitzung bei ander Ausschuß zu entschuldigen $ 3) tragen er darauf an $ daß d Vorsitzende d Ausschuß zur Begutachtung d Centralgewalt in d heutig Sitzung Auskunft erteilen $	Deshalb trage er darauf an : die Nationalversammlung beschließe 1 ) daß kein Deputirter , wenn er Berichterstatter eines Ausschusses ist , so lange der Bericht nicht vorliegt , in einen andern Ausschuß gewählt werden kann ; 2 ) jedem Mitgliede , welches Mitglied mehrer Ausschüsse sei , soll es freistehen , sich für Sitzungen bei andern Ausschüssen zu entschuldigen ; 3) trage er darauf an : daß der Vorsitzende des Ausschusses zur Begutachtung der Centralgewalt in der heutigen Sitzung Auskunft ertheile .	27	27	vorliegen
als eine Abschwächung diese Prinzip d Unterordnung d geschichtlich Erscheinung unter d Naturwissenschaft $ wie es in Comte vorliegen $ müssen d Art von Unterordnung betrachten werden $ welche Stuart Mill in seine berühmt Kapitel über d Logik d Geisteswissenschaft vertreten $	Als eine Abschwächung dieses Prinzips der Unterordnung der geschichtlichen Erscheinungen unter die Naturwissenschaften , wie es in Comte vorliegt , muß die Art von Unterordnung betrachtet werden , welche Stuart Mill in seinem berühmten Capitel über die Logik der Geisteswissenschaften vertritt .	18	18	vorliegen
wann die vorliegen $ namentlich wie lange d Säumnis dauern haben müssen $ die werden Tatfrage sein $	Wann das vorliegt , namentlich wie lange die Säumnis gedauert haben muß , das würde Thatfrage sein .	2	2	vorliegen
es müssen d allgemein gesetzlich Bedingung d Kaufgeschäft vorliegen $ wenn auf eine Strafe erkennen werden sollen $ $ sogar eine bestimmt Kaufsumme $ da nicht einmal d weit Fassung d Code Pennal wiederholen werden sein $	Es müssen die allgemeinen gesetzlichen Bedingungen des Kaufgeschäftes vorliegen , wenn auf eine Strafe erkannt werden soll , — sogar eine bestimmte Kaufsumme , da nicht einmal die weitere Fassung des Code pénal wiederholt worden ist .	8	8	vorliegen
eine zweit Weg $ d Vollständigkeit eine gegeben Gruppe nachweisen $ bestehen darin $ dass man d Anzahl ihr Element a priori ermitteln und sich überzeugen $ dass dieselbe hier vorliegen $	Ein zweiter Weg , die Vollständigkeit einer gegebenen Gruppe nachzuweisen , besteht darin , dass man die Anzahl ihrer Elemente a priori ermittelt und sich überzeugt , dass dieselbe hier vorliegt .	30	30	vorliegen
in d brasilisch Quelle werden als Feind d Bakairi angeben d Nambiquara $ Tapanhuna und Kayabi $ über die aber keine nah Mitteilung vorliegen $	In den brasilischen Quellen werden als Feinde der Bakaïrí angegeben die Nambiquara , Tapanhuna und Kayabí , über die aber keine näheren Mitteilungen vorliegen .	23	23	vorliegen
und dafür $ daß d klein Zahl d Bibel aus d schwindelhaft groß d Chaldäer nach eine gewiß zyklisch Prinzip zusammenziehen sein $ scheinen doch wenige Wahrscheinlichkeitsgrund vorliegen $ als für d umgekehrt Annahme eine mythisch Steigerung von ursprünglich viel klein lautend Angabe durch jen $	Und dafür , daß die kleineren Zahlen der Bibel aus den schwindelhaft großen der Chaldäer nach einem gewissen cyklischen Princip zusammengezogen seien , scheinen doch weniger Wahrscheinlichkeitsgründe vorzuliegen , als für die umgekehrte Annahme einer mythischen Steigerung von ursprünglich viel kleiner lautenden Angaben durch Jene .	27	27	vorliegen
Konsul und Gesandte $ welche unter Verletzung d in d $ 3 Ff. d Ges. v. 4. Mai 1870 enthalten Vorschrift Eheschließung vornehmen $ können daher strafrechtlich nicht verfolgen werden $ falls nicht d Tatbestand d $ 348. 349 d R.-St.-G.-B. es vorliegen $	Konsuln und Gesandte , welche unter Verletzung der in den §§. 3 ff. des Ges. v. 4. Mai 1870 enthaltenen Vorschriften Eheschließungen vornehmen , können daher strafrechtlich nicht verfolgt werden , falls nicht der Thatbestand des §. 348. 349 des R.-St.-G.-B. ’s vorliegt .	42	42	vorliegen
werden d Münchengrätzer Vertrag $ wie er vorliegen $ in Paris bekannt $ so vermögen d Orléans d kriegerisch Leidenschaft d Radikale schwerlich mehr zu widerstehen und dann brechen eine Weltkampf los $ eine Krieg nicht um irgend eine ernst Machtfrage $ sondern um d leer Schlagwort d Revolution und d Legitimität $	Wurde der Münchengrätzer Vertrag , wie er vorlag , in Paris bekannt , so vermochten die Orleans den kriegerischen Leidenschaften der Radicalen schwerlich mehr zu widerstehen und dann brach ein Weltkampf los , ein Krieg nicht um irgend eine ernste Machtfrage , sondern um die leeren Schlagworte der Revolution und der Legitimität .	7	7	vorliegen
d alt Auffaßung sehen darin eine groß Unterschied $ ob Dienstbefehl vorliegen oder nicht $ O. Tr. 4. Juni 1872 $ J. M. Bl. S. 89 $ $	Die ältere Auffassung sieht darin einen grossen Unterschied , ob Dienstbefehl vorliegt oder nicht : O. Tr. 4. Juni 1872 ( J. M. Bl. S. 89 ) .	11	11	vorliegen
diese Fetischismus haben Rom neu stärken und großziehen $ vielleicht mit Recht $ vielleicht von d Instinkt geleiten $ dass hier eine wahr und idealisierbar Moment vorliegen $ etwas $ was diejenige Mensch $ welche noch nicht $ ins Tageslicht d Leben eintreten sein $ $ nicht entbehren können $ $ und gegen er erheben sich Karl $	Diesen Fetischismus hat Rom neu gestärkt und grossgezogen — vielleicht mit Recht , vielleicht von dem Instinkt geleitet , dass hier ein wahres und idealisierbares Moment vorlag , etwas , was diejenigen Menschen , welche noch nicht » ins Tageslicht des Lebens eingetreten sind « , nicht entbehren können ? — und gegen ihn erhob sich Karl .	26	26	vorliegen
d erst d beide Dokument $ die wir vorliegen $ heißen $	Das erste der beiden Dokumente , die uns vorliegen , heißt :	8	8	vorliegen
in diese Falle können es nämlich geschehen $ dass $ obzwar d ökonomisch Sachlage nach d Grundlage für ökonomisch Tauschoperation zwischen a und b vorliegen $ doch wegen d zu weit getreiben Tausch für d Bedürfnis beide Kontrahent nach Vollzug dieselbe sogar schlecht vorsorgen sein $ als vor demselben $	In diesem Falle könnte es nämlich geschehen , dass , obzwar der ökonomischen Sachlage nach die Grundlagen für ökonomische Tauschoperationen zwischen A und B vorlagen , doch wegen des zu weit getriebenen Tausches für die Bedürfnisse beider Contrahenten nach Vollzug desselben sogar schlechter vorgesorgt wäre , als vor demselben .	24	24	vorliegen
diese Stoff bleiben ganz passiv $ alle Form gehen vom Künstler aus $ Stoff bedeuten hier bloß Material $ die für ästhetisch Form erst verwenden werden sollen $ wie d Stein vom Baumeister $ wogegen wir d übrig Naturschönheit $ die wir in diese Abschnitt vorliegen $ nach alle übrig Seite eine schon geformt Stoff vor d Auge stellen $ von welche sich nur erst fragen sollen $ ob er so bleiben können oder ob er eine Umschaffung bedürfen $ wenn wahrhaft schön sollen entstehen können $ eine Stoff $ die wir als eine nur noch unreif $ zur Umbildung bestimmt Form erkennen werden $ als eine Stoff im Sinn d Vorlage $ d Vorbild $	Dieser Stoff bleibt ganz passiv , alle Form geht vom Künstler aus ; Stoff bedeutet hier blos Material , das für ästhetische Form erst verwandt werden soll , wie der Stein vom Baumeister , wogegen uns die übrige Naturschönheit , die uns in diesem Abschnitte vorliegt , nach allen übrigen Seiten einen schon geformten Stoff vor das Auge stellt , von welchem sich nur erst fragen soll , ob er so bleiben kann oder ob er einer Umschaffung bedarf , wenn wahrhaft Schönes soll entstehen können , einen Stoff , den wir als eine nur noch unreife , zur Umbildung bestimmte Form erkennen werden , als einen Stoff im Sinne der Vorlage , des Vorbilds .	45	45	vorliegen
es sein nach d Erwähnte natürlich $ daß d Tiername mit Ausnahme d bekannt in eine ebenso verstümmelt und kaum wiederzuerkennend Aufzug erscheinen $ wie es bei Thomas d Fall sein $ und zwar erscheinen diese Tier nicht etwa nur jetzt fremdartig und unbekannt $ sondern es sein ganz sicher $ daß sich Albert selbst von sie keine Bild machen $ sondern nur zusammenschreiben haben $ was er vorliegen $ wie denn überhaupt von eine Originalarbeit im heutig Sinn bei seine Schrift über d Tier nicht d Rede sein können $	Es ist nach dem Erwähnten natürlich , daß die Thiernamen mit Ausnahme der bekanntesten in einem ebenso verstümmelten und kaum wiederzuerkennenden Aufzuge erscheinen , wie es bei Thomas der Fall ist , und zwar erscheinen diese Thiere nicht etwa nur jetzt fremdartig und unbekannt , sondern es ist ganz sicher , daß sich Albert selbst von ihnen kein Bild gemacht , sondern nur zusammengeschrieben hat , was ihm vorlag , wie denn überhaupt von einer Originalarbeit im heutigen Sinne bei seiner Schrift über die Thiere nicht die Rede sein kann .	68	68	vorliegen
diese sein vielmehr d $ daß eine Anzahl von Abgeordnete gegen die rechtsgiltig Wahl d schwer Bedenken vorliegen $ hier Jahr für Jahr an d Abstimmung teilnehmen und bei d schwankend Mehrheit $ über welche d Regierungspartei verfügen $ sehr häufig d Ausschlag geben $	Diese sei vielmehr die , daß eine Anzahl von Abgeordneten gegen deren rechtsgiltige Wahl die schwersten Bedenken vorliegen , hier Jahr für Jahr an der Abstimmung theilnehmen und bei der schwankenden Mehrheit , über welche die Regierungspartei verfügt , sehr häufig den Ausschlag geben .	17	17	vorliegen
es genügen diese durch Beispiel zu belegen $ so sein $ Vergl. meinen Operationskreis2 $ P. 27 $ Z. 20 v. O. $ d beide äquivalent Ausdruck $ a $ b $ c1 $ + a1 b1 = a b + $ a1 + c1 )b1 gleich einfach Bau und lassen doch sich nicht weiter reduzieren $ vergleichen auch eine schon in $ 18 unter Β1 $ behandelt Exempel $ wo sich d Methode angeben finden $ d Nichtunterdrückbarkeit eine Operationsglied $ wo sie vorliegen $ nachweisen $ $	Es genügt dies durch Beispiele zu belegen : so sind — vergl. meinen Operationskreis2 , p. 27 , Z. 20 v. o. — die beiden äquivalenten Ausdrücke : a ( b + c1 ) + a1 b1 = a b + ( a1 + c1 )b1 gleich einfachen Baues und lassen doch sich nicht weiter reduziren ; vergleiche auch ein schon in § 18 unter β1 ) behandeltes Exempel ( wo sich die Methode angegeben findet , die Nichtunterdrückbarkeit eines Operationsgliedes , wo sie vorliegt , nachzuweisen ) .	84	84	vorliegen
sein in Folge eine d beide letztgenennt Eventualität d Vorsatz d Haupttäter ausschließen $ so entfallen damit nach allgemein Regel d Anstiftung $ doch können hier auf Seite d scheinbar Anstifter $ fingiert $ Selbsttäterschaft vorliegen $	Ist in Folge einer der beiden letztgenannten Eventualitäten der Vorsatz des Hauptthäters ausgeschlossen , so entfällt damit nach allgemeiner Regel die Anstiftung ; doch kann hier auf Seiten des scheinbaren Anstifters ( fingierte ) Selbstthäterschaft vorliegen .	35	35	vorliegen
dennoch genügen auch hier nicht d einfach Ablaufen eine Vorstellungsreihe $ welche von eine einzig reproduzierend Vorstellung ausgehen können $ nach $ 112. vielmehr $ d Vorstellung d Zeitliche als eine solch kommen darin mit d d Räumliche überein $ dass eine Strecke dieselbe auf einmal vorliegen müssen $ wie sie einschließen sein zwischen ihr anfangs- und Endepunkt $	Dennoch genügt auch hier nicht das einfache Ablaufen einer Vorstellungsreihe , welches von einer einzigen reproducirenden Vorstellung ausgehn könnte , nach §. 112. Vielmehr , die Vorstellung des Zeitlichen als eines solchen kommt darin mit der des Räumlichen überein , dass eine Strecke desselben auf einmal vorliegen muss , wie sie eingeschlossen ist zwischen ihrem Anfangs- und Endpuncte .	46	46	vorliegen
494 Μαϰάριος Ὅστις Εὐιάζει in C von erst Hand gestehen haben $ $ um so wenige empfehlen sich d weg $ die ich in d Ausgabe d Hiketiden beschreiten haben und auf d ich R. Prinz in alkestis und medeia $ wo er noch dazu falsch sein $ folgen sein $ es sein eine billig $ aber nichts eintragend vergnügen $ wie es sich eine Anfänger mit Genugtuung machen $ eine Archetypus zu rekonstruieren $ von die eine gut Abschrift da sein $ die Lesart $ wo d zweit schlecht bevorzugen werden $ doch immer angeben werden müssen $ weil d Leser urteilen wollen $ ob man d schlecht folgen dürfen $ von diese freilich sein alle Schreibfehler wegwerfen $ und sie sein nur zu nennen $ wo eine Möglichkeit vorliegen $ aus sie etwas zu entnehmen $ nun sein aber C zweimal durchkorrigieren $ einmal von eine d Schreiber $ die sich in sie ablösen haben $ $ einmal oder mehrmals von eine gelehrt in Italien $ offenbar müssen man d Änderung d erst Art immer $ die d zweit nie anführen $ es sein denn dass es eine richtig Konjektur sein $ und ebenso müssen man mit d Änderung in P verfahren $ es sein die gar nicht so leicht $ aber d Mühe lohnen sich $ weil dann d Apparat lichtvoll Wird. Vgl. Bd. ii Vorbemerkung und Textabdruck $ d sehr gut Kollation $ über welche Prinz in seine ausgeben verfügen haben $ haben eine groß Teil ihr Brauchbarkeit einbüßen $ weil sie d spät Hand nicht scheiden $ und d Herausgeber eine Archetypus herstellen wollen $ ganz absehen von d Anlage d Apparat $ die von kaum erreicht Unübersichtlichkeit sein $	494 μαϰάριος ὅστις εὐιάζει in C von erster hand gestanden hat ) . um so weniger empfiehlt sich der weg , den ich in der ausgabe der Hiketiden beschritten hatte und auf dem mir R. Prinz in Alkestis und Medeia ( wo er noch dazu falsch ist ) gefolgt ist . es ist ein billiges , aber nichts eintragendes vergnügen , wie es sich ein anfänger mit genugtuung macht , einen archetypus zu reconstruiren , von dem eine gute abschrift da ist , deren lesarten , wo die zweite schlechte bevorzugt wird , doch immer angegeben werden müssen , weil der leser urteilen will , ob man der schlechten folgen darf . von dieser freilich sind alle schreibfehler wegzuwerfen , und sie ist nur zu nennen , wo eine möglichkeit vorliegt , aus ihr etwas zu entnehmen . nun ist aber C zweimal durchcorrigirt , einmal von einem der schreiber ( die sich in ihr abgelöst haben ) , einmal oder mehrmals von einem gelehrten in Italien . offenbar muss man die änderungen der ersten art immer , die der zweiten nie anführen , es sei denn dass es eine richtige conjectur ist . und ebenso muss man mit den änderungen in P verfahren . es ist das gar nicht so leicht ; aber die mühe lohnt sich , weil dann der apparat lichtvoll wird. vgl. bd. II vorbemerkungen und textabdruck . die sehr guten collationen , über welche Prinz in seinen ausgaben verfügt hat , haben einen grossen teil ihrer brauchbarkeit eingebüsst , weil sie die späteren hände nicht scheiden , und der herausgeber einen archetypus herstellen will ; ganz abgesehen von der anlage des apparates , die von kaum erreichter unübersichtlichkeit ist .	130	130	vorliegen
aber was d Aristoteles vorliegen $ sein hier ganz offenbar eine reihen nur im Detail abweichend Brechung eine volkstümlich Überlieferung $	aber was dem Aristoteles vorlag , waren hier ganz offenbar eine reihe nur im detail abweichender brechungen einer volkstümlichen überlieferung .	4	4	vorliegen
ob hierüber Beobachtung vorliegen sein ich nicht bekannt $ und d Verbänderung $ die ich besitzen $ haben ich nicht selbst finden $	Ob hierüber Beobachtungen vorliegen ist mir nicht bekannt , und die Verbänderungen , die ich besitze , habe ich nicht selbst gefunden .	3	3	vorliegen
von relativ werten dagegen sein d gleichzeitig Erfindung $ mögen sie Num vom Hassen oder von d Bewunderung eingeben sein $ durch sie werden immer d Licht reflektieren $ die von eine bedeutend Persönlichkeit ausgehen $ wenn auch von so oder so geschleifen Spiegel $ Spiegel sein für d Euripideslegende einzig d Komödie $ die er $ soviel wir sehen $ seit die anfangen d peloponnesisch kriegen $ d. h. seit d Zeit $ aus die d Alexandriner zahlreich Drama vorliegen $ mit Einstimmigkeit verfolgen haben $ während sie Sophokles ziemlich schonen $ pietätvoll sagen $ wie sie diese verherrlichen $ geben es für Euripides nicht $ schon die sein bezeichnend $ d eine liebenswürdig $ volkstümlich $ Respektsperson und doch eine $ in die jede athener d Landsmann grüßen $ die denken wie er $ d ander eine Schuhu unter d lustig Kauzlein Athena $ alle um so unsympathisch $ weil sie seine machen selbst an sich empfinden $ und immer stark $ je häufig sie er verfolgen $ als sie er glücklich verscheuchen haben $ haben er sie alle in d kreisen seine Kunst verstricken $	Von relativem werte dagegen ist die gleichzeitige erfindung , mag sie num vom hass oder von der bewunderung eingegeben sein . durch sie wird immer das licht reflectirt , das von einer bedeutenden persönlichkeit ausgeht , wenn auch von so oder so geschliffenem spiegel . spiegel ist für die Euripideslegende einzig die komödie , die ihn , soviel wir sehen , seit dem anfange der peloponnesischen kriege , d. h. seit der zeit , aus der den Alexandrinern zahlreiche dramen vorlagen , mit einstimmigkeit verfolgt hat , während sie Sophokles ziemlich schonte . pietätvolle sage , wie sie diesen verherrlicht , gibt es für Euripides nicht . schon das ist bezeichnend : der eine liebenswürdig , volkstümlich , respectsperson und doch einer , in dem jeder Athener den landsmann grüsste , der dachte wie er . der andere ein schuhu unter den lustigen käuzlein Athenas , allen um so unsympathischer , weil sie seine macht selbst an sich empfinden , und immer stärker , je häufiger sie ihn verfolgen ; als sie ihn glücklich verscheucht haben , hat er sie alle in die kreise seiner kunst verstrickt .	80	80	vorliegen
hingegen können nur eine Fachgelehrte entscheiden $ ob d beide Rabe $ die am Ende d Schlacht bei Kossovo auffliegen $ um d serbisch Volk seine Untergang zu künden $ mit Wotan Raben verwenden sein $ oder ob hier eine allgemein indogermanisch Motiv vorliegen $ eine Überbleibsel d Naturmythe $ eine Entlehnung $ eine Zufall $	Hingegen kann nur ein Fachgelehrter entscheiden , ob die beiden Raben , die am Ende der Schlacht bei Kossovo auffliegen , um dem serbischen Volk seinen Untergang zu künden , mit Wotan’s Raben verwandt sind , oder ob hier ein allgemeines indo-germanisches Motiv vorliegt , ein Überbleibsel der Naturmythen , eine Entlehnung , ein Zufall .	43	43	vorliegen
