sentence_lemma	sentence_token	target_index	original_word
damit nicht Kohlenstück mit in d Bergetrog gelangen $ sein d Öffnung I durch eine Schirm n von oben her abdecken $	Damit nicht Kohlenstücke mit in den Bergetrog gelangen , ist die Oeffnung i durch einen Schirm n von oben her abgedeckt .	20	abdecken
sämtliche Kanal $ soweit d Bodenstein sich erstrecken $ werden nun durch eisern Platte abdecken $ auf diese kommen gewöhnlich eine Sandschicht $ o in Fig. 91 $ $ welche äußerlich durch Mauerwerk begrenzen werden $ und auf d Sandschicht werden nun erst d Bodenstein legen $	Sämmtliche Kanäle , soweit der Bodenstein sich erstreckt , wurden nun durch eiserne Platten abgedeckt , auf diese kam gewöhnlich eine Sandschicht ( o in Fig. 91 ) , welche äusserlich durch Mauerwerk begrenzt wurde , und auf die Sandschicht wurde nun erst der Bodenstein gelegt .	14	abdecken
man haben nur nötig $ sie mit eisern Platte als Schutz gegen Nässe und Beschädigung abdecken und rings herum mit eine etwa 3 M hoch Wand einfassen $ um d Gichtarbeiter eine Schutz gegen Sturm zu gewähren $	Man hatte nur nöthig , sie mit eisernen Platten als Schutz gegen Nässe und Beschädigungen abzudecken und rings herum mit einer etwa 3 m hohen Wand einzufassen , um den Gichtarbeitern einen Schutz gegen Sturm zu gewähren .	15	abdecken
sein d Kanal abdecken $ so werden entlang demselben eine 10 bis 15 Cm hoch Lage von Brassechen auftragen $ darüber d Platteln in wenig geneigt Lage so stellen $ dass d erst Reihe an d Brandmauer $ d folgend an d bereits aufgestellt sich anlehnen $	War der Kanal abgedeckt , so wurde entlang demselben eine 10 bis 15 cm hohe Lage von Braschen aufgetragen , darüber die Blatteln in wenig geneigter Lage so gestellt , dass die erste Reihe an die Brandmauer , die folgenden an die bereits aufgestellten sich anlehnten .	3	abdecken
auch d Oberfläche d Gesims bestehen aus Brett $ die zum Schutz gegen d Nässe u. s. W. mit Zinkblech $ G $ abdecken werden $	Auch die Oberfläche des Gesimses besteht aus Brettern , die zum Schutze gegen die Nässe u. s. w. mit Zinkblech ( g ) abgedeckt wird .	23	abdecken
d Fundament werden sowohl aus werk- $ bruch- als auch aus Ziegelstein herstellen und in d beide letzte Fall mit eine Rolleschicht $ Rolleschaar $ abdecken $	Das Fundament wird sowohl aus Werk- , Bruch- als auch aus Ziegelsteinen hergestellt und in den beiden letzten Fällen mit einer Rollschicht ( Rollschaar ) abgedeckt .	25	abdecken
gewöhnlich werden zwei Schichte solch Stein über einander anbringen $ wobei natürlich d Fuge d unter Schicht durch d Stein d ober abdecken werden $	Gewöhnlich werden zwei Schichten solcher Steine über einander angebracht , wobei natürlich die Fugen der unteren Schicht durch die Steine der oberen abgedeckt werden .	22	abdecken
zum Zwecke d Umschaltung dagegen $ d. h. zur Absperrung d Gas drehen man d Rohr zur Seite in d durch Fig. 136 dargestellt Lage $ bringen durch Drehung d Hebel E d Gußeisenteller c vor d Öffnung d Rahmen S $ welche genau von demselben abdecken werden $ und drücken er durch Anziehen d Schraube I fest gegen d Rand dieselbe $ so dass in wenige Sekunde eine vollständig luftdicht Abschluß d Öffnung herstellen sein $	Zum Zwecke der Umschaltung dagegen , d. h. zur Absperrung des Gases dreht man das Rohr zur Seite in die durch Fig. 136 dargestellte Lage , bringt durch Drehung des Hebels e den Gusseisenteller c vor die Oeffnung des Rahmens S , welche genau von demselben abgedeckt wird , und drückt ihn durch Anziehen der Schraube i fest gegen den Rand derselben , so dass in wenigen Secunden ein vollständig luftdichter Abschluss der Oeffnung hergestellt ist .	46	abdecken
letztere sein durch eine aus Stück Feldspat oder Quarz gebildet Bett abdecken $	Letzteres ist durch ein aus Stücken Feldspath oder Quarz gebildetes Bett abgedeckt .	11	abdecken
bei hölzern Planke $ Umwehrunge $ sein Bretterwand nach Fig. 222 sehr üblich $ für gut Anlage verdienen aber d Anordnung nach Fig. 222 A--B und 224 A--B d Vorzug $ wobei gehobelt und gespundet Pfahl in Entfernung von 1,25m von einander stellen $ sie stehen entweder auf Schwelle oder sie stecken im Erdboden $ in welchem Falle d unter Ende verkohlen und teern werden $ damit d Holzwerk nicht verderben $ und oberhalb mit eine Helm abdecken werden $	Bei hölzernen Planken ( Umwährungen ) sind Bretterwände nach Fig. 222 sehr üblich ; für bessere Anlagen verdienen aber die Anordnungen nach Fig. 222 A—B und 224 A—B den Vorzug , wobei gehobelte und gespundete Pfähle in Entfernungen von 1,25m von einander gestellt ( sie stehen entweder auf Schwellen oder sie stecken im Erdboden , in welchem Falle das untere Ende verkohlt und getheert wird , damit das Holzwerk nicht verdirbt ) und oberhalb mit einem Helme abgedeckt werden .	77	abdecken
d Haus eng bei einander $ d Nachbar gleichen $ wie eine Ei d ander $ weißgetüncht $ kahl $ mit Ziegel abdecken $	Die Häuser eng bei einander , den Nachbarn gleichend , wie ein Ei dem anderen , weißgetüncht , kahl , mit Ziegeln abgedeckt .	22	abdecken
treten d Bauzaun nah als 1 M an d Rinnstein $ Gosse $ $ so sein diese durch eine eben und sorgfältig auf gezimmert Unterlage festgelegt Brettgang $ welche bis an d Bauzaun reichen $ mindestens 1 M breit sein und in gleich Höhe mit d Bürgersteig liegen müssen $ abdecken $ so daß gleichsam eine Fortsetzung d letztere bilden werden $	Tritt der Bauzaun näher als 1 m an den Rinnstein ( Gosse ) , so ist dieser durch einen ebenen und sorgfältig auf gezimmerten Unterlagen festgelegten Brettgang , welcher bis an den Bauzaun reicht , mindestens 1 m breit sein und in gleicher Höhe mit dem Bürgersteig liegen muß , abzudecken , so daß gleichsam eine Fortsetzung des letzteren gebildet wird .	50	abdecken
d benachbart Konsole werden durch aufgeschraubt Schmiedeeisenträger verbinden $ zwischen welchen nach Erfordernis wieder kurz Querstück einschalten werden können $ schließlich werden d ganz Trägernetz mit aufgeschraubt gerippt Eisenblech abdecken $	Die benachbarten Consolen werden durch aufgeschraubte Schmiedeeisenträger verbunden , zwischen welchen nach Erforderniss wieder kürzere Querstücke eingeschaltet werden können ; schliesslich wird das ganze Trägernetz mit aufgeschraubten gerippten Eisenblechen abgedeckt .	29	abdecken
diese Ofen haben entweder rechteckig Grundform $ sein oben durch eine Tonnengewölbe überspannen und etwa 15 M lang $ 3.5 bis 5 M breit und ebenso hoch $ oder sie sein zylindrisch bauen und oben durch eine Kuppelgewölbe abdecken bei 8.5 M Durchmesser $ und 3.5 M Höhe bis zum Gewölbe $ oder endlich sie haben Kegelform bei 8.5 bis 9 M Durchmesser an d Grundfläche und 6 bis 8.5 M Höhe $	Diese Oefen haben entweder rechteckige Grundform , sind oben durch ein Tonnengewölbe überspannt und etwa 15 m lang , 3.5 bis 5 m breit und ebenso hoch ; oder sie sind cylindrisch gebaut und oben durch ein Kuppelgewölbe abgedeckt bei 8.5 m Durchmesser , und 3.5 m Höhe bis zum Gewölbe ; oder endlich sie haben Kegelform bei 8.5 bis 9 m Durchmesser an der Grundfläche und 6 bis 8.5 m Höhe .	38	abdecken
hier sein sechs Öffnung o o für ebenso viel Windform anbringen $ p sein eine siebent Öffnung $ welche durch d Tümpel abdecken und vorn durch d Wallstein schließen werden $ offen Brust $ $	Hier sind sechs Oeffnungen o o für ebenso viele Windformen angebracht ; p ist eine siebente Oeffnung , welche durch den Tümpel abgedeckt und vorn durch den Wallstein geschlossen wird ( offene Brust ) .	22	abdecken
d Block können man $ wie es bei d beide in Fig. 292 linksseitig gezeichnet Block geschehen sein $ mit eine aus feuerfest Materiale hergestellt Deckel $ welche eben noch willig in d Grube hineinpassen $ abdecken $ um d Kopf warm zu halten $ unbedingt notwendig sein jedoch diese Verfahren nicht $	Die Blöcke kann man , wie es bei den beiden in Fig. 292 linksseitig gezeichneten Blöcken geschehen ist , mit einem aus feuerfestem Materiale hergestellten Deckel , welcher eben noch willig in die Grube hineinpasst , abdecken , um den Kopf wärmer zu halten ; unbedingt nothwendig ist jedoch dieses Verfahren nicht .	36	abdecken
Markus $ die in d Verlegung d Szene nach Kapernaum mit Matthäus $ in Schilderung d groß Gedränge und d dadurch veranlaßt Besteigung d Dach mit Lukas zusammenstimmen $ gehen $ außerdem $ dass er d Zahl d Träger auf Viere festsetzen $ darin noch weiter als Lukas $ dass er dieselbe $ ohne Rücksicht auf d schon vorher vorhanden Türe $ d Dach abdecken und durch eine erst aufgegraben Öffnung d Kranke hinunterbefördern lassen $	Markus , der in der Verlegung der Scene nach Kapernaum mit Matthäus , in Schilderung des grossen Gedränges und der dadurch veranlassten Besteigung des Daches mit Lukas zusammenstimmt , geht , ausserdem , dass er die Zahl der Träger auf viere festsezt , darin noch weiter als Lukas , dass er dieselben , ohne Rücksicht auf die schon vorher vorhandene Thüre , das Dach abdecken und durch eine erst aufgegrabene Öffnung den Kranken hinunterbefördern lässt .	64	abdecken
auch wenn d Lattung zu weit sein $ und d Dachstein wenige als mindestens 3 Zoll einander überdecken $ sein es d Sturm leicht sich eine Loch zu machen und d Dach abdecken $	Auch wenn die Lattung zu weit ist , und die Dachsteine weniger als mindestens 3 Zoll einander überdecken , ist es dem Sturme leicht sich ein Loch zu machen und das Dach abzudecken .	32	abdecken
$ wozu erst Haus abdecken und sich Flügel wachsen lassen $ wo man doch einfach per pedes durch d Haustür können $	„ Wozu erst Häuser abdecken und sich Flügel wachsen lassen , wo man doch einfach per pedes durch die Hausthür kann ?	4	abdecken
d Revolte entbrennen aufs wütend wieder $ da man d freigegeben Gefangene heute wieder verhaften haben $ $ .soeben ertönen Rottenfeuer d Militär in d Johannisgasse $ wo zwei Barrikade errichten und mehrere Haus abdecken sein $	Die Revolte entbrennt auf's Wüthendste wieder , da man die freigegebenen Gefangenen heute wieder verhaftet hatte( !!! ) .Soeben ertönt Rottenfeuer des Militärs in der Johannisgasse , wo zwei Barrikaden errichtet und mehrere Häuser abgedeckt sind .	34	abdecken
d Demolierung d $ gelb Haus $ am Stadterweiterungsplatz schreiten vorwärts und werden bereits d Dachstuhl abdecken $	Die Demolirung des „ gelben Hauses “ am Stadterweiterungsplatze schreitet vorwärts und wurde bereits der Dachstuhl abgedeckt .	16	abdecken
es Kerchdach Unda eine Niederdurfe haben es Gelee halb abdecken $ sprechen De Leute $	’s Kerchdach unda eim Niederdurfe hot ’s glee halb abgedeckt , sprecha de Leute .	9	abdecken
denn es liegen wohl verstecken $ tief verstecken $ und d Dach werden er danach nicht abdecken lassen $ nun wollen ich auch mein Recht erleiden $ wie Recht sein $ sagen er hinter seine Wallhecke $	denn es liegt wohl versteckt , tief versteckt , und das Dach wird er darnach nicht abdecken lassen — nun will ich auch mein Recht erleiden , wie Recht ist , sagte er hinter seiner Wallhecke .	16	abdecken
endlich sein sie mit d Essen fertig $ d Tisch sein abdecken $ d Herd kehren und d Feuer aufschüren $	Endlich waren sie mit dem Essen fertig , der Tisch war abgedeckt , der Heerd gekehrt und das Feuer aufgeschürt .	11	abdecken
in eine nun sein d Hütte abdecken $ und einzeln Mensch hangen an Sparren und Balken $ um auch diese aus d Fuge zu reissen $ ja manche schweben noch oben herum $ als schon unten d Pfosten absägen sein $ d Gerippe hin- und wiederschwanken und jäh Einsturz drohen $	In einem Nu war die Hütte abgedeckt , und einzelne Menschen hingen an Sparren und Balken , um auch diese aus den Fugen zu reißen ; ja manche schwebten noch oben herum , als schon unten die Pfosten abgesägt waren , das Gerippe hin- und wiederschwankte und jähen Einsturz drohte .	6	abdecken
es geben auch z. B. im Glarnerland ganz Dorf $ da sie im Winter wochenlang keine Sonne sehen $ auch wenn sie d Dach abdecken $ nicht bloß d Vordach heruntersägen $	Es giebt auch z. B. im Glarnerland ganze Dörfer , da sie im Winter wochenlang keine Sonne sehen , auch wenn sie die Dächer abdeckten , nicht blos die Vordächer heruntersägten .	24	abdecken
so erklären sich auch d Vorwurf $ die nach Strabo einige d Phidias darüber machen $ dass es scheinen $ als werden d Gott $ wenn er sich aufrichten $ d Dach abdecken müssen $	So erklärt sich auch der Vorwurf , den nach Strabo Einige dem Phidias darüber machten , dass es scheine , als werde der Gott , wenn er sich aufrichte , das Dach abdecken müssen .	32	abdecken
d Dach werden mit Zinkblech Nr. 12 abdecken $ dagegen d Rinne aus sogenannt Schüsselblech herstellen $	Das Dach wurde mit Zinkblech Nr. 12 abgedeckt , dagegen die Rinnen aus sogenanntem Schüsselblech hergestellt .	7	abdecken
sie vergessen nicht einmal d Serviette ausschütteln $ als sie d Tisch abdecken $	Sie vergaß nicht einmal die Servietten auszuschütteln , als sie den Tisch abdeckte .	12	abdecken
während d Winter bewohnt sie gewöhnlich d warm Ziegenstall $ treiben aber hier häufig Unfug $ indem sie Türe ausheben und so d Ziege und Schwein befreien $ Brett abdecken und andere derartig unerlaubt Ding ausführen $	Während des Winters bewohnte sie gewöhnlich den warmen Ziegenstall , trieb aber hier häufig Unfug , indem sie Thüren aushob und so die Ziegen und Schweine befreite , Breter abdeckte und andere derartige unerlaubte Dinge ausführte .	29	abdecken
d Pferd werden $ am gut an eine schön warm Nachmittag $ mit eine leicht Decke bekleiden $ einspannen und im kurz Trab fahren $ sodann werden dasselbe ausspannen $ abdecken und d Schweiß mit eine geeignet Instrument abschaben $ Scraped $ $	Das Pferd wird , am besten an einem schönen warmen Nachmittage , mit einer leichten Decke bekleidet , eingespannt und im kurzen Trabe gefahren ; sodann wird dasselbe ausgespannt , abgedeckt und der Schweiss mit einem geeigneten Instrumente abgeschabt ( scraped ) .	15	abdecken
d vier Löwe sein abdecken $ und man haben Vitriol auf d Militär hinabgießen $	Die vier Löwen sind abgedeckt , und man hat Vitriol auf das Militär hinabgegossen .	4	abdecken
