sentence_lemma	target_index	cluster	lemma	sentence_token	identifier
and though she know i will be stroke the check $ she always have to stop for the cheap gas $ even if it mean drive out of her way $	7	7	stroke	And though she knows I 'll be stroking the checks , she always has to stop for the cheapest gas , even if it means driving out of her way .	fic_2001_28164.txt-56-7
the attendant stroke and wash her hair with brew nettle and poppy petal $	2	7	stroke	The attendants stroked and washed her hair with brewed nettles and poppy petals .	fic_1999_55556.txt-374-2
she reach out cautiously to stroke the griffin 's forehead $	5	7	stroke	She reached out cautiously to stroke the griffin 's forehead .	fic_1995_52939.txt-476-5
he stroke her hair $ then look up at me and tell me with his eye to mourn us all $	1	7	stroke	He strokes her hair , then looks up at me and tells me with his eyes to mourn us all .	fic_1990_53266.txt-621-1
her sturdy baby blue chassis $ the way her motor purr when my finger stroke her $ the steady rhythm of her	14	7	stroke	Her sturdy baby blue chassis , the way her motor purred when my fingers stroked her , the steady rhythm of her	fic_1981_13679.txt-399-14
you must stroke an animal as lightly as you have stroke a hummingbird $	10	7	stroke	You must stroke an animal as lightly as you 'd stroke a hummingbird .	fic_1996_41962.txt-293-10
she stroke his arm $ and he shudder again $ but do not draw himself away $	1	7	stroke	She stroked his arm , and he shuddered again , but did not draw himself away .	fic_1980_780046.txt-2845-1
he wag his tail $ splash water everywhere $ put a muddy paw on her $ and when she bend to stroke him $ he reach up and lick her face $ and then run away again as she laugh $	21	7	stroke	He wagged his tail , splashing water everywhere , put a muddy paw on her , and when she bent to stroke him , he reached up and licked her face , and then ran away again as she laughed .	fic_2006_31077.txt-19-21
she stroke his back $ whisper $ $ naoki $ naoki $ $ his japanese middle name that she use when they be alone and whenever she think of him $	1	7	stroke	She stroked his back , whispering , " Naoki , Naoki , " his Japanese middle name that she used when they were alone and whenever she thought of him .	fic_1990_53198.txt-276-1
her hand then fly to her own breast and she stroke them up and down $ her face pained and thoughtful $	10	7	stroke	Her hands then flew to her own breasts and she stroked them up and down , her face pained and thoughtful .	fic_1962_10417.txt-6736-10
debby kraaz $ while stroke dad $ he think you do n't want to talk with him $	4	7	stroke	DEBBY KRAAZ ( While stroking DAD ) He thinks you do n't want to talk with him .	fic_1986_13384.txt-1051-4
she and the nanny have always confine themselves to admonition $ and their own few stroke motion $ from the shallow end $	15	7	stroke	She and the nanny had always confined themselves to admonitions , and their own few stroking motions , from the shallow end .	fic_1976_10607.txt-1735-15
$ it be not a trick $ $ she say $ absentmindedly stroke his thigh $ while he point his index finger and pretend to write with it across her breast and then down across her abdomen $ $	12	7	stroke	" It 's not a trick , " she said , absentmindedly stroking his thighs , while he pointed his index finger and pretended to write with it across her breasts and then down across her abdomen . "	fic_2005_28779.txt-110-12
he forgive me quickly - especially if i stroke him behind the ear $	8	7	stroke	He forgives me quickly - especially if I stroke him behind the ears .	fic_1995_39398.txt-75-8
99 british agent the prospect of get to grip with her husband excite her and as we say goodbye in the hall of the flat she stroke my cheek $ add $ $	26	7	stroke	99 British Agent The prospect of getting to grips with her husband excited her and as we said goodbye in the hall of the flat she stroked my cheek , adding : "	nf_1996_773937.txt-663-26
with the best will in the world not to do so $ steve mentally stroke that skin with his gaze $	14	7	stroke	With the best will in the world not to do so , Steve mentally stroked that skin with his gaze .	fic_1993_1040085.txt-2467-14
when the water pig make her dawn and dusk appearance at camp $ she have almost purr // when get stroke by man $ but when woman try pet her $ she keep inch away $	20	7	stroke	When the water pig made her dawn and dusk appearances at camp , she 'd almost purr // when getting stroked by men , but when women tried petting her , she kept inching away .	nf_1999_774019.txt-255-20
handsome uncle nestor examine his mustache in the rearview mirror $ stroke with his forefinger the black lushness of hair on his lip $ and navigate the automobile with the bare touch of the steering wheel with his left hand $	11	7	stroke	Handsome Uncle Nestor examined his mustache in the rearview mirror , stroking with his forefinger the black lushness of hair on his lip , and navigated the automobile with the barest touch of the steering wheel with his left hand .	fic_1997_54544.txt-108-11
he sit at the foot of the bed and stroke his father 's flinty shin $	9	7	stroke	He sat at the foot of the bed and stroked his father 's flinty shins .	fic_1988_782036.txt-152-9
every once in a while he reach up and stroke the silver earring in his left ear $	9	7	stroke	Every once in a while he reached up and stroked the silver earring in his left ear .	fic_2004_32603.txt-15-9
the desire to touch jemma $ bearer of her first grandchild $ but she stand back $ with louie $ while the other two pat jemma 's belly $ stroke her hair $ take stock of her visible health $	29	7	stroke	the desire to touch Jemma , bearer of her first grandchild , but she stood back , with Louie , while the other two patted Jemma 's belly , stroked her hair , took stock of her visible health .	fic_2000_38703.txt-36-29
for a moment he try stroke with one arm $ but lose his grip on the ball and struggle to recover $	5	7	stroke	For a moment he tries stroking with one arm , but loses his grip on the ball and struggles to recover .	fic_2007_52475.txt-113-5
he reach over and draw her onto his lap $ one hand stroke her hip under her run short $ $	12	7	stroke	He reached over and drew her onto his lap , one hand stroking her hip under her running shorts . "	fic_1997_54713.txt-283-12
on the front stoop $ stroke a blanket $ shake quietly and try to rock himself to sleep at the height of day $ $	5	7	stroke	on the front stoop , stroking a blanket , shaking quietly and trying to rock himself to sleep at the height of day . "	fic_1962_10423.txt-3594-5
wipe off the oil and stroke a finger towards the edge on the other side $	5	7	stroke	Wipe off the oil and stroke a finger towards the edge on the other side .	nf_1982_773998.txt-170-5
joel grab at her as she be about to pull on her jean $ pull her back on the bed $ and stroke her arm $ $	22	7	stroke	Joel grabbed at her as she was about to pull on her jeans , pulled her back on the bed , and stroked her arm . "	fic_1998_43725.txt-175-22
there be something almost sorrowful about the way he caress her $ big and angular though she be $ the storm rage within them $ stroke her head like that of a child who do n't yet know that he be in for a major operation $ $	25	7	stroke	There was something almost sorrowful about the way he caressed her , big and angular though she was , the storm raging within them , stroking her head like that of a child who does n't yet know that he 's in for a major operation . "	fic_1993_25023.txt-92-25
lovely music begin weakly $ she stroke his face in response $	6	7	stroke	LOVELY MUSIC BEGINS WEAKLY , SHE STROKES HIS FACE IN RESPONSE .	fic_1970_16315.txt-3855-6
the book from me and throw it across the room and sit down and take my head in her lap and stroke my face and hair $	21	7	stroke	the book from me and threw it across the room and sat down and took my head in her lap and stroked my face and hair .	fic_1976_10607.txt-5541-21
poncho and gauzy skirt and cut away her leotard and underthings and rape her $ which give the kind of surreal clarity of sensuous discernment she be experience in her state of total focus imagine what this must have feel like for her $ be rape in the gravel by a weeping psychotic whose knife 's butt jab you on every thrust $ and the sound of bee and meadow-birds and the distant whisper of the interstate and his machete clank dully in the stone on every thrust $ she claim it take no effort of will to hold him as he weep and gibber as he rape her and stroke the back of his head and whisper small little consolatory syllable in a soothing maternal singsong $	110	7	stroke	poncho and gauzy skirt and cut away her leotard and underthings and raped her , which given the kind of surreal clarity of sensuous discernment she was experiencing in her state of total focus imagine what this must have felt like for her , being raped in the gravel by a weeping psychotic whose knife 's butt jabs you on every thrust , and the sound of bees and meadow-birds and the distant whisper of the interstate and his machete clanking dully in the stone on every thrust , she claiming it took no effort of will to hold him as he wept and gibbered as he raped her and stroking the back of his head and whispering small little consolatory syllables in a soothing maternal singsong .	fic_1997_42343.txt-223-110
he become tender $ kiss the soft skin on the nape of her neck $ sniff its fluffy hair $ taste the salty sweat $ his finger lightly stroke her temple $	28	7	stroke	He became tender , kissing the soft skin on the nape of her neck , sniffing its fluffy hair , tasting the salty sweat , his fingers lightly stroking her temples .	fic_1977_10621.txt-5480-28
she let herself think about start to stroke his stomach $ right around his belly button $ where there be a soft tuft of hair $	7	7	stroke	She lets herself think about starting to stroke his stomach , right around his belly button , where there is a soft tuft of hair .	fic_2003_47947.txt-201-7
fight to keep her breath even $ she stroke the colt 's neck $ $	8	7	stroke	Fighting to keep her breath even , she stroked the colt 's neck . "	fic_1993_1040081.txt-2631-8
we will simply have to take him along $ $ cleophas decree $ stroke the now blissfully sleep head $ $	13	7	stroke	We will simply have to take him along , " Cleophas decreed , stroking the now blissfully sleeping head . "	fic_1987_10753.txt-7542-13
bellini ' s hand the aspect of an extend forum for touch $ press and stroke $	15	7	stroke	Bellini ' s hands the aspect of an extended forum for touching , pressing and stroking .	news_1987_670561.txt-48-15
i long to stroke the energetic handwriting of this first novel $ which dickens be work on when he and his young wife move into this house $	3	7	stroke	I longed to stroke the energetic handwriting of this first novel , which Dickens was working on when he and his young wife moved into this house .	news_1994_606786.txt-19-3
he be over to him in a heartbeat $ stroke his neck and talk to him low $ so he would n't whinny and give away their position $	9	7	stroke	He was over to him in a heartbeat , stroking his neck and talking to him low , so he would n't whinny and give away their position .	fic_2002_31794.txt-75-9
caress her lip $ stroke her mouth with his tongue until he hear her breath quicken $	4	7	stroke	Caressed her lips , stroked her mouth with his tongue until he heard her breath quicken .	fic_1996_54493.txt-646-4
i think ofthat $ as i stroke the side of her face $ near the temple $ where i have have to put the bullet $	6	7	stroke	I think ofthat , as I stroke the side of her face , near the temple , where I 'd have to put the bullet .	fic_2005_50610.txt-209-6
some make only one hand movement $ other stroke their hair $	8	7	stroke	Some make only one hand movement , others stroke their hair .	mag_1997_428302.txt-127-8
i hold them in my hand $ meet face-to-face the fierce grit tooth and pucker lip of the wind blower $ stroke his horse-tail hair $	21	7	stroke	I hold them in my hands , meet face-to-face the fierce gritted teeth and puckered lips of the Wind Blower , stroke his horse-tail hair .	fic_1993_25030.txt-2902-21
kallner ruffle his forehead and stroke it with an upward gesture of ' his hand $ $	5	7	stroke	Kallner ruffled his forehead and stroked it with an upward gesture of ' his hand . "	fic_1986_780090.txt-73-5
if he do not come back $ they be not divorce $ not even legally separate $ $ she know she will never stroke a man 's arm again $ never tease	23	7	stroke	If he does not come back ( they are not divorced , not even legally separated ) , she knows she will never stroke a man 's arm again , never tease	fic_1997_54542.txt-116-23
when she do n't answer $ he stroke her hair and say that he would get it for her $	7	7	stroke	When she did n't answer , he stroked her hair and said that he would get it for her .	fic_1969_10520.txt-2929-7
from a pan $ while justine crouch beside them and stroke their tufted spine $	10	7	stroke	from a pan , while Justine crouched beside them and stroked their tufted spines .	fic_1976_10614.txt-2591-10
stroke its great fierce head $ he lift the heavy antenna $ still moist and curl $ and let the creature taste the flavor of his skin until it be entirely under his command $	0	7	stroke	Stroking its great fierce head , he lifted the heavy antennae , still moist and curled , and let the creature taste the flavor of his skin until it was entirely under his command .	fic_2003_29392.txt-324-0
if i have think ahead properly - $ $ you must n't blame yourself $ $ say chang $ stroke the robot be light back $ $	19	7	stroke	If I had thought ahead properly - " " You must n't blame yourself , " said Chang , stroking the robot 's lighted back . "	fic_2006_51533.txt-963-19
year ago $ in secret $ she use to stroke her own full breast in her silk nursing nightgown $	9	7	stroke	Years ago , in secret , she used to stroke her own full breasts in her silk nursing nightgown .	fic_1991_53364.txt-207-9
he stroke the astonish adler 's hair affectionately and then drink the director 's coffee $	1	7	stroke	He strokes the astonished Adler 's hair affectionately and then drinks the director 's coffee .	mag_1980_296529.txt-18-1
you must stroke an animal as lightly as you have stroke a hummingbird $	2	7	stroke	You must stroke an animal as lightly as you 'd stroke a hummingbird .	fic_1996_41962.txt-293-2
without intent $ one hand close upon his glass $ the thumb draw slowly upward $ stroke the smooth $ cool surface as though it be another be flesh $	16	7	stroke	Without intent , one hand closed upon his glass , the thumb drawing slowly upward , stroking the smooth , cool surface as though it were another 's flesh .	fic_2007_34359.txt-100-16
because lucas $ this man she love $ he would say $ cry $ his head to her breast $ my father die $ and she would say $ hold him to her body $ stroke his hair $ i know $ i know $	35	7	stroke	Because Lucas , this man she loved , he would say , crying , his head to her breast , My father died , and she would say , holding him to her body , stroking his hair , I know , I know .	fic_2006_51071.txt-167-35
i have everyone 's attention $ all except the woman in the far corner stroke the sleep boy 's hair $	14	7	stroke	I have everyone 's attention , all except the woman in the far corner stroking the sleeping boy 's hair .	fic_2003_48737.txt-205-14
anna raise a doubtful eyebrow and stroke the cat $ who roll into a ball to keep from be bother $ $	6	7	stroke	Anna raised a doubtful eyebrow and stroked the cat , who rolled into a ball to keep from being bothered . "	fic_1993_1040077.txt-996-6
the woman stroke the dog 's fur $ digest the information $ $	2	7	stroke	The woman stroked the dog 's fur , digesting the information . "	fic_2002_27767.txt-115-2
he get so mad when i reach under and stroke that special place between his scrotum and his rectum $	9	7	stroke	He gets so mad when I reach under and stroke that special place between his scrotum and his rectum .	fic_1973_13612.txt-314-9
i take her hand and begin to stroke it $ and irish begin do the same on the boy 's soaked and shiver shoulder $ $	7	7	stroke	I took her hand and began to stroke it , and Irish began doing the same on the boy 's soaked and shivering shoulder . "	mag_2000_403485.txt-34-7
tender contrition $ he stoop and kiss her forehead $ and stroke her damp $ curly hair $	11	7	stroke	tender contrition , he stooped and kissed her forehead , and stroked her damp , curly hair .	fic_1980_10670.txt-2825-11
i have nothing to do with compose the recipe $ and now that lowell have master the computer $ i sometimes do n't even $ $ tell her about track down the powdered rhino horn $ $ kathryn say $ stroke the collapse kitten $ $	40	7	stroke	I have nothing to do with composing the recipes , and now that Lowell has mastered the computer , I sometimes do n't even " " Tell her about tracking down the powdered rhino horn , " Kathryn says , stroking the collapsed kitten . "	fic_2002_30275.txt-230-40
gently stroke thc lobe $ maybe do a little soft blow $ $ recommend arava $	1	7	stroke	Gently stroke thc lobe , maybe do a little soft blowing , " recommends Arava .	mag_1998_401996.txt-70-1
doctor curve his hand up to stroke the soft dark skin around its nostril and speak to the horse in gentle nonsense syllable $	6	7	stroke	doctor curved his hand up to stroke the soft dark skin around its nostrils and spoke to the horse in gentle nonsense syllables .	fic_1993_53756.txt-435-6
his finger stroke the air $ manipulate symbol and menu i could n't see $	2	7	stroke	His fingers stroked the air , manipulating symbols and menus I could n't see .	fic_1999_28244.txt-91-2
lindsay crouch and stroke the cat with one finger $ try to think of what she should do $	3	7	stroke	Lindsay crouched and stroked the cat with one finger , trying to think of what she should do .	fic_1993_1040077.txt-874-3
he stroke yves ' forehead $ stroke his hair $ $	1	7	stroke	He stroked Yves ' forehead , stroked his hair . "	fic_1962_10420.txt-7300-1
as if she have conjure it $ cam reach for her wrist and begin to stroke it with his thumb $	15	7	stroke	As if she had conjured it , Cam reached for her wrist and began to stroke it with his thumb .	fic_2001_31325.txt-227-15
to her head and stroke her short $ curly hair tenderly $	4	7	stroke	to her head and stroked her short , curly hair tenderly .	fic_1987_780058.txt-3028-4
he stroke the string like a drum $ beat them hard with his hand $ up down up down i turn the tape player up that be right and then you be down some more son better watch your updown and then you be turn around $	1	7	stroke	He strokes the strings like a drum , beats them hard with his hand , up down up down I turn the tape player up that 's right and then you 're down some more son better watch your updown and then you 're turned around .	fic_1999_55365.txt-1124-1
i tease and stroke and manhandle the puss $ he hiss $ make to flee $ flatten his ear $ rake at me with claw conceal $ give in and purr when i stroke hisp181throat and belly $	33	7	stroke	I teased and stroked and manhandled the puss ; he hissed , made to flee , flattened his ears , raked at me with claws concealed , gave in and purred when I stroked hisp181throat and belly .	fic_1969_10518.txt-2267-33
gladys stare at elisha in his death chair $ put her hand on his forehead $ and stroke the hair off his face $	17	7	stroke	Gladys stared at Elisha in his death chair , put her hand on his forehead , and stroked the hair off his face .	fic_2002_30470.txt-814-17
$ surround by shop bag and stroke the head of the dead fox attach to the fur around her shoulder $ felicidad $ his formidable wife $ stare at him with the eye of an assassin $ $	6	7	stroke	, surrounded by shopping bags and stroking the head of the dead fox attached to the fur around her shoulders : Felicidad , his formidable wife , staring at him with the eyes of an assassin . "	fic_2000_30934.txt-373-6
even remember the excavation and the swarm sign of contractor $ even forcibly recall the score of family who be inside it go through their daily paces like tidy $ trot simulacra of each other $ it be hard to believe that the whole organism have not be stroke from a lamp $	48	7	stroke	Even remembering the excavations and the swarmed signs of contractors , even forcibly recalling the scores of families who were inside it going through their daily paces like tidy , trotting simulacra of each other , it was hard to believe that the whole organism had not been stroked from a lamp .	fic_1962_10423.txt-17-48
she look down into rina 's eye $ her finger lightly stroke her daughter 's cheek $ $	11	7	stroke	She looked down into Rina 's eyes , her fingers lightly stroking her daughter 's cheek . "	fic_1961_781982.txt-8740-11
his hand be quick and restless and stroke a folded newspaper on his desk as he talk with jason $ $	7	7	stroke	His hands were quick and restless and stroked a folded newspaper on his desk as he talked with Jason . "	fic_1980_10667.txt-8966-7
he feel her finger stroke him gently $ reawaken the fire inside him $	4	7	stroke	He felt her fingers stroking him gently , reawakening the fires inside him .	fic_1961_781982.txt-3975-4
or of what charitable thought move him to stroke the wet $ black $ bedraggled fur of a staggering $ wear $ and weary cat in an alley in richmond day or week or even month before he die $	8	7	stroke	Or of what charitable thoughts moved him to stroke the wet , black , bedraggled fur of a staggering , worn , and weary cat in an alley in Richmond days or weeks or even months before he died ?	fic_1997_42967.txt-24-8
$ -- george <nul> bush $ u.s.- president $ who turn 60 last week $ i want to stroke him like a cat $ and it come out in this gesture $ $	18	7	stroke	" -- GEORGE W. BUSH , U.S. President , who turned 60 last week " I wanted to stroke him like a cat , and it came out in this gesture . "	mag_2006_381326.txt-6-18
petrescu $ downcast $ much trouble $ nod $ stroke the fuzz of his fedora $ stroke the dense hair grow from his ear $	16	7	stroke	Petrescu , downcast , much troubled , nodding , stroked the fuzz of his fedora , stroked the dense hairs growing from his ears .	fic_1982_10687.txt-2808-16
fisher $ $ he say $ reach up to stroke his friend $ $ i have to go back and help deliver that baby now $	9	7	stroke	Fisher , " he said , reaching up to stroke his friend , " I have to go back and help deliver that baby now .	fic_2000_30669.txt-189-9
she stroke his cheek gently with the back of her hand $	1	7	stroke	She stroked his cheek gently with the back of her hand .	fic_2003_29753.txt-4-1
the proprietor wave his hand $ stroke his beard $ and look sage $	6	7	stroke	The proprietor waved his hands , stroked his beard , and looked sage .	fic_1977_780162.txt-1848-6
she stroke him $ without look at him $ she be look out to sea $ and then from time to time at the man $	1	7	stroke	She stroked him , without looking at him , she was looking out to sea , and then from time to time at the man .	fic_2003_30371.txt-32-1
then exhaust $ i lean against him and he stroke my hair as though that be something mother teach him $ $	9	7	stroke	Then exhausted , I leaned against him and he stroked my hair as though that were something Mother taught him . "	fic_1997_54732.txt-248-9
his wit $ he suddenly produce his knife with which $ turn the point upon himself $ he make three short stroke upon the left side of his face and one long stroke along $	32	7	stroke	his wits , he suddenly produced his knife with which , turning the point upon himself , he made three short strokes upon the left side of his face and one long stroke along .	fic_1972_780113.txt-239-32
he smile as he stroke her hair and gently caress her lovely face $ $	4	7	stroke	He smiled as he stroked her hair and gently caressed her lovely face . "	fic_1982_780033.txt-3186-4
