sentence_lemma	sentence_token	index_lemma	index_token	lemma
schmal Straße $ durch die auch Straßenbahn quietschen kurven $ ziehen wir an $ es dämmern natürlich bereits $ an schütter Schaufenster werden Rollo herunterlassen $ Verputz bröckeln $ und d Glas weisen Schmiere auf $ wir kommen auf eine etwas groß Platz $ rechteckig $ $ Wilhelm Liebknecht $ $ eine etwas ängstlich Sozialdemokrat $ aber irnmeiihin Vater $ $ wo gehen n hier zum lindenauer Markt $ und breit sächsisch $	schmale Straße , durch die auch Straßenbahnen quietschend kurvten , zog uns an , es dämmerte natürlich bereits , an schütteren Schaufenstern wurden Rollos heruntergelassen , Verputz bröckelte , und das Glas wies Schmieren auf , wir kamen auf einen etwas größeren Platz , rechteckig , „ Wilhelm Liebknecht " , ein etwas ängstlicher Sozialdemokrat , aber irnmeiihin Vater , „ wo geht n hier zum Lindenauer Markt ? und breitestes Sächsisch :	33	33	Schmiere
$ Kollege Krüger $ was sein denn d für eine Schmiere von Fußbodenfarbe $	„ Kollege Krüger , was ist denn das für eine Schmiere von Fußbodenfarbe ?	10	10	Schmiere
manche sein in Wirklichkeit Kerker $ eiskalt Zelle $ ohne licht $ d Boden voll glitschig Schmiere $	Manche sind in Wirklichkeit Kerker , eiskalte Zellen , ohne licht , der Boden voll glitschiger Schmiere .	16	16	Schmiere
auch immer mitten hinein $ bis sie eine ganz rot Haut kriegen und sich mit weiß Schmiere aus d Apotheke kühlen müssen $	auch immer mitten hinein , bis sie eine ganz rote Haut kriegen und sich mit weißer Schmiere aus der Apotheke kühlen müssen ?	16	16	Schmiere
in alle Frühe beginnen d Arbeitsta G d Mähdrescherkapitän mit d Füllen d Tank und d Schmiere n d Lager $	In aller Frühe beginnt der Arbeitsta g der Mähdrescherkapitäne mit dem Füllen der Tanks und dem Schmiere n der Lager .	16	16	Schmiere
wer schmieren $ die fahren Schmiere d Fischöl vor d Sport $ dann schaffen er alle von Ort zu Ort $	Wer schmiert , der fährt Schmiere das Fischöl vor dem Sport , Dann schafft er alles von Ort zu Ort .	5	5	Schmiere
820 Medizin nach Note 8.30 $ f $ Grundprozeß d Evolution Biologie $ Klasse 10 $ 855 $ f $ aktuell Kamera 9.30 $ f $ Frau sein Mannersache Lustspiel von Roland Ender 1040 d Fernseh-Pressekonferenz sachkundig Person Ichkeiten beantworten aktuell Frage 1120 bei wir zu Gast $ Ludmila Sykina und d Ensemble russisch Volksinstrument 11.55 groß Bühne $ klein Leute Theater für Kind 1225 Nachricht 1245 english for you 12. Sendung $ Klasse 7 $ 15 20 $ f $ Medizin nach Note 15.30 $ f $ Reise ins Ehebett Defa-Musikfi 1655 Nachricht 1700 $ f $ sw $ fußball-fdgb- Pokal Bericht von d Vieren Final-Spielen 1900 Fett und Schmiere Stummfilmgroteske mit Pat und Patachon 2000 $ f $ Diagnose $ hirngeschädigt Umschau-Reportage von Manfred Vieweg und Achim Lubnau 2050 $ f $ d Tod eine Tourist $ 4 $	820 Medizin nach Noten 8.30 ( F ) Grundprozesse der Evolution Biologie ( Klasse 10 ) 855 ( F ) Aktuelle Kamera 9.30 ( F ) Frauen sind Männersache Lustspiel von Roland Ender 1040 Die Fernseh-Pressekonferenz Sachkundige Person ichkeiten beantworten aktuelle Fragen 1120 Bei uns zu Gast : Ludmila Sykina und das Ensemble russischer Volksinstrumente 11.55 Große Bühne - kleine Leute Theater für Kinder 1225 Nachrichten 1245 English for you 12. Sendung ( Klasse 7 ) 15 20 ( F ) Medizin nach Noten 15.30 ( F ) Reise ins Ehebett DEFA-Musikfi 1655 Nachrichten 1700 ( F / sw ) Fußball-FDGB- Pokal Berichte von den Vierte final-Spielen 1900 Fett und Schmiere Stummfilmgrotesken mit Pat und Patachon 2000 ( F ) Diagnose : Hirngeschädigt Umschau-Reportage von Manfred Vieweg und Achim Lubnau 2050 ( F ) Der Tod eines Touristen ( 4 )	110	110	Schmiere
d kapitalistisch Konkurrenzkampf verhindern $ daß aus d alt Magdeburg auch Anlage liefern werden $ die zur Produktion hochwertig ölen zum Schmiere von auto- und Flugzeugmotor taugen $	Der kapitalistische Konkurrenzkampf verhinderte , daß aus dem alten Magdeburg auch Anlagen geliefert wurden , die zur Produktion hochwertiger öle zum Schmieren von Auto- und Flugzeugmotoren taugten .	21	21	Schmiere
eignen sich besonders zum Schmiere von Ofentüre $ Ventil $ Bolzen $ Führungszapfen von Kunststoffpresse $ Sicherheitszylinderschloß $ wälz- und Gleitlager $ f 4202.f 4206 und F4256	eignen sich besonders zum Schmieren von Ofentüren , Ventilen , Bolzen , Führungszapfen von Kunststoffpressen , Sicherheitszylinderschlössern , Wälz- und Gleitlagern , F 4202.F 4206 und F4256	4	4	Schmiere
$ Bestechung $ sein schlimm genug $ aber es sein etwas besonders Abstoßende an Beste-I Chung zum Schmiere d Verkauf von Kriegswaffe $ $	„ Bestechung ! ist schlimm genug , aber es ist etwas besonders Abstoßendes an Beste-i chung zum Schmieren des Verkaufs von Kriegswaffen . "	17	17	Schmiere
Spielfilm $ 16.55 Nachricht $ 17.00 $ f $ sw $ fußball- Fdgb-Pokal $ mit Bericht von d Viertelfinal-Spiel $ 18.45 Programmvorschau $ 18.50 Sandmännchen $ 19.00 Fett und Schmiere $ 19.2a d Wetter $ 19.30 $ f $ aktuell Kamera $ 20.00 $ f $ Diagnose $	Spielfilm : 16.55 Nachrichten ; 17.00 ( F / sw ) Fußball- FDGB-Pokal / Mit Berichten von den Viertelfinal-Spielen : 18.45 Programmvorschau ; 18.50 Sandmännchen : 19.00 Fett und Schmiere : 19.2a Das Wetter : 19.30 ( F ) Aktuelle Kamera ; 20.00 ( F ) Diagnose :	29	29	Schmiere
um eine gut Qualität d Erzeugnis zu erreichen $ schlagen ich außerdem vor $ zum Schmiere d Preßform mit Oxydwachs Spritzpistole anschaffen $ die eine gleichmäßig Auftragen d Flüßigkeit gewährleisten $	Um eine bessere Qualität der Erzeugnisse zu erreichen , schlage ich außerdem vor , zum Schmieren der Preßformen mit Oxydwachs Spritzpistolen anzuschaffen , die ein gleichmäßiges Auftragen der Flüssigkeit gewährleisten .	15	15	Schmiere
er fahren sich mit d Hand übers Gesicht und merken nicht $ daß dort eine rötlich-grau Schmiere /urückblieb $	Er fuhr sich mit der Hand übers Gesicht und merkte nicht , daß dort eine rötlich-graue Schmiere /urückblieb .	16	16	Schmiere
d angrenzend $ zur Kochstraße gehörig und völlig ausgebombt Haus Holz $ daß d Span Flogen* sicherlich eine unverdächtig Art $ $ Schmiere $ zu stehen $	des angrenzenden , zur Kochstraße gehörigen und völlig ausgebombten Hauses Holz , daß die Späne flogen* Sicherlich eine unverdächtige Art , „ Schmiere " zu stehen .	22	22	Schmiere
großartig sein die ausdenken $ und keine /hätte $ es vielleicht entdecken $ wenn nicht gerade von d Seite $ wo keine $ Schmiere stehen $ eine Meister kommen sein $ die natürlich gleich wissen $ was Gesp $ Elt werden $ so daß alle $ Mixer $ sofort zur Entlaßung kommen $	Großartig war das ausgedacht , und keiner /hätte , es vielleicht entdeckt , wenn nicht gerade von der Seite , wo keiner „ Schmiere stand , ein Meister gekommen wäre , der natürlich gleich wußte , was gesp ; elt wurde , so daß alle „ Mixer " sofort zur Entlassung kamen .	23	23	Schmiere
er stehen $ Schmiere $ wenn d inlegal Organisation d Bolschewiki in Tiflis tagen $	Er stand „ Schmiere " wenn die illegale Organisation der Bolschewiki in Tiflis tagte .	3	3	Schmiere
9.10 aktuell Kamera $ 10.00 Festveranstaltung zum 40. Jahrestag d Vereinigungsparteitag und anläßlich d Abschluß d xi. Parteitag d Sed $ 12.40 wm im Eishockey $ 13.50 Wettlauf mit d Zeit $ 14.25 Englisch $ 14.55 russisch $ 16.50 Medizin nach Note $ 17.00 Nachricht $ 17.45 eine stehen Schmiere $ Filmkomödie $ 18.10 Verkehrskompaß $ 18.15 alle Trick $ 18.40 Blickpunkt $ Arbeitsschutz $ 18.50 Sandmännchen $ 19.00 Elternsprechstunde $ 19.25 Wetter $ 19.30 aktuell Kamera $	9.10 Aktuelle Kamera ; 10.00 Festveranstaltung zum 40. Jahrestag des Vereinigungsparteitages und anläßlich des Abschlusses des XI. Parteitages der SED ; 12.40 WM im Eishockey ; 13.50 Wettlauf mit der Zeit ; 14.25 Englisch ; 14.55 Russisch : 16.50 Medizin nach Noten ; 17.00 Nachrichten ; 17.45 Einer stand Schmiere , Filmkomödie ; 18.10 Verkehrskompaß ; 18.15 Alles Trick ; 18.40 Blickpunkt : Arbeitsschutz ; 18.50 Sandmännchen ; 19.00 Elternsprechstunde ; 19.25 Wetter ; 19.30 Aktuelle Kamera ;	49	49	Schmiere
wissen sie $ was $ Schmiere stehen $ bedeuten $	Wissen Sie , was . Schmiere stehen ' bedeutet ?	5	5	Schmiere
$ Mysteriöse $ Flucht d Ss-Mörder Zech-Nenntwich Kerkermeister Zeemann- stehen Schmiere Westenpresse $ Nazi-Geheimorganisation überall am Werk	„ Mysteriöse " Flucht des SS-Mörders Zech-Nenntwich Kerkermeister Zeemann- stand Schmiere Westpresse : Nazi-Geheimorganisation Überall am Werk	10	10	Schmiere
selten werden Brackwell als Missetäter ansehen $ und wenn $ dann haben er Kinley mit Geld bestechen $ für er $ Schmiere zu sitzen $	Selten wurde Brackwell als Missetäter angesehen , und wenn , dann habe er Kinley mit Geld bestochen , für ihn „ Schmiere zu sitzen .	21	21	Schmiere
ich sein vor d Jugendgericht $ weil ich Schmiere gestehen haben für meine Bande $	Ich war vor dem Jugendgericht , weil ich Schmiere gestanden hatte für meine Bande .	8	8	Schmiere
festnehmen werden Sonntae d 18-jahrig Westberliner Bereitschaftspollzist Lutz G.. d bei d Einbruch eine dreikopfig Bande in eine Gaststätte in d Weddinger Otawistraße $ Schmiere $ gestehen haben $	Festgenommen wurde Sonntae der 18jährige Westberliner Bereitschaftspollzist Lutz G.. der bei dem Einbruch einer dreiköpfigen Bande in einer Gaststätte in der Weddinger Otawistraße » Schmiere " gestanden hatte .	24	24	Schmiere
eine $ Freund $ $ die er unterwegs kennenlernen und d hundert Meter von d HO entfernt $ Schmiere $ gestehen haben $ sein weglaufen $ als sein Kumpan entdecken werden $	Ein „ Freund " , den er unterwegs kennengelernt und der hundert Meter von der HO entfernt „ Schmiere " gestanden hatte , war weggelaufen , als sein Kumpan entdeckt wurde .	18	18	Schmiere
$ eine alt Mann $ eine erfahren Kriminalpraktiker mit stattlich Vorstrafenregister $ wollen d Junge ausdrücklich warnen haben dann aber stehen er doch Schmiere $	— Ein älterer Mann , ein erfahrener Kriminalpraktiker mit stattlichem Vorstrafenregister , will die Jungen ausdrücklich gewarnt haben Dann aber stand er doch Schmiere :	23	23	Schmiere
d Kind d Portierfrau stehen Schmiere und helfen wohl auch mit $	Die Kinder der Portierfrau stehen Schmiere und helfen wohl auch mit .	5	5	Schmiere
d bereits zehnmal Vorbestrafte haben zu diese Diebstahl seine 13 Jahr alt Sohn mitnehmen $ d $ Schmiere $ stehen und d Beute nach Haus tragen müssen $	Der bereits zehnmal Vorbestrafte hatte zu diesen Diebstählen seinen 13 Jahre alten Sohn mitgenommen , der „ Schmiere " stehen und die Beute nach Hause tragen mußte .	17	17	Schmiere
Dia Polizei stehen bei diese Einbruch Schmiere und warten draußen auf ihr Beuteanteil $	Dia Polizei stand bei diesen Einbrüchen Schmiere und wartete draußen auf ihren Beuteanteil .	6	6	Schmiere
im zweimalig Vorsprache beim Wohnungsinhaber kurz vor d Tat und im $ Schmiere stehen $ sehen d von Natur feig $ henker- Hannes $ eine klein Risiko für seine Gewinnbeteiligung $	Im zweimaligem Vorsprachen beim Wohnungsinhaber kurz vor der Tat und im „ Schmiere stehen " sah der von Natur feige „ Henker- Hannes " ein kleineres Risiko für seine Gewinnbeteiligung .	12	12	Schmiere
Audi Streichholz stellen er zur Verfügung $ und er haben auf d Flur Schmiere gestehen $ damit d klein Klaus Un. stören seine Tat begehen können $	Audi Streichhölzer stellte er zur Verfügung , und er hatte auf dem Flur Schmiere gestanden , damit der kleine Klaus un. gestört seine Tat begehen konnte .	13	13	Schmiere
dann stehen d klein Otto $ Schmiere $ oder sitzen auf d Schulter seine Vater $ um d Plakat hoch an d Mauer zu kleben $ damit d Polizei sie nicht gleich wieder herunterreissen vermögen $	Dann stand der kleine Otto „ Schmiere " oder saß auf den Schultern seines Vaters , um die Plakate hoch an die Mauern zu kleben , damit die Polizei sie nicht gleich wieder herunterzureißen vermochte .	6	6	Schmiere
d 16-jahrig Peter $ d Schmiere stehen $ gelingen es zu flüchten $	Dem 16jährigen Peter , der Schmiere stand , gelang es zu flüchten .	5	5	Schmiere
sie sein nicht vorbestrafen und Schmiere stehen $ lieber Himmel $	Sie ist nicht vorbestraft und Schmiere stehen , lieber Himmel !	5	5	Schmiere
manchmal sein ihr Mann Josef B. $ 36 $ $ oder Gerhard K. $ 35 $ mit von d Partie $ stehen $ Schmiere $ $ nehmen d Diebesgut an d Tür in Empfang $ verdeckt d Verkaufspersonal d Sicht $ wenn ihr Frau lang Finger machen $	Manchmal waren ihre Männer Josef B. ( 36 ) , oder Gerhard K. ( 35 ) mit von der Partie , standen „ Schmiere " , nahmen das Diebesgut an der Tür in Empfang , verdeckten dem Verkaufspersonal die Sicht , wenn ihre Frauen lange Finger machten .	23	23	Schmiere
seit Jahr und Tag stehen Polizist Schmiere $ wenn d echt Ganove Geldschrank knacken und Juweliergeschäft ausrauben $	Seit Jahr und Tag standen Polizisten Schmiere , wenn die echten Ganoven Geldschränke knackten und Juweliergeschäfte ausraubten .	6	6	Schmiere
während Wassmannsdorf Schmiere stehen $ verschaffen sich d Freimuth als $ Vertreterin d Sozialamt $ Eintritt bei d Greis und erzählen sie $ daß d Sozialamt zur Feier d Tag eine Lebensmittelpaket spenden haben $ die aber sofort abholen werden müssen $	Während Wassmannsdorf Schmiere stand , verschaffte sich die Freimuth als „ Vertreterin des Sozialamtes " Eintritt bei den Greisen und erzählte ihnen , daß das Sozialamt zur Feier des Tages ein Lebensmittelpaket gespendet habe , das aber sofort abgeholt werden müsse .	2	2	Schmiere
d 19 jähren Gerhard R. versuchen d Kühlwagen Betlin 16320 eine auf d Guterbahnhof Neukölln abgestellt Fletschzug zu bestehlen $ während drei Person am Bahndamm Schmiere stehen $	Der 19 jährte Gerhard R. versuchte den Kühlwagen BeTlin 16320 eines auf dem Güterbahnhof Neukölln abgestellten Fletschzuges zu bestehlen , während drei Personen am Bahndamm Schmiere standen .	25	25	Schmiere
Tolksdorf erschlagen d Greisin mit eine Beil $ während seine Geliebte $ Regina Pieth $ vor d Laden Schmiere 6tand $	Tolksdorf erschlug die Greisin mit einem Beil , während seine Geliebte , Regina Pieth , vor dem Laden Schmiere 6tand .	18	18	Schmiere
während d Schulz d Messingschiene entfernen $ stehen d Kagel Schmiere $	Während die Schulz die Messingschienen entfernte , stand die Kagel Schmiere .	10	10	Schmiere
eine stehen Schmiere $ d ander bohren und knacken sich polizeibekannterweise durch d Kellerdecke zum Laden	Einer steht Schmiere . die anderen bohren und knacken sich polizeibekannterweise durch die Kellerdecke zum Laden	2	2	Schmiere
während seine Geliebte an d Ladentüre Schmiere stehen $ schlagen Tolksdorf d Frau mit eine tot $	Während seine Geliebte an der Ladentüre Schmiere stand , schlug Tolksdorf die Frau mit einem Tot -	6	6	Schmiere
Wigram $ technisch ungeschickt $ stehen Schmiere $ als Hainholz d Drahtseil präparieren $	Wigram , technisch ungeschickt , stand Schmiere , als Hainholz das Drahtseil präparierte .	6	6	Schmiere
Menz sein es $ die erneut in d Stollen eindringen $ während Pohlmann warten $ aufpassen $ denn er sehen sich häufig um $ betonen harmlos $ so als stehen eine Anfänger Schmiere $	Menz war es , der erneut in den Stollen eindrang , während Pohlmann wartete , aufpaßte , denn er sah sich häufig um , betont harmlos , so als stünde ein Anfänger Schmiere .	32	32	Schmiere
Ralf gehen nach Haus und holen eine Zange $ dann stehen er Schmiere $ wahren Marco d $ Seil )schloß knacken und mit d Diebesgut davonradeln $	Ralf ging nach Hause und holte eine Zange , dann stand er Schmiere , wahrend Marco das ( Seil )Schloß knackte und mit dem Diebesgut davonradelte .	12	12	Schmiere
7.55 Englisch $ 8.25 Geschichte $ 8.55 Programmvorschau 9.00 Medizin nach Note $ 9.10 aktuell Kamera $ 10.00 Festveranstaltung zum 40. Jahrestag d Vereinigungsparteitag und anläßlich d Abschluß d xi. Parteitag d Sed $ Übertragung aus d Friedrichstadtpalast Berlin $ Aufzeichnung vom Vorabend $ 11.55 d schwarz Kanal $ 12.15 du und dein Garten $ 12.40 wm im Eishockey $ 13.40 Nachricht $ 13.50 Wettlauf mit d Zeit $ Schlüsseltechnologie Voreestellt $ 14.20 Programmvorschau $ 14.25 Englisch $ 14.55 russisch $ 15.20 Mach mit machen d nach $ machen_es gut $ 16.20 Luftballon $ 16.35 Hexelein $ 16.50 Medizin nach Note $ 17.00 Nachricht $ 17.10 gewißt wie $ 17.15 wie wie $ sein s. $ $ 17.45 eine stehen Schmiere $	7.55 Englisch ; 8.25 Geschichte ; 8.55 Programmvorschau 9.00 Medizin nach Noten ; 9.10 Aktuelle Kamera ; 10.00 Festveranstaltung zum 40. Jahrestag des Vereinigungsparteitages und anläßlich des Abschlusses des XI. Parteitages der SED , Übertragung aus dem Friedrichstadtpalast Berlin ( Aufzeichnung vom Vorabend ) 11.55 Der schwarze Kanal ; 12.15 Du und dein Garten : 12.40 WM im Eishockey ; 13.40 Nachrichten ; 13.50 Wettlauf mit der Zeit - Schlüsseltechnologien voreestellt ; 14.20 Programmvorschau ; 14.25 Englisch ; 14.55 Russisch : 15.20 Mach mit mach 's nach — mach's besser ; 16.20 Luftballon ; 16.35 Hexlein ; 16.50 Medizin nach Noten ; 17.00 Nachrichten ; 17.10 Gewußt wie : 17.15 Wie wie ; war s. . ; 17.45 Einer stand Schmiere .	120	120	Schmiere
Mutter von vier Kind $ d $ Schmiere $ stehen $ erklären wir $	Mutter von vier Kindern , die „ Schmiere " stand , erklärte uns :	7	7	Schmiere
während d Fran mit ihr Tochter $ Schmiere $ stehen $ klettern d Junee über d Zaun $	Während die Fran mit Ihrer Tochter „ Schmiere " stand , kletterte der Junee über den Zaun .	7	7	Schmiere
Schmiere stehen $ während- d andere angeln $ sein zwar auch eine Arbeit $ Lisnchmal sogar eine sehr schwierig $ aber Mm bekommen d $ ibel nichts anpacken $ und mal können nachher nichts Selbstgemachte vor sich hinlegen $ und gerade d Hftte er sich wünschen	Schmiere stehen , während- die anderen angelten , war zwar auch eine Arbeit , lisnchmal sogar eine sehr schwierige , aber mm bekam d ; ibel nichts anzupacken , und mal konnte nachher nichts Selbstgemachter vor sich hinlegen — und gerade das hftte er sich gewünscht	0	0	Schmiere
er sein nämlich d Dritte im Bund d Einbrecher und haben $ Schmiere gestehen $ $	Er war nämlich der Dritte im Bunde der Einbrecher und hatte „ Schmiere gestanden ' .	12	12	Schmiere
sie haben deshalb auch gar nicht vor d Haus Schmiere gestehen sondern dahinter $ weil sie eigentlich huren befürchten $ daß d Müllabfuhr zu diese Zeit anrükken können $ uiul d Mülltonne stehen hinter d Haui $	Sie hatte deshalb auch gar nicht vor dem Haus Schmiere gestanden sondern dahinter , weil sie eigentlich hur befürchteten , daß die Müllabfuhr zu dieser Zeit anrükken könnte , uiul die Mülltonnen standen hinter dem Haui .	9	9	Schmiere
zu jede Schurkerei finden sich eine $ d Schmiere stehen	Zu jeder Schurkerei findet sich einer , der Schmiere steht	8	8	Schmiere
abwechseln werden $ organisieren $ und Schmiere gestehen $ bis d rundlich $ fültige Form unsere Rucksack Einhalt gebieten $	Abwechselnd wurde „ organisiert " und Schmiere gestanden , bis die rundliche , fültige Form unserer Rucksäcke Einhalt gebot .	6	6	Schmiere
d Straie fallen hart aus Littke $ die nur Schmiere gestehen haben $ müssen für fünf Jahr ins Zuchthaus $	Die Straie fiel hart aus Littke , der nur Schmiere gestanden hatte , mußte für fünf Jahre ins Zuchthaus .	9	9	Schmiere
d Polizei greifen schließlich nicht ein $ well jjie selbst in diese Fall verwickeln sein $ weil sie nicht nur Schmiere Stand* sondern aktiv rnit Waffe und Funksprechgerät d Mörder unterstützen $	Die Polizei greift schließlich nicht ein ; well jJie selbst in diesen Fall verwickelt ist , weil sie nicht nur Schmiere stand* sondern aktiv rnit Waffen und Funksprechgeräten die Mörder unterstützte .	20	20	Schmiere
ich haben sie zum h. C. ernennen $ die heißen honoris causa und bedeuten soviel wie Ehrenmitglied $ da Hatt' ich nun d Ehre $ Schmiere zu stehen $ wenn d Bengel ihr geheim Kneipe haben $	Mich hatten sie zum h. c. ernannt , das heißt honoris causa und bedeutet soviel wie Ehrenmitglied ; da hatt' ich nun die Ehre , Schmiere zu stehn , wenn die Bengels ihre geheime Kneipe hatten .	25	25	Schmiere
