sentence_lemma	target_index	cluster	lemma	sentence_token	identifier
be to exhibit $ a walk piece of paste-board or bundle of rag $	12	4	rag	is to exhibit -- a walking piece of paste-board or bundle of rags .	fic_1836_7052.txt-3737-12
humbly the stranger take the offer crumb yet eat not of it $ stand meek and dumb $ then lift his eye $ $ the wonder ahab see his rag fall from him as the snow in thaw $	29	4	rag	Humbly the stranger took the offered crumb Yet ate not of it , standing meek and dumb : Then lifts his eyes , -- the wondering Ahab saw His rags fall from him as the snow in thaw .	fic_1848_7906.txt-111-29
halt at the door of a little house $ the roof overgrow with black moss $ the window fill with rag $ and poverty write upon every shingle $ he stand for several second hesitate and shiver $	20	4	rag	Halting at the door of a little house , the roof overgrown with black moss , the windows filled with rags , and poverty written upon every shingle , he stood for several seconds hesitating and shivering .	fic_1858_1282.txt-5496-20
porch above porch $ open out on the alley $ serve as dooryards to the different apartment $ place for the dry of miserable rag $ play-grounds for the child $ and look-out $ for the decrepit old woman $ on sunny afternoon $	24	4	rag	Porch above porch , opening out on the alley , served as dooryards to the different apartments -- places for the drying of miserable rags -- play-grounds for the children -- and look-outs , for the decrepit old women , on sunny afternoons .	fic_1853_9040.txt-627-24
$ pay-as-i-go $ $ respond the old man $ and at the word $ from some obscure nook of his rag $ he draw forth a crown of shining silver $ $	20	4	rag	" Pay-As-I-Go , " responded the old man , and at the word , from some obscure nook of his rags , he drew forth a crown of shining silver . "	fic_1848_7193.txt-9900-20
as these grow apace $ they be to be see hang about the smithy bare-footed $ half cover with rag $ and with smutty face look wildly out of mop of hair $ that radiate like the beam of the sun in the image of that luminary on a country sign $	19	4	rag	As these grew apace , they were to be seen hanging about the smithy bare-footed , half covered with rags , and with smutty faces looking wildly out of mops of hair , that radiated like the beams of the sun in the image of that luminary on a country sign .	fic_1832_7177.txt-120-19
there be a high pleasure in his view in preachiiig to the savage $ than in share the luxury of refined society $ and in prefer the former he act upon the same principle of self-love $ as the chimney sweeper would in give up his sooty rag for the purple linen of a prince $	47	4	rag	There is a higher pleasure in his view in preachiiig to the savages , than in sharing the luxuries of refined society ; and in preferring the former he acts upon the same principle of self-love , as the chimney sweeper would in giving up his sooty rags for the purple linen of a prince .	mag_1840_586584.txt-140-47
it should be rub into the part affect $ by mean of a piece of rag tie to a stick $ the operator take care not to let it touch his clothes $	15	4	rag	It should be rubbed into the parts affected , by means of a piece of rag tied to a stick , the operator taking care not to let it touch his clothes .	nf_1845_747928.txt-1155-15
thar they be $ cover with rag and dirt $ livin in house and cellar $ without hardly any furniture $ and sum of ' em without dores or winder $	6	4	rag	Thar they was , covered with rags and dirt , livin in houses and cellars , without hardly any furniture ; and sum of ' em without dores or winders .	fic_1848_7341.txt-1445-6
this be a jewel amidst the rag of a beggar $	6	4	rag	This is a jewel amidst the rags of a beggar .	fic_1844_800.txt-2485-6
all be confusion for a few moment within $ when a light be strike and the muzzle of leat 's fowling piece come poke through another pane $ but it be soon withdraw $ and mr.- leat himself $ in proprid persond but robe in fewer rag than he have generally oflfered to the gaze of the public $ come rush out of the door $	46	4	rag	All was confusion for a few moments within , when a light was struck and the muzzle of Leat 's fowling piece came poking through another pane ; but it was soon withdrawn , and Mr. Leat himself , in proprid persond but robed in fewer rags than he had generally oflFered to the gaze of the public , came rushing out of the door .	nf_1845_747502.txt-359-46
one of them have rag bind round her foot $ and a pair of broken shoe $	4	4	rag	One of them had rags bound round her feet , and a pair of broken shoes .	fic_1843_7039.txt-4238-4
in the first particular $ while the standard of intelligence and refinement among our native population be perhaps high than among our neighbor under the british crown $ they be rapidly follow our step as to popular education $ and they receive much small proportional accession than we do of a degraded foreign population $ whose brutish habit of living have a direct tendency to reduce the price of labor to what will furnish the discomfort $ smoke $ and rag of a shanty $	80	4	rag	In the first particular , while the standard of intelligence and refinement among our native population is perhaps higher than among our neighbors under the British crown , they are rapidly following our steps as to popular education , and they receive much smaller proportional accessions than we do of a degraded foreign population , whose brutish habits of living have a direct tendency to reduce the price of labor to what will furnish the discomfort , smoke , and rags of a shanty .	mag_1852_555751.txt-173-80
they all rush about -- the lethargic german keep pace with the energetic yankee $ and the irishman $ no long in rag $ $ guess $ and $ spekilates $ in the brogue of erin $	22	4	rag	They all rush about -- the lethargic German keeps pace with the energetic Yankee ; and the Irishman , no longer in rags , " guesses " and " spekilates " in the brogue of Erin .	nf_1856_755595.txt-1836-22
the ' doctor $ ' a large $ dark man $ very showily dress $ comply $ and speak as follow $ $ ' as i be say $ gentleman $ i have become awfully reduce $ not a cent in my possession $ not a friend in the world $ and clothe in rag $	54	4	rag	The ' Doctor , ' a large , dark man , very showily dressed , complied , and spoke as follows : -- ' As I was saying , gentlemen , I had become awfully reduced -- not a cent in my possession , not a friend in the world , and clothed in rags .	fic_1849_5168.txt-697-54
whole family of man $ woman $ and child $ half naked $ barefoot $ in rag $ shiver in the cold $ lean and gaunt from hunger $ without a hut to shelter them from the storm $ or a pillow of straw whereon to lay their head $	16	4	rag	Whole families of men , women , and children , half naked , barefoot , in rags , shivering in the cold , lean and gaunt from hunger , without a hut to shelter them from the storm , or a pillow of straw whereon to lay their heads .	mag_1845_587427.txt-128-16
do n't you know i be good for nothing $ just like a dem rag in the morning ' $ ' till i get my gin-cock-tail $	14	4	rag	Do n't you know I am good for nothing -- just like a dem rag in the mornin ' , ' till I get my gin-cock-tail ?	fic_1844_7081.txt-1082-14
however $ it be my motto never to give up $ so $ of course i gain the top at last $ and $ open a door $ find myself in a garret $ pile up as high as my waist with old rag $ and old paper $ and old bit of bone $ $	43	4	rag	However , it 's my motto never to give up ; so , of course I gained the top at last , and , opening a door , found myself in a garret , piled up as high as my waist with old rags , and old papers , and old bits of bones . "	fic_1853_3465.txt-1089-43
whatever may be the determination of the poor cultivator in bear hunger $ that he may face his other xvarits $ he be in general naked $ or cover with rag $ transmit in the family from generation to generation $	30	4	rag	Whatever may be the determination of the poor cultivator in bearing hunger , that he may face his other xvarits , he is in general naked , or covered with rags , transmitted in the family from generation to generation .	mag_1840_554848.txt-170-30
he have bundle of rag on his sled $ which $ perhaps $ he value $ but which can be of no service to him $	4	4	rag	He has bundles of rags on his sled , which , perhaps , he values , but which can be of no service to him .	nf_1830_747487.txt-1879-4
* esquirol say $ of the insane in france $ $ i have see them naked or cover with rag $ with nothing but a layer of straw to protect them from the cold dampness of the ground upon which they lay $	19	4	rag	* Esquirol says , of the insane in France , " I have seen them naked or covered with rags , with nothing but a layer of straw to protect them from the cold dampness of the ground upon which they lay .	mag_1843_555104.txt-700-19
sailor $ strut in rag $ but whither bind $ friend $	4	4	rag	Sailor -- Strut in rags -- But whither bound , friend ?	fic_1812_8649.txt-18-4
anselmo they come from prince that be trafficker in rag $	9	4	rag	ANSELMO They come From princes that are traffickers in rags .	fic_1830_8660.txt-616-9
and the poor wretch $ clad in rag $ clutch the curtain with tremble hand $ and look $ $ while a ray of light shine upon his eyeball $ show that they flash $ grow dim with tear $ and burn into life again $	7	4	rag	And the poor wretch , clad in rags , clutched the curtains with trembling hands , and looked , -- while a ray of light shining upon his eyeballs , showed that they flashed -- grew dim with tears -- and burned into life again .	fic_1848_7193.txt-10390-7
w could alone afford them $ she can make no head against this sea $ under that rag of canva55 $ $ say barnstable	17	4	rag	w could alone afford them " She can make no head against this sea , under that rag of canva55 , " said Barnstable	mag_1851_503986.txt-165-17
$ oh $ bless you $ not a scar $ $ answer john $ $ for do n't you mind how he kep ' the iled silk and wet rag on yer face $ and how that night when you be sick $ he hold yer hand so you could n't tache that little fellow between yer eye $	29	4	rag	" Oh , bless you , not a scar , " answered John , " for do n't you mind how he kep ' the iled silk and wet rags on yer face , and how that night when you was sickest , he held yer hands so you could n't tache that little feller between yer eyes .	fic_1860_9168.txt-1744-29
he come to this castle in his palmer 's rag and perilled his life to rescue his ladye love $	9	4	rag	He came to this castle in his Palmer 's rags and perilled his life to rescue his Ladye love .	fic_1844_7189.txt-3024-9
now $ the next pilgrim be a very old and miserable man $ stone-blind $ cover with rag $ and support his step with a staff $ $	17	4	rag	Now , the next pilgrim was a very old and miserable man ; stone-blind , covered with rags ; and supporting his steps with a staff . "	fic_1849_7216.txt-200-17
or he be a piece of string $ a rag $ a willow-wand $ and i have a contemptuous pity $	9	4	rag	Or he was a piece of string , a rag , a willow-wand , and I had a contemptuous pity .	fic_1856_9077.txt-1344-9
the floor be cover with litter and filthy rag $ and none of the vessel be clean $	8	4	rag	The floor is covered with litter and filthy rags , and none of the vessels are clean .	fic_1855_9098.txt-4674-8
as the girl set down her burden $ the door reopen behind her $ and a little boy $ whose clothing be one consolidated rag from top to toe $ make his appearance $	24	4	rag	As the girl set down her burden , the door re-opened behind her , and a little boy , whose clothing was one consolidated rag from top to toe , made his appearance .	fic_1855_9053.txt-162-24
come $ fork over the solid $ old rag $ $ say the boatman $ with a loud laugh $ and turn with a quizzical leer to a group of captain $ and sloop-boys that have gather to see the fun $ $	8	4	rag	Come , fork over the solid , Old Rags , " said the boatman , with a loud laugh , and turning with a quizzical leer to a group of captains , and sloop-boys that had gathered to see the fun . "	fic_1843_7208.txt-513-8
and then tell us it be nothing worth $ what be it but to act over on a large national scale $ that detestable villany of our bankrupt monied corporation $ who buy up at a discount their own worthless rag $	40	4	rag	and then tell us it is nothing worth ; what is it but to act over on a large national scale , that detestable villany of our bankrupt monied corporations , who buy up at a discount their own worthless rags ?	mag_1826_553698.txt-262-40
$ and have drill a small company of young vagabond $ he make a circuit of the market-place on saturday night with these $ their rag fly to the wind $ and an expression of doleful gratitude in their face $ run at his heel $ puffer keep in the advance $ and from time to time order a cutlet $ or steak $ or tender-loin $ to be cast in $	25	4	rag	; and having drilled a small company of young vagabonds , he made a circuit of the market-places on Saturday nights with these -- their rags flying to the wind , and an expression of doleful gratitude in their faces -- running at his heels ; Puffer keeping in the advance , and from time to time ordering a cutlet , or steak , or tender-loin , to be cast in .	fic_1843_7208.txt-10511-25
there be a time when she do not care if the floor be all cover with heap of dirt $ and she would go out into the street with the rag fly all about her $ and her hair in mass of thick tangle $ and her face quite black and ugly $	30	4	rag	There was a time when she did not care if the floor was all covered with heaps of dirt , and she would go out into the street with the rags flying all about her , and her hair in masses of thick tangles , and her face quite black and ugly .	fic_1856_5515.txt-1149-30
gutter run with seethe matter $ homeless outcast sit $ besotted $ on crazy door-steps $ the vicious $ with savage visage $ and keen $ watchful eye $ loiter at the door of filthy $ grocery $ $ the sickly and neglect child crawl upon the side-pave $ or seek a crust to appease its hunger-all be find here $ gasp $ in rag $ a breath of air by day $ or seek a shelter $ at night $ in den so abject that the world can furnish no counterpart $	64	4	rag	Gutters running with seething matter ; homeless outcasts sitting , besotted , on crazy door-steps ; the vicious , with savage visage , and keen , watchful eye , loitering at the doors of filthy " groceries ; " the sickly and neglected child crawling upon the side-pave , or seeking a crust to appease its hunger-all are found here , gasping , in rags , a breath of air by day , or seeking a shelter , at night , in dens so abject that the world can furnish no counterpart .	fic_1856_1281.txt-4033-64
i do n't see how a dinner be to come out of this $ $ say habbakkuk viol $ after gaze upon the apparel a reasonable length of time $ $ unless $ bob $ you propose to feed us $ like ostrich $ on rag and iron $	45	4	rag	I do n't see how a dinner is to come out of this , " said Habbakkuk Viol , after gazing upon the apparel a reasonable length of time , " unless , Bob , you propose to feed us , like ostriches , on rags and iron .	fic_1843_7208.txt-1235-45
cross the niemen in presence of napoleon $ as he sit in his tower and see those glorious legion move in beautiful order and high spirit before him $ and the remnant of that scattered army in rag $ wan and ghastly $ follow their iron-hearted leader as he stride on foot over the same river $ always fill one with the profound melancholy $	37	4	rag	crossing the Niemen in presence of Napoleon , as he sat in his tower and saw those glorious legions move in beautiful order and high spirits before him ; and the remnant of that scattered army in rags , wan and ghastly , following their iron-hearted leader as he strode on foot over the same river , always fills one with the profoundest melancholy .	mag_1845_587497.txt-188-37
this basket contain a nest of rag and an indescribable baby $ and in the ash on the rough hearth play several dingy object $ which i suppose have once be baby $ $	6	4	rag	This basket contained a nest of rags and an indescribable baby ; and in the ashes on the rough hearth played several dingy objects , which I suppose had once been babies . "	fic_1845_7183.txt-2911-6
the flour $ leather $ and rag have be manufacture into corresponding article $ the bread have be eat $ the shoe be half wear out $ and the paper be cover with writing or printing $ so that a new supply of each be call for $	6	4	rag	The flour , leather , and rags have been manufactured into corresponding articles , the bread has been eaten , the shoes are half worn out , and the paper is covered with writing or printing , so that a new supply of each is called for .	mag_1851_555704.txt-209-6
chemistry have supply its bleach invention and its medicine $ not to speak of the more questionable blessing of dry bone soup $ linen rag sugar $ and sawdust bread $	24	4	rag	Chemistry has supplied its bleaching inventions and its medicines , not to speak of the more questionable blessings of dry bone soup , linen rag sugar , and sawdust bread .	mag_1835_554357.txt-300-24
why that astonishing timorousness of howe before valley forge $ where the relic of a force starve $ sickcuing $ and in rag $ could scarcely man the line $ which they hold before a great $ victorious $ and perfectly appoint army $	22	4	rag	Why that astonishing timorousness of Howe before Valley Forge ; where the relics of a force starving , sickcuing , and in rags , could scarcely man the lines , which they held before a great , victorious , and perfectly appointed army ?	mag_1859_506520.txt-371-22
like revel witch in rag $ and see through the bedimmed atmosphere at the far end of the den $ be half-frantic man $ woman $ and girl	4	4	rag	Like revelling witches in rags , and seen through the bedimmed atmosphere at the further end of the den , are half-frantic men , women , and girls	fic_1856_1281.txt-4096-4
a base coin upon our community $ shake public credit $ poison faith between man and man $ turn certificate of stock into rag $ and render it good husbandry- ... as it be twelve year ago in the dutch city -- to pull down brick house $ for the sake of save the tax $	23	4	rag	a base coin upon our community , shake public credit , poison faith between man and man , turn certificates of stock into rags , and render it good husbandry- .. as it was twelve years ago in the Dutch cities -- to pull down brick houses , for the sake of saving the tax ?	mag_1823_553448.txt-466-23
look at your money-bag $ for they tell the gineral you ha n't get stuff enuff in the bank to make him a pair of spectacle $ none of your rag $ ' say i $ but the real grit $ ' and with that he call have 2 or 3 chap in quaker coat $ and they open have a large place about as big as the east room $ ' and such a sight i never see $ box $ bag $ and keg $ all full $ and i should say nigh upon a hundred cord $	30	4	rag	look at your money-bags , for they tell the Gineral you ha n't got stuff enuff in the Bank to make him a pair of spectacles ; none of your rags , ' says I , but the real grit : ' and with that he call 'd 2 or 3 chaps in Quaker coats , and they open 'd a large place about as big as the east room ; ' and such a sight I never see -- boxes , bags , and kegs , all full , and I should say nigh upon a hundred cord .	fic_1834_7047.txt-438-30
at midday $ when the street seem to run with liquid fire $ when scarcely any pedestrian be abroad $ and even the policeman have retire to enjoy the luxury of shade $ you may see the droshky driver cling to his post of duty $ the carter urge on his dirt-besmeared equipage $ the vender offer his ware with the cry which be a shriek $ and the beggar $ sexless by plenitude of rag $ await their copek at the blaze door of church and catlle $ lral $	75	4	rag	At midday , when the streets seem to run with liquid fire , when scarcely any pedestrian is abroad , and even the policeman has retired to enjoy the luxury of shade , you may see the droshky driver clinging to his post of duty , the carter urging on his dirt-besmeared equipage , the vender offering his wares with the cry which is a shriek , and the beggars , sexless by plenitude of rags , awaiting their copek at the blazing doors of church and catlle ( lral .	mag_1823_553494.txt-190-75
i see the dirt and rag $ i see the wrinkle and elf-locks $ the wild eye and the shrivelled limb $ i hear the hoarse and broken tone of age and passion $ the convulsive laughter and the	5	4	rag	I see the dirt and rags ; I see the wrinkles and elf-locks , the wild eye and the shrivelled limbs ; I hear the hoarse and broken tones of age and passion , the convulsive laughter and the	nf_1859_748120.txt-2353-5
in return $ gentleman $ for this flattering toast $ let me offer you $ $ the regamuffins and pauper of the ward $ they conceal more genuine honor and virtue beneath their rag $ than king solomon in his sunday clothes $ or a fourth-of-july orator in his new-bought ruffle and wristband $ $	33	4	rag	In return , gentlemen , for this flattering toast , let me offer you , " The regamuffins and paupers of the ward : they conceal more genuine honor and virtue beneath their rags , than King Solomon in his Sunday clothes , or a Fourth-of-July orator in his new-bought ruffle and wristbands ! "	fic_1843_7208.txt-4905-33
no one suppose it strange $ if a man waste his time and his patrimony in field sport $ the dram shop $ and at the gaming-table $ that he become poor $ and that his wife and child be dwell in a hovel $ starve with hnnger and clothe in rag $	51	4	rag	No one supposes it strange , if a man wastes his time and his patrimony in field sports , the dram shop , and at the gaming-table , that he becomes poor , and that his wife and children are dwelling in a hovel , starved with hnnger and clothed in rags .	mag_1855_566557.txt-206-51
snatch up a rag of tarred canvass and a bunch of spun-yarn that somebody hold near $ good for the lockjaw $ try	3	4	rag	snatching up a rag of tarred canvass and a bunch of spun-yarn that somebody held near -- good for the lockjaw -- tried	fic_1833_7239.txt-209-3
peirce eye him as he stand there in his shirt sleeyes $ with a shave ringlet lodge over his right ear and a rag wind about a wound thumb $ to see what he have to expect from his new master $ for such he instinctively know him to be $	23	4	rag	Peirce eyed him as he stood there in his shirt sleeyes , with a shaving ringlet lodged over his right ear and a rag wound about a wounded thumb , to see what he had to expect from his new master , for such he instinctively knew him to be .	fic_1845_7103.txt-365-23
this ornament be consider indispensable $ and those who can not afford it $ supply its place with a bit of red rag $ which equally well answer the intend purpose of point them out as disciple of buddha $	22	4	rag	This ornament is considered indispensable , and those who can not afford it , supply its place with a bit of red rag , which equally well answers the intended purpose of pointing them out as disciples of Buddha .	nf_1847_747595.txt-241-22
a kind of genteel beggar $ who be tolerate by the great on account of his lineage $ a sort of poor relation ' a gentleman lazarus $ in fact $ who haunt the royal court $ until his sore be dress with a pension $ and his rag make decent $ with a little golden tinsel $	48	4	rag	A kind of genteel beggar , who is tolerated by the great on account of his lineage ; a sort of poor relation ' a gentleman Lazarus , in fact , who haunts the Royal Court , until his sores are dressed with a pension , and his rags made decent , with a little golden tinsel .	fic_1848_7193.txt-11140-48
the chord of tender sympathy be at once touch and bettina follow the old woman outside the wall $ and beyond an angle of the ruin a few rod $ when the person who have so excite her commiseration suddenly stop $ and toss off the wretched rag he wear $ he stand before her the athletic leader of banditti $ petard $ $	47	4	rag	The chords of tender sympathy were at once touched and Bettina followed the old woman outside the walls , and beyond an angle of the ruins a few rods , when the person who had so excited her commiseration suddenly stopped , and tossing off the wretched rags he wore , he stood before her the athletic leader of banditti , Petard ! "	fic_1848_1279.txt-222-47
you say the child be ragged and dirty $ i shall see that they be comfortably clothe $ and $ if i find that the clothes be keep whole and clean $ i will befriend the family far $ but if they be let run to rag $ without washing or mend $ i shall do no more $ $	46	4	rag	You say the children were ragged and dirty ; I shall see that they are comfortably clothed , and , if I find that the clothes are kept whole and clean , I will befriend the family farther , but if they are let run to rags , without washing or mending , I shall do no more . "	fic_1828_7259.txt-660-46
for myself $ ge'mmen $ if you ask my view of litter-a-toor $ i do n't hesitate to say $ in vun sense o ' the word $ excuse the expression $ it be nothin ' but a powerful combination o ' rag and brass $ by which i mean to say $ it take a uncommon quantity o ' rag to make the paper out of $ and it take a uncommon sight o ' brass and courage to make the paper full o ' readin ' matter $	60	4	rag	For myself , ge'mmen , if you ask my views of litter-a-toor , I do n't hesitate to say , in vun sense o ' the word , excuse the expression , it 's nothin ' but a powerful combination o ' rags and brass : by which I means to say , it takes a uncommon quantity o ' rags to make the paper out of , and it takes a uncommon sight o ' brass and courage to make the paper full o ' readin ' matter .	fic_1842_7206.txt-2048-60
for to go as a passenger you must need have a purse $ and a purse be but a rag unless you have something in it $	19	4	rag	For to go as a passenger you must needs have a purse , and a purse is but a rag unless you have something in it .	fic_1851_746.txt-341-19
the window be glaze principally with paper $ to say nothing of old hat $ rag $ <temp> $ the head of this honor house fish in the trout season $ and he would have put izaac walton to the blush $ if that illustrious gentleman 's angle virtue have be bring to so severe a proof $	15	4	rag	The windows were glazed principally with paper , to say nothing of old hats , rags , &c. ; The head of this honored house fished in the trout season ; and he would have put Izaac Walton to the blush , if that illustrious gentleman 's angling virtues had been brought to so severe a proof .	nf_1845_747502.txt-339-15
so we use to lodge here and there $ in the cellar about the point $ in ' cut throat alley $ ' or ' cow bay $ ' or ' murderer 's alley $ ' or in ' the house of the nine nation $ ' or wherever we could get a sixpenny rag to lay down upon $	54	4	rag	So we used to lodge here and there , in the cellars about the Points , in ' Cut Throat Alley , ' or ' Cow Bay , ' or ' Murderer 's Alley , ' or in ' The House of the Nine Nations , ' or wherever we could get a sixpenny rag to lay down upon .	fic_1856_1281.txt-1296-54
rag into the wasp hole $ where the nest lie $ and presently fling a spade full of earth over the hole $	0	4	rag	rags into the wasps holes , where the nest lies , and presently fling a spade full of earth over the holes .	nf_1821_747955.txt-233-0
but if rag and mud claim the whole of the body $ the face belong to nothing but fun $ and the child and her fringed habiliments take fly leap over the rope $ in a style that quite distance the sport of quilp 's boy $	2	4	rag	But if rags and mud claimed the whole of the body , the face belonged to nothing but fun ; and the child and her fringed habiliments took flying leaps over the rope , in a style that quite distanced the sports of Quilp 's boy .	fic_1852_9832.txt-2005-2
he do not remember how beautiful the contrast must be to pat as he come from his mother 's den of infamy $ where rag and dirt prevail $ to the neat and cleanly dwell $ and the pure $ bright $ happy face of mrs.- bates and her two child $	24	4	rag	He did not remember how beautiful the contrast must be to Pat as he came from his mother 's den of infamy , where rags and dirt prevailed , to the neat and cleanly dwelling , and the pure , bright , happy faces of Mrs. Bates and her two children .	fic_1856_5515.txt-1683-24
they be not the man to fight less earnestly on that account $ nor will their poverty and rag hinder them from strike a good blow $ when occasion serve $ against the invader to whom they owe them $ $	18	4	rag	They are not the men to fight less earnestly on that account , nor will their poverty and rags hinder them from striking a good blow , when occasion serves , against the invader to whom they owe them . "	fic_1835_7309.txt-3124-18
of this description be bone $ horn and hoof of cattle $ bone dust $ the entire carcass of animal $ cutting of leather $ woolen rag $ feather $ and hair $	26	4	rag	Of this description are bones , horns and hoofs of cattle , bone dust , the entire carcasses of animals , cuttings of leather , woolen rags , feathers , and hair .	nf_1848_747893.txt-2275-26
ther be sum ten or a dozen family livin in the house $ and all of ' em be frighten almost to deth $ and turn out of ther bed into the street $ jest because the family in the roof have go to sleep leavin a pile of old rag afire to drive off the musketers $	50	4	rag	Ther was sum ten or a dozen families livin in the house , and all of ' em was frightened almost to deth , and turned out of ther beds into the street , jest because the family in the roof had gone to sleep leavin a pile of old rags afire to drive off the musketers .	fic_1848_7341.txt-1681-50
upon the farnish have wretch before you $ poor in all thing save honor $ $ on these tatter have rag you gaze $ you think he might be buy $	20	4	rag	upon The farnish 'd wretch before you , poor in all things Save honor ; -- on these tatter 'd rags you gazed ; You thought he might be bought .	fic_1839_8877.txt-142-20
hardly a rag to my back $ or a halfpenny in my pocket $ i think after all that they might as well have finish the matter $	2	4	rag	hardly a rag to my back , or a halfpenny in my pocket , I thought after all that they might as well have finished the matter .	fic_1839_7233.txt-3517-2
say mrs.- mccarty $ beg them to sit down $ and excuse the disordered state of her few rag $	18	4	rag	said Mrs. McCarty , begging them to sit down , and excuse the disordered state of her few rags .	fic_1856_1281.txt-1360-18
the floor be cover in the center by a carpet make of rag $ a species of manufacture that be then $ and yet continue to be $ much in use in the interior $ while its edge $ that be expose to view $ be of unspotted cleanliness $	12	4	rag	The floor was covered in the centre by a carpet made of rags , a species of manufacture that was then , and yet continues to be , much in use in the interior ; while its edges , that were exposed to view , were of unspotted cleanliness .	fic_1845_622.txt-3293-12
be hemp and flax yesterday $ and linen $ and rag $ and money today $ too often bring you down to rag tomorrow $ and not perhaps quite so often as it might $ to hemp again the day after $	22	4	rag	was hemp and flax yesterday , and linen , and rags , and money today , too often brings you down to rags tomorrow , and not perhaps quite so often as it might , to hemp again the day after .	mag_1821_553346.txt-34-22
in the savage state $ and before cotton wrap mankind $ they suffer for clothing $ and rag indicate poverty $	17	4	rag	In the savage state , and before cotton wrapped mankind , they suffered for clothing , and rags indicated poverty .	nf_1844_748164.txt-1079-17
rag $ perhaps i have better say $ but the rag have be clothes $ weave and sew by man 's hand $ so he must have live among men $ civilize men $ and he have grow but little $ as you may perceive $ since those clothes be make $ therefore $ he can not have be long on the island $ $	10	4	rag	Rags , perhaps I had better say -- but the rags have been clothes , woven and sewn by man 's hands -- so he must have lived among men -- civilized men -- and he has grown but little , as you may perceive , since those clothes were made -- therefore , he can not have been long on the island . "	fic_1851_3336.txt-1179-10
$ they be make by dip paper or rag in melt sulphur $ $	8	4	rag	( They are made by dipping paper or rags in melted sulphur . )	nf_1853_771859.txt-2267-8
whence then thy right to rack my limb with toil $ and bear away the produce of the soil $ leave my poor babe in rag the blast to feel $ wet with hot tear their scant $ unwholesome meal $ and earthward $ like the beast that perish $ gaze from springtime to the	25	4	rag	Whence then thy right to rack my limbs with toil , And bear away the produce of the soil ; Leave my poor babes in rags the blast to feel , Wet with hot tears their scant , unwholesome meal , And earthward , like the beasts that perish , gaze From springtime to the	fic_1854_8328.txt-3033-25
