sentence_lemma	target_index	cluster	lemma	sentence_token	identifier
clink your glass $ toast your lass $ set the table in a roar $	6	1	lass	Clink your glasses , toast your lasses , set the table in a roar !	fic_1857_8225.txt-230-6
merry lass $ who break the crockery $ burn the dinner $ tear the clothes in ironing $ and knock down everything that stand in her way about the house $ without at all discomposing herself about the matter $	1	1	lass	merry lass , who broke the crockery , burned the dinner , tore the clothes in ironing , and knocked down everything that stood in her way about the house , without at all discomposing herself about the matter .	fic_1843_7325.txt-795-1
a coof cam in wi ' rowth o ' gear $ and i hae tint my dear dear $ but woman be but warld 's gear $ sae let the bonnie lass gang $ $	31	1	lass	A coof cam in wi ' rowth o ' gear , And I hae tint my dearest dear ; But woman is but warld 's gear , Sae let the bonnie lass gang . "	fic_1835_7063.txt-1748-31
it seem to have strike a sympathetic chord in the countryman $ for draw near the good woman $ whose exterior express very little resemblance to the gentle emblem by which she have choose to personify herself $ he say $ kindly smiling $ $ bring me a knife $ mother $ and i will give you a slice of butter to garnish your tea-table when your comely lass come home $ $	68	1	lass	It seemed to have struck a sympathetic chord in the countryman ; for drawing near the good woman , whose exterior expressed very little resemblance to the gentle emblem by which she had chosen to personify herself , he said , kindly smiling , " Bring me a knife , mother , and I 'll give you a slice of butter to garnish your tea-table when your comely lasses come home . "	fic_1835_7272.txt-1859-68
me my ain peggy $ an ' i care na ' wha get a ' the lave o ' the bonny lass in the country $	21	1	lass	me my ain Peggy , an ' I care na ' wha gets a ' the lave o ' the bonny lasses in the country .	fic_1824_7211.txt-1178-21
hoot $ peggy $ lass $ $ say he $ in an endearing tone $ $ dinna be sae flirt $	4	1	lass	Hoot , Peggy , lass , " said he , in an endearing tone , " dinna be sae flirted .	fic_1824_7211.txt-1161-4
but courage $ old lass $ i hope to see thee soon within a biscuit 's toss of the merry land $ ride snugly at anchor in some green cove $ and shelter from the boisterous wind $	4	1	lass	But courage , old lass , I hope to see thee soon within a biscuit 's toss of the merry land , riding snugly at anchor in some green cove , and sheltered from the boisterous winds .	fic_1846_544.txt-333-4
but i know the position of the old minister 's arm-chair $ and also where his wife sit $ with her knitting-work $ and how to avoid his two daughter $ one a stout country lass $ and the other a consumptive girl $	35	1	lass	But I knew the position of the old minister 's arm-chair , and also where his wife sat , with her knitting-work , and how to avoid his two daughters , one a stout country lass , and the other a consumptive girl .	fic_1837_7395.txt-3207-35
finale $ to act i air $ harriet sweet the hour $ when free from labour $ lad and lass thus convene $ to the merry pipe and tabor $ dance gayly on the green $	19	1	lass	Finale , to Act I Air -- Harriet Sweet the hour , when freed from labour , Lads and lasses thus convene , To the merry pipe and tabor , Dancing gayly on the green .	fic_1823_9628.txt-498-19
say they do $ then say i $ the lass be the more fool to let them $	9	1	lass	said they did ; then says I , the lasses are the more fools to let them .	mag_1834_564618.txt-134-9
besides $ ye maun grant that it be na very creditable for a poor bonny lass $ like her $ to be ta'en notice to by a rich look ' gentleman sa far abune her $ in the market $	15	1	lass	Besides , ye maun grant that it was na very creditable for a poor bonny lass , like her , to be ta'en notice to by a rich lookin ' gentleman sa far abune her , in the market .	fic_1824_7211.txt-752-15
from the country $ and to stare at the uncouth and sturdy form of the farmer $ or admire the black eye and merry face of the country lass $	28	1	lass	from the country , and to stare at the uncouth and sturdy forms of the farmers , or admire the black eyes and merry faces of the country lasses .	fic_1846_4464.txt-1316-28
not those of the bevy of buxom lass with their luxurious display of red and white $ but the ample charm of a genuine dutch country tea-table in the sumptuous time of autumn $	7	1	lass	Not those of the bevy of buxom lasses with their luxurious display of red and white , but the ample charms of a genuine Dutch country tea-table in the sumptuous time of autumn .	fic_1849_583.txt-4641-7
at length jew mike himself be vociferously call on for either a song or a story $ and not be a vocalist $ the gentleman prefer entertain his friend with the latter $ so $ clear his throat by an enormous draught of brandy $ he begin as follow $ jew mike 's story $ you see $ lad and lass $ a year or two before i come to this accursed country to be jugged for a ten spot $ for manslaughter $ $ it be a clear murder $ though $ and a good piece of work $ too $ $ i be a nobleman 's butler in the great city of london $	60	1	lass	At length Jew Mike himself was vociferously called on for either a song or a story ; and not being a vocalist , the gentleman preferred entertaining his friends with the latter ; so , clearing his throat by an enormous draught of brandy , he began as follows : JEW MIKE 'S STORY " You see , lads and lasses , a year or two before I came to this accursed country to be jugged for a ten spot , for manslaughter , ( it was a clear murder , though , and a good piece of work , too , ) I was a nobleman 's butler in the great city of London .	fic_1849_5295.txt-500-60
yet i must have an eye to the puritanical curmudgeon that this simple lass have the courtesy to call father $ $	13	1	lass	Yet I must have an eye to the puritanical curmudgeon that this simple lass has the courtesy to call father . "	fic_1840_7164.txt-1181-13
yes $ to drive dull care away $ nothing like a lass and a glass $ nothing like it $	11	1	lass	Yes , to drive dull care away , nothing like a lass and a glass -- nothing like it .	fic_1824_8753.txt-829-11
he be transfer at once from the formal routine and rigid rule of a college life $ where no flirt with the lady be permit to be think of $ except the ethereal flirtation of woo those shy lass $ the sweet and sacred nine $ ' and where nothing in this round world be consider so important $ as to have the first appointment in the class $ or be able to write the best ode to hope $ or sonnet to despair $ ' and introduce into the society of elegant and $ as he think $ the most enchanting people on earth $ and to the bustle and business of a large city $	38	1	lass	He was transferred at once from the formal routine and rigid rules of a college life , where no flirting with the ladies was permitted to be thought of , except the ethereal flirtation of wooing those shy lasses , the sweet and sacred Nine , ' and where nothing in this round world was considered so important , as to have the first appointment in the class , or be able to write the best ode to Hope , or sonnet to Despair , ' and introduced into the society of elegant and , as he thought , the most enchanting people on earth , and to the bustle and business of a large city .	fic_1829_7072.txt-2468-38
our hero $ feel somewhat mortify in find that his own sweet note should be mistake by his drowsy inamorata for the music of some nocturnal band of feline performer $ and perceive by her snore that she be again relapse into slumber $ resolve to regale her ear with a lively strain $ though with a text no less beautiful and appropriate $ $ $ then round the circle let the glass $ yet in the square $ convivial pass $ and when the sun wind over the lea each lass shall have her jubilee $ $	91	1	lass	Our hero , feeling somewhat mortified in finding that his own sweet notes should be mistaken by his drowsy inamorata for the music of some nocturnal band of feline performers , and perceiving by her snoring that she was again relapsing into slumber , resolved to regale her ears with a livelier strain , though with a text no less beautiful and appropriate : -- " Then round the circle let the glass , Yet in the square , convivial pass ; And when the sun winds o'er the lea Each lass shall have her jubilee . "	fic_1835_7334.txt-1114-91
but tell me now $ how be your sweetheart $ the pretty $ plump $ black-eyed lass of the wood here $ that you use to toast at your oyster supper in philadelphia $ $	16	1	lass	But tell me now , how is your sweetheart , the pretty , plump , black-eyed lass of the woods here , that you used to toast at your oyster suppers in Philadelphia ? "	fic_1823_7213.txt-3644-16
give me but a friend and a lass $ boy $ to drive dull care away $	7	1	lass	Give me but a friend and a lass , boys , To drive dull care away .	fic_1824_8753.txt-828-7
keep thy hood close $ and let the lass alone $ and it may save thy neck $	8	1	lass	Keep thy hood close , and let the lasses alone , and it may save thy neck .	fic_1838_7085.txt-574-8
here gilbert $ pleased with this generosity of nancy $ as if his heart misgive him for have say any thing to hurt her feeling $ arise and $ catch both her and maria by the hand $ say $ $ ye be baith my bairn $ gude lass to yere father $ an ' i hae na ' fa n't to find wi	48	1	lass	Here Gilbert , pleased with this generosity of Nancy , as if his heart misgave him for having said any thing to hurt her feelings , arose and , catching both her and Maria by the hand , said -- " Ye are baith my bairns -- gude lasses to yere father , an ' I hae na ' fa n't to find wi	fic_1823_7213.txt-1671-48
he be a handsome chap too $ and have a keen eye for a pretty lass $ or i be mistake $	15	1	lass	He was a handsome chap too , and had a keen eye for a pretty lass , or I am mistaken .	fic_1843_7116.txt-477-15
though differ widely from the buxom lass of england $ their prototype upon this occasion $ yet there be something far from disagreeable in these lithe and graceful creature $ with their bright $ savage eye $ supple limb $ and elastic movement $	6	1	lass	Though differing widely from the buxom lasses of England , their prototypes upon this occasion , yet there was something far from disagreeable in these lithe and graceful creatures , with their bright , savage eyes , supple limbs , and elastic movements .	fic_1849_7230.txt-2481-6
dorriville well $ well $ do n't despair $ robert $ you shall lead your lass to the altar yet $	15	1	lass	Dorriville Well , well , do n't despair , Robert , you shall lead your lass to the altar yet .	fic_1815_8719.txt-718-15
$ i suppose i be foolish $ $ reply the dame $ wipe a tear away $ $ but i fear $ lest the girl might derive some encouragement from it $ though otherwise $ prudence be a good lass $ and obedient $ and i have no other fault to find with her $ but i recollect now $ when i be a girl $ how	39	1	lass	" I suppose I am foolish , " replied the dame , wiping a tear away , " but I feared , lest the girl might derive some encouragement from it , though otherwise , Prudence is a good lass , and obedient , and I have no other fault to find with her ; but I recollect now , when I was a girl , how	fic_1857_2618.txt-4212-39
i espy two buxom lass just now $ jack $ they would greatly add to the repast $	4	1	lass	I espied two buxom lasses just now , Jack ; they would greatly add to the repast .	fic_1832_8862.txt-1103-4
quit your flock and your herd for a while $ hither quickly repair $ in our mirth a part share $ and each lass her love meet with a smile $	23	1	lass	Quit your flocks and your herds for a while ; Hither quickly repair , In our mirth a part share , And each lass her love meet with a smile .	fic_1823_8520.txt-1516-23
but when $ as he get accustom to the place $ he accost them with a gentle voice $ say a complimentary word for their sign-board $ with its full-length sailor 's lass $ hope upon her anchor $ or sturdy strength $ stand square upon his pin $ they begin at once to have a fancy for the old man $	32	1	lass	But when , as he got accustomed to the place , he accosted them with a gentle voice , said a complimentary word for their sign-board , with its full-length sailor 's lass -- Hope upon her anchor , or sturdy Strength , standing square upon his pins -- they began at once to have a fancy for the old man .	fic_1843_7208.txt-10532-32
at the toll-gate the keeper could only tell me that a very pretty lass $ as he call her $ have tell him in great alarm that an officer be defend himself against two man whom he have find annoy her $ and beg him to send to his aid $	13	1	lass	At the toll-gate the keeper could only tell me that a very pretty lass , as he called her , had told him in great alarm that an officer was defending himself against two men whom he had found annoying her , and begged him to send to his aid .	fic_1848_7107.txt-864-13
as he enter $ and as the negro sentinel thrust in his turbaned head $ at the half-opened door $ $ jump up on deck $ and clear away my pinnace $ bring it round to the starboard gangway $ and after we shall have leave the ship $ i and the gentleman $ do thou and charon lead down the lady there $ and the black lass $ and row them straight to the sallyport $ enter the cover way $ i will be there to meet ye $ and hark $ sirrah $ in your ear $ do thou $ or thy swart	67	1	lass	as he entered ; and as the negro sentinel thrust in his turbaned head , at the half-opened door -- " jump up on deck , and clear away my pinnace ; bring it round to the starboard gangway , and after we shall have left the ship -- I and the gentlemen -- do thou and Charon lead down the lady there , and the black lass , and row them straight to the sallyport , entering the covered way : I will be there to meet ye ; and hark , sirrah , in your ear -- do thou , or thy swart	fic_1843_7155.txt-1237-67
say they $ $ we want nun of your yankey rue $ or pork and lass $ but we will have that likely british boy $ $ $ mean me $ $ whose name be not on your shipping-paper $ and who have no legal pertection $ $	15	1	lass	says they , " We want nun of your Yankey rue , or pork and lasses ; but we will have that likely British boy " -- ( meaning me ) " whose name is not on your shipping-paper , and who has no legal pertection . "	fic_1815_8717.txt-1117-15
both be young $ both be pretty $ but methinks the left hand lass be	13	1	lass	Both are young , both are pretty ; but methinks the left hand lass is	fic_1837_7395.txt-2970-13
sir edward $ $ answer the fellow $ with a cunning grin $ clearly perceive the drift of his master 's question $ $ there be a very pretty lass upon his arm $ be n't there $ sir $ $	29	1	lass	Sir Edward , " answered the fellow , with a cunning grin , clearly perceiving the drift of his master 's question , " there was a very pretty lass upon his arm , was n't there , sir ? "	fic_1847_7149.txt-2014-29
then she would call out $ $ get along you $ jack $ pokin ' your finger into the ' lass cup $ make yourself scarce in this kitchen $ or i will crack your head mighty nigh as hard as the new miss will $ $	20	1	lass	Then she would call out , " Get along you , Jack , pokin ' your fingers into the ' lasses cup ; make yourself scarce in this kitchen , or I 'll crack your head mighty nigh as hard as the new Miss will . "	fic_1854_2820.txt-5129-20
if you do n't give ear $ he will wind you long story $ than of the pretty lass for whom youthful knight ever put lance in rest $	18	1	lass	if you do n't give ear , he will wind you long stories -- than of the prettiest lass for whom youthful knight ever put lance in rest .	fic_1838_7085.txt-2447-18
hypolito all gentle quarrel in the pastoral poet $ all passionate love scene in the best romance $ all chaste embrace on the public stage $ all soft adventure $ which the liberal star have wink at $ as the natural course of thing $ have be surpass here by my friend $ the student $ and this sweet gipsy lass $ fair preciosa $	60	1	lass	Hypolito All gentle quarrels in the pastoral poets , All passionate love scenes in the best romances , All chaste embraces on the public stage , All soft adventures , which the liberal stars Have winked at , as the natural course of things , Have been surpassed here by my friend , the student , And this sweet Gipsy lass , fair Preciosa !	fic_1843_8764.txt-2502-60
in a few minute more another make a kind of circuit round the room $ and pass near him $ drop a small piece of paper into his hand $ and scarcely have he put away the first before another billet be drop at his foot as a gay lass brush by him $ say she be go to peep out the door to see if papa be come $	49	1	lass	In a few minutes more another made a kind of circuit round the room , and passing near him , dropped a small piece of paper into his hand , and scarcely had he put away the first before another billet was dropped at his feet as a gay lass brushed by him , saying she was going to peep out the door to see if papa was coming .	fic_1835_7334.txt-1483-49
thence $ he come back $ by another route $ to florence $ to mantua $ to padua $ and to venice $ visit gay city $ consort with cavalier and choice spirit $ romp with rustic lass $ outface bluff bandit $ and tune himself up to the key of that wayward $ disorderly time $ in the best humour of a bon-camarado who wear silken doublet and trusty toledo $	37	1	lass	Thence , he came back , by another route , to Florence , to Mantua , to Padua , and to Venice ; visiting gay cities ; consorting with cavaliers and choice spirits ; romping with rustic lasses ; outfacing bluff bandits ; and tuning himself up to the key of that wayward , disorderly time , in the best humour of a bon-camarado who wore silken doublet and trusty Toledo .	fic_1832_7177.txt-3501-37
the large branching silver candlestick $ which stand at each side of a full-length picture of general washington $ on the mantel-piece $ be richly fringe with white bridal ornament $ after the good old fashion $ and as lively a set of lad and lass as ever move through the figure of a cotillion $ be keep time to the impetuous thump of their own heart $ and the long-sweeping bow-hands of two hereditary fiddler station behind the door $	45	1	lass	The large branching silver candlesticks , which stood at each side of a full-length picture of General Washington , on the mantel-piece , were richly fringed with white bridal ornaments , after the good old fashion ; and as lively a set of lads and lasses as ever moved through the figures of a cotillion , were keeping time to the impetuous thumping of their own hearts , and the long-sweeping bow-hands of two hereditary fiddlers stationed behind the door .	fic_1834_7032.txt-2020-45
surely $ old lass $ you ' re safe from time 's aggression $ his ancient tooth on you can n't make impression $	3	1	lass	Surely , old lass , you ' re safe from Time 's aggression , His ancient teeth on you ca n't make impression .	fic_1854_7839.txt-1700-3
' you be a gay old lass $ ' say the dead man $ without avail himself of the old lady 's kind permission $ ' you have be a ' high one ' in your time $ but your day be nearly over $ '	6	1	lass	' You 're a gay old lass , ' said the Dead Man , without availing himself of the old lady 's kind permission -- ' you have been a ' high one ' in your time , but your day is nearly over . '	fic_1849_5168.txt-4805-6
$ then $ if content to have your retirement break in upon $ all your household upset $ and your immutable decree turn topsy-turvy by a romp lass and an angelic gentleman $ what do you seek it for $ $	27	1	lass	" Then , if content to have your retirement broken in upon , all your household upset , and your immutable decrees turned topsy-turvy by a romping lass and an angelic gentleman , what did you seek it for ? "	fic_1860_9791.txt-1180-27
these be again follow by two serving-women $ fair $ buxom-looking lass $ with the dark eye and rich complexion of the sunny south $ and an old steward $ or major-domo $ ride unarmed beside them $	11	1	lass	These were again followed by two serving-women , fair , buxom-looking lasses , with the dark eyes and rich complexions of the sunny south ; and an old steward , or major-domo , riding unarmed beside them .	fic_1853_9158.txt-109-11
a kind friend $ however $ exert herself so effectually for me $ that a tall stately lass soon present herself $ say $ $ i be come to help you $ $	17	1	lass	A kind friend , however , exerted herself so effectually for me , that a tall stately lass soon presented herself , saying , " I be come to help you . "	nf_1832_758144.txt-421-17
the morning rise that usher in the potato digging-day $ in which numerous throng of lad and lass dress in their best attire $ with light and merry heart come from all part of the adjacent country $ into the town of larne $ the lad to march to the work of charity and benevolence $ the lass to witness the procession $ and reward their lover as they pass them with their smile $	17	1	lass	The morning rose that ushered in the potato digging-day , in which numerous throngs of lads and lasses dressed in their best attire , with light and merry hearts came from all parts of the adjacent country , into the town of Larne ; the lads to march to the work of charity and benevolence , the lasses to witness the procession , and reward their lovers as they passed them with their smiles .	fic_1824_7211.txt-2276-17
$ naething $ tam $ $ reply the other $ $ but i have to tak ' some lass hame frae the market $ and i think i would come back an ' see some mair o ' the fun $ an ' gin you ha ' naething better to do $ we will ha ' a naggin together $ $	18	1	lass	" Naething , Tam , " replied the other , " but I had to tak ' some lasses hame frae the market , and I thought I would come back an ' see some mair o ' the fun , an ' gin you ha ' naething better to do , we 'll ha ' a naggin together . "	fic_1824_7211.txt-1090-18
king charles ii speak like an oracle $ and do not you say that this pretty lass be his niece $	16	1	lass	King Charles II Spoken like an oracle ; and did not you say that this pretty lass was his niece ?	fic_1846_8819.txt-1886-16
from the poetical work $ 1854 $ mine be a pretty country lass $ with soft transparency of cheek $ through which $ like red wine in a glass $ the blush eloquently speak of charm that will outlive the rose	12	1	lass	from The poetical works ( 1854 ) Mine be a pretty country lass , With soft transparency of cheek , Through which , like red wine in a glass , The blushes eloquently speak Of charms that will outlive the rose	fic_1854_8328.txt-5343-12
he wear a broad-brimmed $ low-crowned hat $ a huge roll of color handkerchief about his neck $ knowingly knot and tuck in at the bosom $ and have in summer-time a large bouquet of flower in his buttonhole $ the present $ most probably $ of some enamor country lass $	50	1	lass	He wears a broad-brimmed , low-crowned hat ; a huge roll of colored handkerchief about his neck , knowingly knotted and tucked in at the bosom ; and has in summer-time a large bouquet of flowers in his buttonhole , the present , most probably , of some enamored country lass .	fic_1849_583.txt-2574-50
easter and whitsuntide be now little more than name $ and that most delightful of rurality $ dance round the maypole $ and choose the $ queen of may $ from the pretty lass of the village $ have become nearly obsolete $	33	1	lass	Easter and Whitsuntide are now little more than names ; and that most delightful of ruralities , dancing round the maypole , and choosing the " queen of May " from the prettiest lass of the village , has become nearly obsolete .	fic_1833_7059.txt-1517-33
he be from lancashire $ in england $ and come to this country some twenty year ago $ with his wife $ who be a pretty young lass in those day $ and slim enough then $ though she be so awful fleshy now $	27	1	lass	He 's from Lancashire , in England , and came to this country some twenty years ago , with his wife , who was a pretty young lass in those days , and slim enough then , though she 's so awful fleshy now .	nf_1852_752548.txt-2830-27
$ and what so useful as to make my annie look gay of all the village lass $ $	16	1	lass	" And what so useful as to make my Annie look gayest of all the village lasses ? "	fic_1854_3384.txt-4392-16
i be tauld that jenny davis be amaist wud aboot you $ an ' she be a nice lass $ an ' her father can gie her twa hunner pun ' ony day $	18	1	lass	I 'm tauld that Jenny Davis is amaist wud aboot you ; an ' she 's a nice lass ; an ' her father can gie her twa hunner pun ' ony day .	fic_1824_7211.txt-2316-18
$ i be ashamed to write it $ for i have not pronounce one for a long time $ $ at the captain for break his word with me and leave before the hour $ one of these scotch lass say to me imploringly $ for our boat have get immediately under the stern of the steamer $ where she stand $ $ oh $	39	1	lass	( I am ashamed to write it , for I have not pronounced one for a long time , ) at the Captain for breaking his word with me and leaving before the hour , one of these Scotch lasses said to me imploringly , for our boat had gotten immediately under the stern of the steamer , where she stood , " Oh !	fic_1849_7333.txt-1254-39
$ he be a regular lad-seaman in his appearance and dress $ and a foul anchor imprint with india ink into his wrist $ and the initial of some lass ashore do upon his fair white neck $ render visible by the gaping of his	29	1	lass	-- He was a regular lad-seaman in his appearance and dress , and a foul anchor imprinted with India ink into his wrist , and the initials of some lass ashore done upon his fair white neck , rendered visible by the gaping of his	fic_1845_7103.txt-24-29
as he approach broadway $ however $ the sound of life and busy movement reach his ear $ and he see half a dozen young lad and lass issue from a house on his leave $ dress in their sunday gear	27	1	lass	As he approached Broadway , however , the sounds of life and busy movement reached his ear , and he saw half a dozen young lads and lasses issue from a house on his left , dressed in their Sunday gear	fic_1835_7272.txt-1843-27
so so $ rural damsel $ what my pretty lass $ do you attack in ambuscade $	9	1	lass	So So , rural damsels ; what my pretty lasses , do you attack in ambuscade ?	fic_1815_8613.txt-100-9
you would have think a seclusion so entire $ from all society of their equal $ must have prevent their acquire those usual accomplishment $ those necessary art $ which every english gentlewoman be presume to possess $ as thing of course $ that they must have grow up mere ignorant $ unpolished country lass $ without taste or aspiration beyond the small routine of their dull daily duty $ that long confinement must have break the high and more spiritual part of their fine natural mind $ that they must have become mere mope household drudge $ and so to think would be so very natural $ that it be by no mean easy to conceive how it be bring to pass $ that the very opposite of	54	1	lass	You would have thought a seclusion so entire , from all society of their equals , must have prevented their acquiring those usual accomplishments , those necessary arts , which every English gentlewoman is presumed to possess , as things of course -- that they must have grown up mere ignorant , unpolished country lasses , without taste or aspiration beyond the small routine of their dull daily duties -- that long confinement must have broken the higher and more spiritual parts of their fine natural minds -- that they must have become mere moping household drudges ; and so to think would be so very natural , that it is by no means easy to conceive how it was brought to pass , that the very opposite of	fic_1847_7149.txt-48-54
she be a proud lass $ but they bow even her spirit $ and at last she yield $	4	1	lass	She was a proud lass , but they bowed even her spirit , and at last she yielded .	fic_1860_9791.txt-1410-4
the lad an ' the lass $ an ' the sport o ' a simmer evening $ an ' the joke an ' mirth o ' a lang winter 's nicht $ ah $	5	1	lass	the lads an ' the lasses , an ' the sports o ' a simmer evening , an ' the jokes an ' mirth o ' a lang winter 's nicht -- ah !	fic_1823_7213.txt-1732-5
the lyrical ballad $ jaco $ binical and puling with affectation of simplicity as they $ be $ have undoubtedly a certain merit * $ and wordsworth $ $ though occasionally a writer for the nursery-masters and $ miss $ ' who take theii ' little porringer $ and eat their porridge there $ ' $ now and then express idea worth miitating $ but $ like $ brother southey $ he have his price $ and since he be turn $ tax-gatherer $ be only fit to rhyme about lass and wag ' ' goner $	90	1	lass	The lyrical ballads , jaco " binical and puling with affectation of simplicity as they " were , had undoubtedly a certain merit * : and Wordsworth , " though occasionally a writer for the nursery-masters and " misses , ' Who took theii ' little porringer , And ate their porridge there , ' " now and then expressed ideas worth miitating ; but , like " brother Southey , he had his price ; and since he is turned " tax-gatherer , is only fit to rhyme about lasses and wag ' ' goners .	nf_1824_747448.txt-1941-90
$ aye $ aye $ $ say the wife $ $ peggy be a tidy lass $ an '	15	1	lass	" Aye , aye , " said the wife , " Peggy is a tidy lass , an '	fic_1824_7211.txt-189-15
why like any stout lad that love a lass and liberty $ i will clear her out and myself too $ some way or other $ so	8	1	lass	Why like any stout lad that loves a lass and liberty , I 'll clear her out and myself too , some way or other ; so	fic_1818_8861.txt-495-8
from her i learn to love $ lass candy $ $ from her i learn to bate tom jefferson $	7	1	lass	From her I learned to love " lasses candy ; " from her I learned to bate Tom Jefferson .	mag_1851_555722.txt-216-7
$ a scotch lass usher you into the second story front chamber $ which be the spacious workship of the world maker $ $	3	1	lass	" A Scotch lass ushers you into the second story front chamber , which is the spacious workship of the world maker . "	fic_1847_9120.txt-24-3
but the girl of tower hill $ who hang on jack 's neck before he depart $ and the lass at quimper $ who give the frenchman his brdle-gueule and tobaccobox before he depart on	19	1	lass	But the girl of Tower Hill , who hung on Jack 's neck before he departed ; and the lass at Quimper , who gave the Frenchman his brdle-gueule and tobaccobox before he departed on	mag_1859_506372.txt-189-19
i believe i be not quite as neat in my person $ and habiliments $ as a country lass should be $	18	1	lass	I believe I 'm not quite as neat in my person , and habiliments , as a country lass should be .	fic_1821_8985.txt-571-18
$ god bless you $ my gude bairn $ you be aye a gude lass $ a gude dauchter to me $	14	1	lass	" God bless you , my gude bairn -- you were aye a gude lass , a gude dauchter to me .	fic_1823_7213.txt-551-14
the sweet lass say $ $ there be doolittle the dandy $ $	2	1	lass	the sweet lasses say , " There 's Doolittle the dandy . "	fic_1815_8717.txt-3597-2
well $ old gal $ here be to the wind that blow $ the ship that go $ and the lass that love a sailor $ '	20	1	lass	Well , old gal -- here 's to the wind that blows , the ship that goes , and the lass that loves a sailor ! '	fic_1849_5168.txt-2217-20
especially be he beloved by the pretty girl along the connecticut $ whose favor he use to court by present of the best smoking-tobacco in his stock $ know well that the country lass of new england be generally great performer	33	1	lass	Especially was he beloved by the pretty girls along the Connecticut , whose favor he used to court by presents of the best smoking-tobacco in his stock ; knowing well that the country lasses of New England are generally great performers	fic_1837_7395.txt-1589-33
but your stage rosalind be generally the reverse of amiens $ an arch $ vivacious lass $ who impart due effect to the mixture of natural image and domestic idea suggest by the saucy word of the song $	15	1	lass	But your stage Rosalind is generally the reverse of Amiens -- an arch , vivacious lass , who imparts due effect to the mixture of natural images and domestic ideas suggested by the saucy words of the song .	fic_1833_7058.txt-1562-15
come $ lad and lass $ sing $ dance and be merry $	4	1	lass	Come , lads and lasses , sing , dance and be merry .	fic_1847_8919.txt-686-4
$ i ' m afraid our acquaintance be go to be break off for a little while $ my lass $ $ reply the captain $ $	19	1	lass	" I ' m afraid our acquaintance is going to be broke off for a little while , my lass , " replied the captain . "	fic_1854_9826.txt-1896-19
so here be to the lad who can talk to his lass $ and here be	11	1	lass	So here 's to the lad who can talk to his lass , And here 's	fic_1849_7333.txt-432-11
so he forbear to come at her again $ and when he be ask the reason why $ he say $ that mercy be a pretty lass $ but trouble with ill condition $ $	26	1	lass	So he forbore to come at her again ; and when he was asked the reason why , he said " that Mercy was a pretty lass , but troubled with ill conditions . "	mag_1833_554219.txt-312-26
where bessie and he talk it all over afresh $ before the gaping irish lass and sneer mulatto $ till they be find to agree in every particular about the $ nasty yankee $ $ and their ignorance of what be what $ and their uppishness $ $	14	1	lass	where Bessie and he talked it all over afresh , before the gaping Irish lasses and sneering mulattos , till they were found to agree in every particular about the " nasty Yankees , " and their ignorance of what 's what , and their uppishness . "	fic_1859_9220.txt-669-14
